,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Paul Pogba,"£ 290,000","£ 15,080,000","£ 16,248,306",M,23,France,Manchester United,Premier League,2016-2017
2,Bastian Schweinsteiger,"£ 240,000","£ 12,480,000","£ 13,446,874",M,31,Germany,Manchester United,Premier League,2016-2017
3,Wayne Rooney,"£ 235,000","£ 12,220,000","£ 13,166,730",F,30,England,Manchester United,Premier League,2016-2017
4,Zlatan Ibrahimovic,"£ 220,000","£ 11,440,000","£ 12,326,301",F,34,Sweden,Manchester United,Premier League,2016-2017
5,David de Gea,"£ 200,000","£ 10,400,000","£ 11,205,728",K,25,Spain,Manchester United,Premier League,2016-2017
6,Henrikh Mkhitaryan,"£ 180,000","£ 9,360,000","£ 10,085,155",M,27,Armenia,Manchester United,Premier League,2016-2017
7,Juan Mata,"£ 160,000","£ 8,320,000","£ 8,964,582",M,28,Spain,Manchester United,Premier League,2016-2017
8,Morgan Schneiderlin,"£ 120,000","£ 6,240,000","£ 6,723,437",M,26,France,Manchester United,Premier League,2016-2017
9,Ashley Young,"£ 120,000","£ 6,240,000","£ 6,723,437",D,30,England,Manchester United,Premier League,2016-2017
10,Ander Herrera,"£ 115,000","£ 5,980,000","£ 6,443,294",M,26,Spain,Manchester United,Premier League,2016-2017
11,Marcos Rojo,"£ 110,000","£ 5,720,000","£ 6,163,150",D,26,Argentina,Manchester United,Premier League,2016-2017
12,Luke Shaw,"£ 110,000","£ 5,720,000","£ 6,163,150",D,20,England,Manchester United,Premier League,2016-2017
13,Anthony Martial,"£ 110,000","£ 5,720,000","£ 6,163,150",F,20,France,Manchester United,Premier League,2016-2017
14,Marouane Fellaini,"£ 90,000","£ 4,680,000","£ 5,042,578",M,28,Belgium,Manchester United,Premier League,2016-2017
15,Antonio Valencia,"£ 85,000","£ 4,420,000","£ 4,762,434",D,30,Ecuador,Manchester United,Premier League,2016-2017
16,Eric Bailly,"£ 80,000","£ 4,160,000","£ 4,482,291",D,22,Cote d'Ivoire,Manchester United,Premier League,2016-2017
17,Michael Carrick,"£ 80,000","£ 4,160,000","£ 4,482,291",M,34,England,Manchester United,Premier League,2016-2017
18,Daley Blind,"£ 75,000","£ 3,900,000","£ 4,202,148",D,26,Netherlands,Manchester United,Premier League,2016-2017
19,Chris Smalling,"£ 70,000","£ 3,640,000","£ 3,922,005",D,26,England,Manchester United,Premier League,2016-2017
20,Sergio Romero,"£ 65,000","£ 3,380,000","£ 3,641,862",K,29,Argentina,Manchester United,Premier League,2016-2017
21,Adnan Januzaj,"£ 60,000","£ 3,120,000","£ 3,361,718",F,21,Belgium,Manchester United,Premier League,2016-2017
22,Phil Jones,"£ 50,000","£ 2,600,000","£ 2,801,432",D,24,England,Manchester United,Premier League,2016-2017
23,Matteo Darmian,"£ 45,000","£ 2,340,000","£ 2,521,289",D,26,Italy,Manchester United,Premier League,2016-2017
24,Jesse Lingard,"£ 20,000","£ 1,040,000","£ 1,120,573",F,23,England,Manchester United,Premier League,2016-2017
25,Marcus Rashford,"£ 20,000","£ 1,040,000","£ 1,120,573",F,18,England,Manchester United,Premier League,2016-2017
26,James Wilson,"£ 20,000","£ 1,040,000","£ 1,120,573",F,20,England,Manchester United,Premier League,2016-2017
27,Timothy Fosu-Mensah,"£ 15,000","£ 780,000","£ 840,430",D,18,Netherlands,Manchester United,Premier League,2016-2017
28,Scott McTominay,"£ 10,000","£ 520,000","£ 560,286",M,19,Scotland,Manchester United,Premier League,2016-2017
29,Axel Tuanzebe,"£ 10,000","£ 520,000","£ 560,286",D,18,England,Manchester United,Premier League,2016-2017
30,Joel Pereira,"£ 5,000","£ 260,000","£ 280,143",K,20,Portugal,Manchester United,Premier League,2016-2017
31,Josh Harrop,"£ 5,000","£ 260,000","£ 280,143",M,20,England,Manchester United,Premier League,2016-2017
32,Dean Henderson,"£ 1,000","£ 52,000","£ 56,029",K,19,England,Manchester United,Premier League,2016-2017
33,Zak Dearnley,£ 808,"£ 42,000","£ 45,254",F,17,England,Manchester United,Premier League,2016-2017
34,Demetri Mitchell,£ 750,"£ 39,000","£ 42,021",D,19,England,Manchester United,Premier League,2016-2017
35,Kieran O'Hara,£ 654,"£ 34,000","£ 36,634",K,20,Ireland,Manchester United,Premier League,2016-2017
36,Angel Gomes,£ 96,"£ 5,000","£ 5,387",M,15,England,Manchester United,Premier League,2016-2017
37,Andreas Pereira,£ 0,£ 0,£ 0,M,20,Brazil,Manchester United,Premier League,2016-2017
38,Guillermo Varela,£ 0,£ 0,£ 0,D,23,Uruguay,Manchester United,Premier League,2016-2017
39,Matty Willock,£ 0,£ 0,£ 0,M,19,England,Manchester United,Premier League,2016-2017
40,Memphis Depay,£ 0,£ 0,£ 0,F,22,Netherlands,Manchester United,Premier League,2016-2017
41,Cameron Borthwick-Jackson,£ 0,£ 0,£ 0,D,19,England,Manchester United,Premier League,2016-2017
42,Sam Johnstone,£ 0,£ 0,£ 0,K,23,England,Manchester United,Premier League,2016-2017
