,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Riyad Mahrez,"£ 100,000","£ 5,200,000","£ 5,602,864",F,25,Algeria,Leicester,Premier League,2016-2017
2,Jamie Vardy,"£ 100,000","£ 5,200,000","£ 5,602,864",F,29,England,Leicester,Premier League,2016-2017
3,Danny Drinkwater,"£ 90,000","£ 4,680,000","£ 5,042,578",M,26,England,Leicester,Premier League,2016-2017
4,Kasper Schmeichel,"£ 80,000","£ 4,160,000","£ 4,482,291",K,29,Denmark,Leicester,Premier League,2016-2017
5,Islam Slimani,"£ 80,000","£ 4,160,000","£ 4,482,291",F,28,Algeria,Leicester,Premier League,2016-2017
6,Ahmed Musa,"£ 65,000","£ 3,380,000","£ 3,641,862",F,23,Nigeria,Leicester,Premier League,2016-2017
7,Wes Morgan,"£ 60,000","£ 3,120,000","£ 3,361,718",D,32,Jamaica,Leicester,Premier League,2016-2017
8,Jeffrey Schlupp,"£ 56,000","£ 2,912,000","£ 3,137,604",M,23,Ghana,Leicester,Premier League,2016-2017
9,Christian Fuchs,"£ 50,000","£ 2,600,000","£ 2,801,432",D,30,Austria,Leicester,Premier League,2016-2017
10,Ron-Robert Zieler,"£ 50,000","£ 2,600,000","£ 2,801,432",K,27,Germany,Leicester,Premier League,2016-2017
11,Danny Simpson,"£ 45,000","£ 2,340,000","£ 2,521,289",D,29,England,Leicester,Premier League,2016-2017
12,Marc Albrighton,"£ 45,000","£ 2,340,000","£ 2,521,289",M,26,England,Leicester,Premier League,2016-2017
13,Yohan Benalouane,"£ 40,000","£ 2,080,000","£ 2,241,146",D,29,Tunisia,Leicester,Premier League,2016-2017
14,Nampalys Mendy,"£ 40,000","£ 2,080,000","£ 2,241,146",M,24,France,Leicester,Premier League,2016-2017
15,Andy King,"£ 40,000","£ 2,080,000","£ 2,241,146",M,27,Wales,Leicester,Premier League,2016-2017
16,Robert Huth,"£ 37,500","£ 1,950,000","£ 2,101,074",D,31,Germany,Leicester,Premier League,2016-2017
17,Shinji Okazaki,"£ 35,000","£ 1,820,000","£ 1,961,002",F,30,Japan,Leicester,Premier League,2016-2017
18,Wilfred Ndidi,"£ 30,000","£ 1,560,000","£ 1,680,859",M,19,Nigeria,Leicester,Premier League,2016-2017
19,Bartosz Kapustka,"£ 30,000","£ 1,560,000","£ 1,680,859",M,19,Poland,Leicester,Premier League,2016-2017
20,Leonardo Ulloa,"£ 27,000","£ 1,404,000","£ 1,512,773",F,29,Argentina,Leicester,Premier League,2016-2017
21,Demarai Gray,"£ 25,000","£ 1,300,000","£ 1,400,716",F,20,England,Leicester,Premier League,2016-2017
22,Marcin Wasilewski,"£ 23,000","£ 1,196,000","£ 1,288,659",D,36,Poland,Leicester,Premier League,2016-2017
23,Daniel Amartey,"£ 20,000","£ 1,040,000","£ 1,120,573",M,21,Ghana,Leicester,Premier League,2016-2017
24,Ben Chilwell,"£ 20,000","£ 1,040,000","£ 1,120,573",D,19,England,Leicester,Premier League,2016-2017
25,Ben Hamer,"£ 12,000","£ 624,000","£ 672,344",K,28,England,Leicester,Premier League,2016-2017
26,Molla Wagué,"£ 9,192","£ 478,000","£ 515,033",D,25,Mali,Leicester,Premier League,2016-2017
27,Elliott Moore,£ 327,"£ 17,000","£ 18,317",D,19,England,Leicester,Premier League,2016-2017
28,Luis Hernández,£ 0,£ 0,£ 0,D,27,Spain,Leicester,Premier League,2016-2017
29,Tom Lawrence,£ 0,£ 0,£ 0,F,22,Wales,Leicester,Premier League,2016-2017
30,Harvey Barnes,£ 0,£ 0,£ 0,M,18,England,Leicester,Premier League,2016-2017
31,Matty James,£ 0,£ 0,£ 0,M,24,England,Leicester,Premier League,2016-2017
