,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,André Silva,"€ 71,154","€ 3,700,000","€ 3,816,290",F,23,Portugal,Eintracht Frankfurt,Bundesliga,2019-2020
2,Kevin Trapp,"€ 67,308","€ 3,500,000","€ 3,610,004",K,29,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
3,Bas Dost,"€ 53,846","€ 2,800,000","€ 2,888,003",F,30,Netherlands,Eintracht Frankfurt,Bundesliga,2019-2020
4,Martin Hinteregger,"€ 48,077","€ 2,500,000","€ 2,578,574",D,27,Austria,Eintracht Frankfurt,Bundesliga,2019-2020
5,Filip Kostic,"€ 48,077","€ 2,500,000","€ 2,578,574",M,26,Serbia,Eintracht Frankfurt,Bundesliga,2019-2020
6,Djibril Sow,"€ 41,731","€ 2,170,000","€ 2,238,202",M,22,Switzerland,Eintracht Frankfurt,Bundesliga,2019-2020
7,Sebastian Rode,"€ 38,462","€ 2,000,000","€ 2,062,859",M,28,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
8,Nicolai Müller,"€ 38,462","€ 2,000,000","€ 2,062,859",F,31,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
9,Stefan Ilsanker,"€ 38,269","€ 1,990,000","€ 2,052,545",M,30,Austria,Eintracht Frankfurt,Bundesliga,2019-2020
10,Almamy Touré,"€ 34,615","€ 1,800,000","€ 1,856,573",D,23,France,Eintracht Frankfurt,Bundesliga,2019-2020
11,Jonathan de Guzmán,"€ 28,846","€ 1,500,000","€ 1,547,145",M,31,Netherlands,Eintracht Frankfurt,Bundesliga,2019-2020
12,Erik Durm,"€ 28,846","€ 1,500,000","€ 1,547,145",D,27,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
13,David Abraham,"€ 26,923","€ 1,400,000","€ 1,444,002",D,33,Argentina,Eintracht Frankfurt,Bundesliga,2019-2020
14,Dominik Kohr,"€ 23,077","€ 1,200,000","€ 1,237,716",M,25,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
15,Evan N'Dicka,"€ 23,077","€ 1,200,000","€ 1,237,716",D,20,France,Eintracht Frankfurt,Bundesliga,2019-2020
16,Gelson Fernandes,"€ 23,077","€ 1,200,000","€ 1,237,716",M,33,Switzerland,Eintracht Frankfurt,Bundesliga,2019-2020
17,Gonçalo Paciência,"€ 23,077","€ 1,200,000","€ 1,237,716",F,25,Portugal,Eintracht Frankfurt,Bundesliga,2019-2020
18,Makoto Hasebe,"€ 20,000","€ 1,040,000","€ 1,072,687",M,35,Japan,Eintracht Frankfurt,Bundesliga,2019-2020
19,Frederik Rönnow,"€ 19,231","€ 1,000,000","€ 1,031,430",K,27,Denmark,Eintracht Frankfurt,Bundesliga,2019-2020
20,Mijat Gacinovic,"€ 19,231","€ 1,000,000","€ 1,031,430",F,24,Serbia,Eintracht Frankfurt,Bundesliga,2019-2020
21,Dejan Joveljic,"€ 19,231","€ 1,000,000","€ 1,031,430",F,20,Serbia,Eintracht Frankfurt,Bundesliga,2019-2020
22,Lucas Torró,"€ 17,308","€ 900,000","€ 928,287",M,25,Spain,Eintracht Frankfurt,Bundesliga,2019-2020
23,Timothy Chandler,"€ 15,000","€ 780,000","€ 804,515",D,29,United States,Eintracht Frankfurt,Bundesliga,2019-2020
24,Danny da Costa,"€ 15,000","€ 780,000","€ 804,515",D,26,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
25,Felix Wiedwald,"€ 15,000","€ 780,000","€ 804,515",K,29,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
26,Simon Falette,"€ 15,000","€ 780,000","€ 804,515",D,27,Guinea,Eintracht Frankfurt,Bundesliga,2019-2020
27,Marco Russ,"€ 10,000","€ 520,000","€ 536,343",D,34,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
28,Daichi Kamada,"€ 8,462","€ 440,000","€ 453,829",F,23,Japan,Eintracht Frankfurt,Bundesliga,2019-2020
29,Jan Zimmermann,"€ 8,462","€ 440,000","€ 453,829",K,34,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
30,Marijan Cavar,"€ 7,692","€ 400,000","€ 412,572",M,21,Bosnia-Herzegovina,Eintracht Frankfurt,Bundesliga,2019-2020
31,Patrick Finger,"€ 1,923","€ 100,000","€ 103,143",F,18,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
32,Sahverdi Cetin,"€ 1,923","€ 100,000","€ 103,143",M,18,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
33,Nils Stendera,€ 962,"€ 50,000","€ 51,571",M,18,Germany,Eintracht Frankfurt,Bundesliga,2019-2020
