,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Karim Bellarabi,"€ 95,827","€ 4,983,000","€ 5,165,656",F,28,Germany,Bayer Leverkusen,Bundesliga,2018-2019
2,Sven Bender,"€ 95,827","€ 4,983,000","€ 5,165,656",D,29,Germany,Bayer Leverkusen,Bundesliga,2018-2019
3,Kevin Volland,"€ 95,827","€ 4,983,000","€ 5,165,656",F,25,Germany,Bayer Leverkusen,Bundesliga,2018-2019
4,Lukas Hradecky,"€ 86,538","€ 4,500,000","€ 4,664,951",K,28,Finland,Bayer Leverkusen,Bundesliga,2018-2019
5,Lars Bender,"€ 77,000","€ 4,004,000","€ 4,150,770",M,29,Germany,Bayer Leverkusen,Bundesliga,2018-2019
6,Leon Bailey,"€ 76,923","€ 4,000,000","€ 4,146,623",F,20,Jamaica,Bayer Leverkusen,Bundesliga,2018-2019
7,Julian Brandt,"€ 76,654","€ 3,986,000","€ 4,132,110",F,22,Germany,Bayer Leverkusen,Bundesliga,2018-2019
8,Mitchell Weiser,"€ 57,692","€ 3,000,000","€ 3,109,968",D,24,Germany,Bayer Leverkusen,Bundesliga,2018-2019
9,Aleksandar Dragovic,"€ 57,692","€ 3,000,000","€ 3,109,968",D,27,Austria,Bayer Leverkusen,Bundesliga,2018-2019
10,Jonathan Tah,"€ 57,500","€ 2,990,000","€ 3,099,601",D,22,Germany,Bayer Leverkusen,Bundesliga,2018-2019
11,Lucas Alario,"€ 57,000","€ 2,964,000","€ 3,072,648",F,25,Argentina,Bayer Leverkusen,Bundesliga,2018-2019
12,Charles Aránguiz,"€ 57,000","€ 2,964,000","€ 3,072,648",M,29,Chile,Bayer Leverkusen,Bundesliga,2018-2019
13,Wendell,"€ 38,462","€ 2,000,000","€ 2,073,312",D,24,Brazil,Bayer Leverkusen,Bundesliga,2018-2019
14,Panagiotis Retsos,"€ 38,462","€ 2,000,000","€ 2,073,312",D,19,Greece,Bayer Leverkusen,Bundesliga,2018-2019
15,Julian Baumgartlinger,"€ 38,327","€ 1,993,000","€ 2,066,055",M,30,Austria,Bayer Leverkusen,Bundesliga,2018-2019
16,Paulinho,"€ 28,846","€ 1,500,000","€ 1,554,984",F,17,Brazil,Bayer Leverkusen,Bundesliga,2018-2019
17,Kai Havertz,"€ 28,750","€ 1,495,000","€ 1,549,800",M,19,Germany,Bayer Leverkusen,Bundesliga,2018-2019
18,Dominik Kohr,"€ 28,750","€ 1,495,000","€ 1,549,800",M,24,Germany,Bayer Leverkusen,Bundesliga,2018-2019
19,Tin Jedvaj,"€ 28,750","€ 1,495,000","€ 1,549,800",D,22,Croatia,Bayer Leverkusen,Bundesliga,2018-2019
20,Joel Pohjanpalo,"€ 19,231","€ 1,000,000","€ 1,036,656",F,23,Finland,Bayer Leverkusen,Bundesliga,2018-2019
21,Ramazan Özcan,"€ 15,000","€ 780,000","€ 808,592",K,34,Austria,Bayer Leverkusen,Bundesliga,2018-2019
22,Isaac Kiese Thelin,"€ 15,000","€ 780,000","€ 808,592",F,26,Sweden,Bayer Leverkusen,Bundesliga,2018-2019
23,Sam Schreck,"€ 10,000","€ 520,000","€ 539,061",M,19,Germany,Bayer Leverkusen,Bundesliga,2018-2019
24,Thorsten Kirschbaum,"€ 8,500","€ 442,000","€ 458,202",K,31,Germany,Bayer Leverkusen,Bundesliga,2018-2019
25,Tomasz Kucz,"€ 2,000","€ 104,000","€ 107,812",K,18,Poland,Bayer Leverkusen,Bundesliga,2018-2019
26,Jakub Bednarczyk,"€ 1,202","€ 62,500","€ 64,791",D,19,Poland,Bayer Leverkusen,Bundesliga,2018-2019
27,Adrian Stanilewicz,€ 923,"€ 48,000","€ 49,759",M,18,Poland,Bayer Leverkusen,Bundesliga,2018-2019
28,Jan Boller,€ 673,"€ 35,000","€ 36,283",D,18,Germany,Bayer Leverkusen,Bundesliga,2018-2019
29,Herdi Bukusu,€ 0,€ 0,€ 0,F,18,Germany,Bayer Leverkusen,Bundesliga,2018-2019
30,Benjamin Henrichs,€ 0,€ 0,€ 0,D,21,Germany,Bayer Leverkusen,Bundesliga,2018-2019
31,Niklas Lomb,€ 0,€ 0,€ 0,K,24,Germany,Bayer Leverkusen,Bundesliga,2018-2019
