,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Sebastian Rudy,"€ 96,154","€ 5,000,000","€ 5,183,279",M,28,Germany,Schalke 04,Bundesliga,2018-2019
2,Abdul Rahman Baba,"€ 96,154","€ 5,000,000","€ 5,183,279",D,23,Ghana,Schalke 04,Bundesliga,2018-2019
3,Yevhen Konoplyanka,"€ 95,827","€ 4,983,000","€ 5,165,656",F,28,Ukraine,Schalke 04,Bundesliga,2018-2019
4,Nabil Bentaleb,"€ 95,827","€ 4,983,000","€ 5,165,656",M,23,Algeria,Schalke 04,Bundesliga,2018-2019
5,Omar Mascarell,"€ 86,250","€ 4,485,000","€ 4,649,401",M,25,Spain,Schalke 04,Bundesliga,2018-2019
6,Matija Nastasic,"€ 76,923","€ 4,000,000","€ 4,146,623",D,25,Serbia,Schalke 04,Bundesliga,2018-2019
7,Breel Embolo,"€ 76,923","€ 4,000,000","€ 4,146,623",F,21,Switzerland,Schalke 04,Bundesliga,2018-2019
8,Mark Uth,"€ 76,923","€ 4,000,000","€ 4,146,623",F,26,Germany,Schalke 04,Bundesliga,2018-2019
9,Franco Di Santo,"€ 76,923","€ 4,000,000","€ 4,146,623",F,29,Argentina,Schalke 04,Bundesliga,2018-2019
10,Salif Sané,"€ 67,308","€ 3,500,000","€ 3,628,295",D,27,Senegal,Schalke 04,Bundesliga,2018-2019
11,Jeffrey Bruma,"€ 57,692","€ 3,000,000","€ 3,109,968",D,26,Netherlands,Schalke 04,Bundesliga,2018-2019
12,Ralf Fährmann,"€ 57,500","€ 2,990,000","€ 3,099,601",K,29,Germany,Schalke 04,Bundesliga,2018-2019
13,Naldo,"€ 57,500","€ 2,990,000","€ 3,099,601",D,35,Brazil,Schalke 04,Bundesliga,2018-2019
14,Bastian Oczipka,"€ 48,077","€ 2,500,000","€ 2,591,640",D,29,Germany,Schalke 04,Bundesliga,2018-2019
15,Daniel Caligiuri,"€ 47,904","€ 2,491,000","€ 2,582,310",M,30,Italy,Schalke 04,Bundesliga,2018-2019
16,Alessandro Schöpf,"€ 38,327","€ 1,993,000","€ 2,066,055",M,24,Austria,Schalke 04,Bundesliga,2018-2019
17,Benjamin Stambouli,"€ 38,000","€ 1,976,000","€ 2,048,432",D,27,France,Schalke 04,Bundesliga,2018-2019
18,Suat Serdar,"€ 28,846","€ 1,500,000","€ 1,554,984",M,21,Germany,Schalke 04,Bundesliga,2018-2019
19,Amine Harit,"€ 28,846","€ 1,500,000","€ 1,554,984",M,21,Morocco,Schalke 04,Bundesliga,2018-2019
20,Sascha Riether,"€ 20,000","€ 1,040,000","€ 1,078,122",D,35,Germany,Schalke 04,Bundesliga,2018-2019
21,Guido Burgstaller,"€ 19,231","€ 1,000,000","€ 1,036,656",F,29,Austria,Schalke 04,Bundesliga,2018-2019
22,Weston McKennie,"€ 15,000","€ 780,000","€ 808,592",M,19,United States,Schalke 04,Bundesliga,2018-2019
23,Hamza Mendyl,"€ 15,000","€ 780,000","€ 808,592",D,20,Morocco,Schalke 04,Bundesliga,2018-2019
24,Cedric Teuchert,"€ 10,577","€ 550,000","€ 570,161",F,21,Germany,Schalke 04,Bundesliga,2018-2019
25,Steven Skrzybski,"€ 6,308","€ 328,000","€ 340,023",F,25,Germany,Schalke 04,Bundesliga,2018-2019
26,Alexander Nübel,"€ 4,500","€ 234,000","€ 242,577",K,21,Germany,Schalke 04,Bundesliga,2018-2019
27,Rabbi Matondo,"€ 3,462","€ 180,000","€ 186,598",F,17,Wales,Schalke 04,Bundesliga,2018-2019
28,Haji Wright,"€ 2,000","€ 104,000","€ 107,812",F,20,United States,Schalke 04,Bundesliga,2018-2019
29,Michael Langer,€ 798,"€ 41,500","€ 43,021",K,33,Austria,Schalke 04,Bundesliga,2018-2019
30,Benjamin Goller,€ 529,"€ 27,500","€ 28,508",F,19,Germany,Schalke 04,Bundesliga,2018-2019
31,Ahmed Kutucu,€ 346,"€ 18,000","€ 18,660",F,18,Turkey,Schalke 04,Bundesliga,2018-2019
32,Philip Fontein,€ 0,€ 0,€ 0,M,24,Germany,Schalke 04,Bundesliga,2018-2019
33,Jonas Carls,€ 0,€ 0,€ 0,D,21,Germany,Schalke 04,Bundesliga,2018-2019
34,Pablo Insua,€ 0,€ 0,€ 0,D,24,Spain,Schalke 04,Bundesliga,2018-2019
35,George Timotheou,€ 0,€ 0,€ 0,D,20,Australia,Schalke 04,Bundesliga,2018-2019
36,Fabian Reese,€ 0,€ 0,€ 0,F,20,Germany,Schalke 04,Bundesliga,2018-2019
37,Yannic Lenze,€ 0,€ 0,€ 0,K,17,Germany,Schalke 04,Bundesliga,2018-2019
38,Nassim Boujellab,€ 0,€ 0,€ 0,M,19,Morocco,Schalke 04,Bundesliga,2018-2019
39,Niklas Wiemann,€ 0,€ 0,€ 0,D,19,Germany,Schalke 04,Bundesliga,2018-2019
