,Unnamed: 0,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
0,1,Alfred Finnbogason,"€ 38,327","€ 1,993,000","€ 2,066,055",F,29,Iceland,Augsburg,Bundesliga,2018-2019
1,2,Daniel Baier,"€ 38,327","€ 1,993,000","€ 2,066,055",M,34,Germany,Augsburg,Bundesliga,2018-2019
2,3,André Hahn,"€ 34,615","€ 1,800,000","€ 1,865,981",F,27,Germany,Augsburg,Bundesliga,2018-2019
3,4,Jonathan Schmid,"€ 23,077","€ 1,200,000","€ 1,243,987",D,28,France,Augsburg,Bundesliga,2018-2019
4,5,Ja-cheol Koo,"€ 23,077","€ 1,200,000","€ 1,243,987",M,29,South Korea,Augsburg,Bundesliga,2018-2019
5,6,Martin Hinteregger,"€ 23,077","€ 1,200,000","€ 1,243,987",D,25,Austria,Augsburg,Bundesliga,2018-2019
6,7,Philipp Max,"€ 23,000","€ 1,196,000","€ 1,239,840",D,24,Germany,Augsburg,Bundesliga,2018-2019
7,8,Reece Oxford,"€ 22,269","€ 1,158,000","€ 1,200,447",D,19,England,Augsburg,Bundesliga,2018-2019
8,9,Michael Gregoritsch,"€ 19,231","€ 1,000,000","€ 1,036,656",F,24,Austria,Augsburg,Bundesliga,2018-2019
9,10,Jeffrey Gouweleeuw,"€ 19,231","€ 1,000,000","€ 1,036,656",D,26,Netherlands,Augsburg,Bundesliga,2018-2019
10,11,Dong-won Ji,"€ 15,327","€ 797,000","€ 826,215",F,27,South Korea,Augsburg,Bundesliga,2018-2019
11,12,Caiuby,"€ 15,000","€ 780,000","€ 808,592",F,29,Brazil,Augsburg,Bundesliga,2018-2019
12,13,Takashi Usami,"€ 15,000","€ 780,000","€ 808,592",F,26,Japan,Augsburg,Bundesliga,2018-2019
13,14,Fabian Giefer,"€ 15,000","€ 780,000","€ 808,592",K,28,Germany,Augsburg,Bundesliga,2018-2019
14,15,Konstantinos Stafylidis,"€ 15,000","€ 780,000","€ 808,592",D,24,Greece,Augsburg,Bundesliga,2018-2019
15,16,Julian Schieber,"€ 13,462","€ 700,000","€ 725,659",F,29,Germany,Augsburg,Bundesliga,2018-2019
16,17,Jan-Ingwer Callsen-Bracker,"€ 12,000","€ 624,000","€ 646,873",D,33,Germany,Augsburg,Bundesliga,2018-2019
17,18,Jan Morávek,"€ 10,000","€ 520,000","€ 539,061",M,28,Czech Republic,Augsburg,Bundesliga,2018-2019
18,19,Rani Khedira,"€ 10,000","€ 520,000","€ 539,061",M,24,Germany,Augsburg,Bundesliga,2018-2019
19,20,Marco Richter,"€ 9,615","€ 500,000","€ 518,328",F,20,Germany,Augsburg,Bundesliga,2018-2019
20,21,Fredrik Jensen,"€ 9,577","€ 498,000","€ 516,255",M,20,Finland,Augsburg,Bundesliga,2018-2019
21,22,Georg Teigl,"€ 9,577","€ 498,000","€ 516,255",M,27,Austria,Augsburg,Bundesliga,2018-2019
22,23,Christoph Janker,"€ 8,500","€ 442,000","€ 458,202",D,33,Germany,Augsburg,Bundesliga,2018-2019
23,24,Andreas Luthe,"€ 6,904","€ 359,000","€ 372,159",K,31,Germany,Augsburg,Bundesliga,2018-2019
24,25,Sergio Córdova,"€ 4,500","€ 234,000","€ 242,577",F,20,Venezuela,Augsburg,Bundesliga,2018-2019
25,26,Kevin Danso,"€ 4,500","€ 234,000","€ 242,577",D,19,Austria,Augsburg,Bundesliga,2018-2019
26,27,Raphael Framberger,"€ 4,500","€ 234,000","€ 242,577",D,22,Germany,Augsburg,Bundesliga,2018-2019
27,28,Felix Götze,"€ 4,500","€ 234,000","€ 242,577",M,20,Germany,Augsburg,Bundesliga,2018-2019
28,29,Kilian Jakob,"€ 4,000","€ 208,000","€ 215,624",D,20,Germany,Augsburg,Bundesliga,2018-2019
29,30,Simon Asta,"€ 3,846","€ 200,000","€ 207,331",D,17,Germany,Augsburg,Bundesliga,2018-2019
30,31,Gregor Kobel,"€ 3,000","€ 156,000","€ 161,718",K,20,Switzerland,Augsburg,Bundesliga,2018-2019
31,32,Felix Schwarzholz,"€ 1,000","€ 52,000","€ 53,906",M,18,Germany,Augsburg,Bundesliga,2018-2019
32,33,Jozo Stanic,€ 548,"€ 28,500","€ 29,545",D,19,Croatia,Augsburg,Bundesliga,2018-2019
33,34,Tim Rieder,€ 0,€ 0,€ 0,D,24,Germany,Augsburg,Bundesliga,2018-2019
34,35,Benjamin Leneis,€ 0,€ 0,€ 0,K,19,Germany,Augsburg,Bundesliga,2018-2019
35,36,Julian Günther-Schmidt,€ 0,€ 0,€ 0,F,23,Germany,Augsburg,Bundesliga,2018-2019
36,37,Maurice Malone,€ 0,€ 0,€ 0,F,17,Germany,Augsburg,Bundesliga,2018-2019
37,38,Romario Rösch,€ 0,€ 0,€ 0,M,19,Germany,Augsburg,Bundesliga,2018-2019
38,39,Seong-hoon Cheon,€ 0,€ 0,€ 0,F,17,South Korea,Augsburg,Bundesliga,2018-2019
39,40,Stefano Russo,€ 0,€ 0,€ 0,M,18,Germany,Augsburg,Bundesliga,2018-2019
0,1,Karim Bellarabi,"€ 95,827","€ 4,983,000","€ 5,165,656",F,28,Germany,Bayer Leverkusen,Bundesliga,2018-2019
1,2,Sven Bender,"€ 95,827","€ 4,983,000","€ 5,165,656",D,29,Germany,Bayer Leverkusen,Bundesliga,2018-2019
2,3,Kevin Volland,"€ 95,827","€ 4,983,000","€ 5,165,656",F,25,Germany,Bayer Leverkusen,Bundesliga,2018-2019
3,4,Lukas Hradecky,"€ 86,538","€ 4,500,000","€ 4,664,951",K,28,Finland,Bayer Leverkusen,Bundesliga,2018-2019
4,5,Lars Bender,"€ 77,000","€ 4,004,000","€ 4,150,770",M,29,Germany,Bayer Leverkusen,Bundesliga,2018-2019
5,6,Leon Bailey,"€ 76,923","€ 4,000,000","€ 4,146,623",F,20,Jamaica,Bayer Leverkusen,Bundesliga,2018-2019
