,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Raffael,"€ 75,942","€ 3,949,000","€ 4,152,936",F,32,Brazil,Monchengladbach,Bundesliga,2017-2018
2,Christoph Kramer,"€ 57,154","€ 2,972,000","€ 3,125,481",M,26,Germany,Monchengladbach,Bundesliga,2017-2018
3,Lars Stindl,"€ 56,962","€ 2,962,000","€ 3,114,965",F,28,Germany,Monchengladbach,Bundesliga,2017-2018
4,Matthias Ginter,"€ 56,962","€ 2,962,000","€ 3,114,965",D,23,Germany,Monchengladbach,Bundesliga,2017-2018
5,Ibrahima Traoré,"€ 51,442","€ 2,675,000","€ 2,813,144",F,29,Guinea,Monchengladbach,Bundesliga,2017-2018
6,Josip Drmic,"€ 47,615","€ 2,476,000","€ 2,603,867",F,24,Switzerland,Monchengladbach,Bundesliga,2017-2018
7,Jannik Vestergaard,"€ 47,462","€ 2,468,000","€ 2,595,454",D,24,Denmark,Monchengladbach,Bundesliga,2017-2018
8,Fabian Johnson,"€ 47,462","€ 2,468,000","€ 2,595,454",F,29,United States,Monchengladbach,Bundesliga,2017-2018
9,Yann Sommer,"€ 47,462","€ 2,468,000","€ 2,595,454",K,28,Switzerland,Monchengladbach,Bundesliga,2017-2018
10,Patrick Herrmann,"€ 38,096","€ 1,981,000","€ 2,083,304",F,26,Germany,Monchengladbach,Bundesliga,2017-2018
11,Denis Zakaria,"€ 38,096","€ 1,981,000","€ 2,083,304",M,20,Switzerland,Monchengladbach,Bundesliga,2017-2018
12,Vincenzo Grifo,"€ 37,962","€ 1,974,000","€ 2,075,942",F,24,Italy,Monchengladbach,Bundesliga,2017-2018
13,Tony Jantschke,"€ 37,654","€ 1,958,000","€ 2,059,116",D,27,Germany,Monchengladbach,Bundesliga,2017-2018
14,Thorgan Hazard,"€ 30,481","€ 1,585,000","€ 1,666,853",F,24,Belgium,Monchengladbach,Bundesliga,2017-2018
15,Oscar Wendt,"€ 28,577","€ 1,486,000","€ 1,562,741",D,31,Sweden,Monchengladbach,Bundesliga,2017-2018
16,Nico Elvedi,"€ 28,577","€ 1,486,000","€ 1,562,741",D,20,Switzerland,Monchengladbach,Bundesliga,2017-2018
17,Jonas Hofmann,"€ 28,481","€ 1,481,000","€ 1,557,482",M,24,Germany,Monchengladbach,Bundesliga,2017-2018
18,Raúl Bobadilla,"€ 28,481","€ 1,481,000","€ 1,557,482",F,30,Paraguay,Monchengladbach,Bundesliga,2017-2018
19,Reece Oxford,"€ 22,231","€ 1,156,000","€ 1,215,699",D,18,England,Monchengladbach,Bundesliga,2017-2018
20,Tobias Strobl,"€ 18,981","€ 987,000","€ 1,037,971",M,27,Germany,Monchengladbach,Bundesliga,2017-2018
21,Tobias Sippel,"€ 11,385","€ 592,000","€ 622,572",K,29,Germany,Monchengladbach,Bundesliga,2017-2018
22,Mamadou Doucouré,"€ 4,462","€ 232,000","€ 243,981",D,19,France,Monchengladbach,Bundesliga,2017-2018
23,Julio Villalba,"€ 4,462","€ 232,000","€ 243,981",F,18,Paraguay,Monchengladbach,Bundesliga,2017-2018
24,Lászlo Bénes,"€ 4,462","€ 232,000","€ 243,981",M,19,Slovakia,Monchengladbach,Bundesliga,2017-2018
25,Moritz Nicolas,"€ 1,981","€ 103,000","€ 108,319",K,19,Germany,Monchengladbach,Bundesliga,2017-2018
26,Ba-Muaka Simakala,"€ 1,712","€ 89,000","€ 93,596",F,20,Germany,Monchengladbach,Bundesliga,2017-2018
27,Mandela Egbo,"€ 1,481","€ 77,000","€ 80,976",D,19,England,Monchengladbach,Bundesliga,2017-2018
28,Aaron Herzog,€ 788,"€ 41,000","€ 43,117",M,19,Germany,Monchengladbach,Bundesliga,2017-2018
29,Marcel Benger,€ 788,"€ 41,000","€ 43,117",M,18,Germany,Monchengladbach,Bundesliga,2017-2018
30,Justin Hoffmanns,€ 788,"€ 41,000","€ 43,117",D,20,Germany,Monchengladbach,Bundesliga,2017-2018
31,Florian Mayer,€ 788,"€ 41,000","€ 43,117",D,19,Germany,Monchengladbach,Bundesliga,2017-2018
32,Jordan Beyer,€ 0,€ 0,€ 0,D,17,Germany,Monchengladbach,Bundesliga,2017-2018
33,Michaël Cuisance,€ 0,€ 0,€ 0,M,17,France,Monchengladbach,Bundesliga,2017-2018
34,Kwame Yeboah,€ 0,€ 0,€ 0,F,23,Australia,Monchengladbach,Bundesliga,2017-2018
35,Christofer Heimeroth,€ 0,€ 0,€ 0,K,35,Germany,Monchengladbach,Bundesliga,2017-2018
