,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Nigel de Jong,"€ 28,577","€ 1,486,000","€ 1,562,741",M,32,Netherlands,Mainz,Bundesliga,2017-2018
2,René Adler,"€ 28,577","€ 1,486,000","€ 1,562,741",K,32,Germany,Mainz,Bundesliga,2017-2018
3,Alexandru Maxim,"€ 28,481","€ 1,481,000","€ 1,557,482",M,26,Romania,Mainz,Bundesliga,2017-2018
4,Anthony Ujah,"€ 22,846","€ 1,188,000","€ 1,249,351",F,26,Nigeria,Mainz,Bundesliga,2017-2018
5,Danny Latza,"€ 19,038","€ 990,000","€ 1,041,126",M,27,Germany,Mainz,Bundesliga,2017-2018
6,Stefan Bell,"€ 18,981","€ 987,000","€ 1,037,971",D,25,Germany,Mainz,Bundesliga,2017-2018
7,Pablo de Blasis,"€ 15,250","€ 793,000","€ 833,952",F,29,Argentina,Mainz,Bundesliga,2017-2018
8,Jean-Philippe Gbamin,"€ 15,250","€ 793,000","€ 833,952",M,21,Cote d'Ivoire,Mainz,Bundesliga,2017-2018
9,Levin Öztunali,"€ 14,846","€ 772,000","€ 811,868",M,21,Germany,Mainz,Bundesliga,2017-2018
10,Robin Quaison,"€ 14,846","€ 772,000","€ 811,868",F,23,Sweden,Mainz,Bundesliga,2017-2018
11,Giulio Donati,"€ 14,846","€ 772,000","€ 811,868",D,27,Italy,Mainz,Bundesliga,2017-2018
12,Abdou Diallo,"€ 14,846","€ 772,000","€ 811,868",D,21,France,Mainz,Bundesliga,2017-2018
13,Niko Bungert,"€ 14,846","€ 772,000","€ 811,868",D,30,Germany,Mainz,Bundesliga,2017-2018
14,Daniel Brosinski,"€ 13,288","€ 691,000","€ 726,685",D,28,Germany,Mainz,Bundesliga,2017-2018
15,Gaëtan Bussmann,"€ 13,288","€ 691,000","€ 726,685",D,26,France,Mainz,Bundesliga,2017-2018
16,Alexander Hack,"€ 11,423","€ 594,000","€ 624,676",D,23,Germany,Mainz,Bundesliga,2017-2018
17,Emil Berggreen,"€ 9,904","€ 515,000","€ 541,596",F,24,Denmark,Mainz,Bundesliga,2017-2018
18,Suat Serdar,"€ 9,481","€ 493,000","€ 518,460",M,20,Germany,Mainz,Bundesliga,2017-2018
19,Gerrit Holtmann,"€ 9,481","€ 493,000","€ 518,460",F,22,Germany,Mainz,Bundesliga,2017-2018
20,Karim Onisiwo,"€ 8,423","€ 438,000","€ 460,619",F,25,Austria,Mainz,Bundesliga,2017-2018
21,Leon Balogun,"€ 8,423","€ 438,000","€ 460,619",D,29,Nigeria,Mainz,Bundesliga,2017-2018
22,Robin Zentner,"€ 4,962","€ 258,000","€ 271,324",K,22,Germany,Mainz,Bundesliga,2017-2018
23,Marin Sverko,"€ 1,135","€ 59,000","€ 62,047",D,19,Croatia,Mainz,Bundesliga,2017-2018
24,Florian Müller,€ 846,"€ 44,000","€ 46,272",K,19,Germany,Mainz,Bundesliga,2017-2018
25,Finn Dahmen,€ 788,"€ 41,000","€ 43,117",K,19,Germany,Mainz,Bundesliga,2017-2018
26,Jairo Samperio,€ 0,€ 0,€ 0,F,23,Spain,Mainz,Bundesliga,2017-2018
27,Ridle Baku,€ 0,€ 0,€ 0,M,19,Germany,Mainz,Bundesliga,2017-2018
28,Jannik Huth,€ 0,€ 0,€ 0,K,23,Germany,Mainz,Bundesliga,2017-2018
29,Kenan Kodro,€ 0,€ 0,€ 0,F,23,Bosnia-Herzegovina,Mainz,Bundesliga,2017-2018
30,Fabian Frei,€ 0,€ 0,€ 0,M,28,Switzerland,Mainz,Bundesliga,2017-2018
31,Viktor Fischer,€ 0,€ 0,€ 0,F,23,Denmark,Mainz,Bundesliga,2017-2018
32,Philipp Klement,€ 0,€ 0,€ 0,M,24,Germany,Mainz,Bundesliga,2017-2018
33,Yoshinori Muto,€ 0,€ 0,€ 0,F,24,Japan,Mainz,Bundesliga,2017-2018
