,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Emil Forsberg,"€ 73,365","€ 3,815,000","€ 4,081,511",F,24,Sweden,Leipzig,Bundesliga,2016-2017
2,Naby Keïta,"€ 55,212","€ 2,871,000","€ 3,071,564",M,21,Guinea,Leipzig,Bundesliga,2016-2017
3,Kyriakos Papadopoulos,"€ 55,212","€ 2,871,000","€ 3,071,564",D,24,Greece,Leipzig,Bundesliga,2016-2017
4,Timo Werner,"€ 36,808","€ 1,914,000","€ 2,047,709",F,20,Germany,Leipzig,Bundesliga,2016-2017
5,Marcel Sabitzer,"€ 36,692","€ 1,908,000","€ 2,041,290",F,22,Austria,Leipzig,Bundesliga,2016-2017
6,Davie Selke,"€ 27,519","€ 1,431,000","€ 1,530,968",F,21,Germany,Leipzig,Bundesliga,2016-2017
7,Yussuf Poulsen,"€ 22,096","€ 1,149,000","€ 1,229,268",F,22,Denmark,Leipzig,Bundesliga,2016-2017
8,Marcel Halstenberg,"€ 19,808","€ 1,030,000","€ 1,101,954",D,24,Germany,Leipzig,Bundesliga,2016-2017
9,Péter Gulácsi,"€ 19,154","€ 996,000","€ 1,065,579",K,26,Hungary,Leipzig,Bundesliga,2016-2017
10,Diego Demme,"€ 18,346","€ 954,000","€ 1,020,645",M,24,Germany,Leipzig,Bundesliga,2016-2017
11,Willi Orban,"€ 18,346","€ 954,000","€ 1,020,645",D,23,Hungary,Leipzig,Bundesliga,2016-2017
12,Oliver Burke,"€ 14,346","€ 746,000","€ 798,115",F,19,Scotland,Leipzig,Bundesliga,2016-2017
13,Dayot Upamecano,"€ 14,346","€ 746,000","€ 798,115",D,17,France,Leipzig,Bundesliga,2016-2017
14,Marvin Compper,"€ 14,346","€ 746,000","€ 798,115",D,31,Germany,Leipzig,Bundesliga,2016-2017
15,Marius Müller,"€ 14,346","€ 746,000","€ 798,115",K,22,Germany,Leipzig,Bundesliga,2016-2017
16,Stefan Ilsanker,"€ 14,346","€ 746,000","€ 798,115",M,27,Austria,Leipzig,Bundesliga,2016-2017
17,Dominik Kaiser,"€ 14,346","€ 746,000","€ 798,115",M,27,Germany,Leipzig,Bundesliga,2016-2017
18,Anthony Jung,"€ 9,558","€ 497,000","€ 531,720",D,24,Germany,Leipzig,Bundesliga,2016-2017
19,Lukas Klostermann,"€ 9,173","€ 477,000","€ 510,323",D,20,Germany,Leipzig,Bundesliga,2016-2017
20,Benno Schmitz,"€ 8,135","€ 423,000","€ 452,550",D,21,Germany,Leipzig,Bundesliga,2016-2017
21,Bernardo,"€ 8,135","€ 423,000","€ 452,550",D,21,Brazil,Leipzig,Bundesliga,2016-2017
22,Rani Khedira,"€ 8,135","€ 423,000","€ 452,550",M,22,Germany,Leipzig,Bundesliga,2016-2017
23,Fabio Coltorti,"€ 3,827","€ 199,000","€ 212,902",K,35,Switzerland,Leipzig,Bundesliga,2016-2017
24,Benjamin Bellot,"€ 1,904","€ 99,000","€ 105,916",K,25,Germany,Leipzig,Bundesliga,2016-2017
25,Ken Gipson,€ 962,"€ 50,000","€ 53,493",D,20,Germany,Leipzig,Bundesliga,2016-2017
26,Kamil Wojtkowski,€ 481,"€ 25,000","€ 26,746",M,18,Poland,Leipzig,Bundesliga,2016-2017
27,Dominik Franke,€ 58,"€ 3,000","€ 3,210",D,17,Germany,Leipzig,Bundesliga,2016-2017
28,Atinc Nukan,€ 0,€ 0,€ 0,D,22,Turkey,Leipzig,Bundesliga,2016-2017
29,Federico Palacios,€ 0,€ 0,€ 0,F,21,Germany,Leipzig,Bundesliga,2016-2017
30,Zsolt Kalmár,€ 0,€ 0,€ 0,M,21,Hungary,Leipzig,Bundesliga,2016-2017
31,Nils Quaschner,€ 0,€ 0,€ 0,F,22,Germany,Leipzig,Bundesliga,2016-2017
32,Massimo Bruno,€ 0,€ 0,€ 0,F,22,Belgium,Leipzig,Bundesliga,2016-2017
33,John-Patrick Strauß,€ 0,€ 0,€ 0,D,20,Philippines,Leipzig,Bundesliga,2016-2017
