,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Zlatko Junuzovic,"€ 47,846","€ 2,488,000","€ 2,661,808",M,28,Austria,Werder Bremen,Bundesliga,2016-2017
2,Max Kruse,"€ 44,173","€ 2,297,000","€ 2,457,465",F,28,Germany,Werder Bremen,Bundesliga,2016-2017
3,Claudio Pizarro,"€ 36,808","€ 1,914,000","€ 2,047,709",F,37,Peru,Werder Bremen,Bundesliga,2016-2017
4,Niklas Moisander,"€ 36,365","€ 1,891,000","€ 2,023,103",D,30,Finland,Werder Bremen,Bundesliga,2016-2017
5,Clemens Fritz,"€ 33,135","€ 1,723,000","€ 1,843,366",M,35,Germany,Werder Bremen,Bundesliga,2016-2017
6,Florian Kainz,"€ 33,019","€ 1,717,000","€ 1,836,947",F,23,Austria,Werder Bremen,Bundesliga,2016-2017
7,Santiago García,"€ 28,712","€ 1,493,000","€ 1,597,299",D,27,Argentina,Werder Bremen,Bundesliga,2016-2017
8,Thomas Delaney,"€ 28,712","€ 1,493,000","€ 1,597,299",M,24,Denmark,Werder Bremen,Bundesliga,2016-2017
9,Theodor Gebre Selassie,"€ 27,615","€ 1,436,000","€ 1,536,317",D,29,Czech Republic,Werder Bremen,Bundesliga,2016-2017
10,Aron Jóhannsson,"€ 27,615","€ 1,436,000","€ 1,536,317",F,25,United States,Werder Bremen,Bundesliga,2016-2017
11,Serge Gnabry,"€ 27,615","€ 1,436,000","€ 1,536,317",F,20,Germany,Werder Bremen,Bundesliga,2016-2017
12,Izet Hajrovic,"€ 20,250","€ 1,053,000","€ 1,126,561",F,24,Bosnia-Herzegovina,Werder Bremen,Bundesliga,2016-2017
13,Fin Bartels,"€ 17,615","€ 916,000","€ 979,991",F,29,Germany,Werder Bremen,Bundesliga,2016-2017
14,Philipp Bargfrede,"€ 15,654","€ 814,000","€ 870,865",M,27,Germany,Werder Bremen,Bundesliga,2016-2017
15,Robert Bauer,"€ 14,346","€ 746,000","€ 798,115",D,21,Germany,Werder Bremen,Bundesliga,2016-2017
16,Luca Caldirola,"€ 14,346","€ 746,000","€ 798,115",D,25,Italy,Werder Bremen,Bundesliga,2016-2017
17,Raphael Wolf,"€ 14,346","€ 746,000","€ 798,115",K,28,Germany,Werder Bremen,Bundesliga,2016-2017
18,Sambou Yatabaré,"€ 14,346","€ 746,000","€ 798,115",M,27,Mali,Werder Bremen,Bundesliga,2016-2017
19,Lamine Sané,"€ 14,346","€ 746,000","€ 798,115",D,29,Senegal,Werder Bremen,Bundesliga,2016-2017
20,Johannes Eggestein,"€ 9,192","€ 478,000","€ 511,392",F,18,Germany,Werder Bremen,Bundesliga,2016-2017
21,Justin Eilers,"€ 9,173","€ 477,000","€ 510,323",F,28,Germany,Werder Bremen,Bundesliga,2016-2017
22,Felix Wiedwald,"€ 8,135","€ 423,000","€ 452,550",K,26,Germany,Werder Bremen,Bundesliga,2016-2017
23,Florian Grillitsch,"€ 8,135","€ 423,000","€ 452,550",M,20,Austria,Werder Bremen,Bundesliga,2016-2017
24,Milos Veljkovic,"€ 8,135","€ 423,000","€ 452,550",D,20,Serbia,Werder Bremen,Bundesliga,2016-2017
25,Ulisses Garcia,"€ 8,135","€ 423,000","€ 452,550",D,20,Switzerland,Werder Bremen,Bundesliga,2016-2017
26,Ousman Manneh,"€ 7,038","€ 366,000","€ 391,568",F,19,The Gambia,Werder Bremen,Bundesliga,2016-2017
27,Leon Guwara,"€ 2,385","€ 124,000","€ 132,662",D,20,Germany,Werder Bremen,Bundesliga,2016-2017
28,Michael Zetterer,"€ 1,904","€ 99,000","€ 105,916",K,20,Germany,Werder Bremen,Bundesliga,2016-2017
29,Niklas Schmidt,"€ 1,904","€ 99,000","€ 105,916",M,18,Germany,Werder Bremen,Bundesliga,2016-2017
30,Eric Oelschlägel,"€ 1,538","€ 80,000","€ 85,589",K,20,Germany,Werder Bremen,Bundesliga,2016-2017
31,Maximilian Eggestein,€ 962,"€ 50,000","€ 53,493",M,19,Germany,Werder Bremen,Bundesliga,2016-2017
32,Luca Zander,€ 904,"€ 47,000","€ 50,283",D,20,Germany,Werder Bremen,Bundesliga,2016-2017
33,Lukas Fröde,€ 865,"€ 45,000","€ 48,144",M,21,Germany,Werder Bremen,Bundesliga,2016-2017
34,Melvyn Lorenzen,€ 731,"€ 38,000","€ 40,655",F,21,Uganda,Werder Bremen,Bundesliga,2016-2017
35,Janek Sternberg,€ 0,€ 0,€ 0,D,23,Germany,Werder Bremen,Bundesliga,2016-2017
36,Fallou Diagne,€ 0,€ 0,€ 0,D,26,Senegal,Werder Bremen,Bundesliga,2016-2017
37,Jaroslav Drobny,€ 0,€ 0,€ 0,K,36,Czech Republic,Werder Bremen,Bundesliga,2016-2017
38,Levent Aycicek,€ 0,€ 0,€ 0,M,22,Germany,Werder Bremen,Bundesliga,2016-2017
39,Lennart Thy,€ 0,€ 0,€ 0,F,24,Germany,Werder Bremen,Bundesliga,2016-2017
40,Marnon Busch,€ 0,€ 0,€ 0,D,21,Germany,Werder Bremen,Bundesliga,2016-2017
41,Thanos Petsos,€ 0,€ 0,€ 0,M,25,Greece,Werder Bremen,Bundesliga,2016-2017
