league|match_id|player_id|Shot_metrics.distance|Shot_metrics.average_distance|Shot_metrics.shots_on_goal|Shot_metrics.accuracy|Shot_metrics.goals|Shot_metrics.goals_per_attempt|Shot_metrics.shot_time|Shot_metrics.shot_time_period|Shot_metrics.body_part_shots|Pass_metrics.distances|Pass_metrics.success|Pass_metrics.success rate|Pass_metrics.assists|Pass_metrics.num assists|Pass_metrics.key_pass_event|Pass_metrics.key_pass_time|Pass_metrics.key_pass_period|Foul_metrics.fouls_committed|Foul_metrics.fouls_committed_time|Foul_metrics.fouls_committed_period|Foul_metrics.fouls_recieved|Foul_metrics.fouls_recieved_time|Foul_metrics.fouls_recieved_period|Foul_metrics.yellow_cards|Foul_metrics.yellow_cards_time|Foul_metrics.yellow_cards_period|Foul_metrics.red_cards|Foul_metrics.red_cards_time|Foul_metrics.red_cards_period
events_World_Cup|2057954|122577|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[18.82153022 36.15387254  8.69540108 12.66777407  5.58032257  6.26498204
 26.82000186  1.5        17.80231726 13.69525465 14.29239308  9.56569391
 25.20495983 12.46635472 28.52406878 16.81435399 15.78836597  9.75
 11.77380567 26.04150533  6.65676348 26.21187708 14.28294437 10.55746182
 55.73096087 17.77104386 21.54930393 23.68881593 15.75       39.81083395
 15.23326951 12.79736301 16.82676439 12.44548111]"|[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1]|0.9411764705882353|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|3|[ 9.33174458 34.81426868 47.88071867]|['2H' '2H' '2H']|2|[29.243854166666665, 29.275969699999997]|['1H', '2H']|1|[47.88071867]|['2H']|0|[]|[]
events_World_Cup|2057954|122651|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[15.97623235 30.41381265 11.98217426 18.3        63.21196485 25.87682361
 24.12488342 12.         24.22581268 23.27600696 37.51612986 34.62383572
 23.12487838 27.24926605 26.08620325 15.63201842 32.04122345 40.96428322
 21.11492363 27.94552737 24.44897748 53.49600452 29.23593679 23.89712326
 12.18862174  4.5        11.25       10.58642999 16.53662602 22.81035949
 27.29564984 22.38861318 33.45519392 35.94958275  5.00899191 19.07229666
 15.20690633 37.78892033 15.90290854 34.89717037 22.01272359 43.88134569
 33.65352879  1.3313527  24.96903082 31.72810269 17.30758504 50.68157949
 13.89505308 15.54155719 35.85348658 15.63201842 22.74071239 27.94552737
 11.98217426]"|"[0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1]"|0.8363636363636363|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|[]|[]|[]|1|[0.80135628]|['1H']|2|[28.42159418333334, 42.342299616666665]|['2H', '2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|101583|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[29.5790889  23.89168265  8.19390017 39.98049524 25.87682361 36.33183865
 33.45519392 19.03818531 19.36498128 41.26466406 39.77716053 53.67003354
 27.89193432 29.78510534 52.31971426 40.95900389 25.13806874  6.64247695
 29.27067645 16.14225821 22.93038377 13.17013667 39.94058087 22.2191359
 42.95896298 21.45600149]"|[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1]|0.8846153846153846|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|2|[16.245113149999998, 45.33550498333334]|['1H', '2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|101590|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[57.90345413  7.84474346  0.75        3.72021505  5.78121959  1.5
 18.88094277 27.02239812]"|[1 1 1 1 1 1 0 1]|0.875|[0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|103682|[18.35217971 12.9059095 ]|15.62904460309709|[1 0]|0.5|[0 0]|0.0|[22.29836642 31.51127607]|['2H' '2H']|['right' 'head/body']|"[23.11217212 27.79010615 24.93872491 17.5776136   5.25        7.24982758
  1.3313527  11.72401382 33.35674594 26.12111215 51.80550164 26.37972706
 10.29332308 22.31731391 28.75691221  9.56569391 25.69708155 13.37946187
 19.55760722 21.02076354  5.69231939 10.24707275 25.87682361 14.19894362
 20.68912758 14.43121616 16.41043875  5.70087713]"|[0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1]|0.6428571428571429|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass' 'Cross']|[ 6.00361883 43.87272753]|['2H' '2H']|1|[11.55842465]|['2H']|2|[19.601505149999998, 30.495667950000005]|['1H', '2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|102157|[10.74895344]|10.748953437428224|[1]|1.0|[1]|1.0|[11.55661528]|['1H']|['head/body']|"[16.02061172  4.4        20.45880006 34.44521012 32.24686031 23.3893138
 23.33452378 35.17204145 13.8554141  14.28294437  3.62491379 23.15253766
 31.01548001 48.45162536  2.32432786 21.25770449 15.81304841 21.44621179
  8.43341568 11.77380567  8.26377638 18.19484817 20.26079959 19.62371015
 35.67856499  4.99524774 27.0174018  24.58170051 13.75      ]"|[0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1]|0.8275862068965517|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|2|[32.45051995 29.2759697 ]|['1H' '2H']|1|[9.331744583333338]|['2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|257800|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[14.88086019 32.65        7.5         8.69540108 32.86065276 19.88095823
 15.4        10.29332308 32.26875424 31.98441027  3.19530906  5.25
 13.54474068 12.79736301 11.28505649 16.52755275 39.66954121 18.10559306
 19.36498128 57.66456884  3.38415425 14.98574322  8.69540108 25.30024703
 35.32141702 23.48302578 18.00173603 27.0670002   3.62491379  7.5
 23.78108492 11.10180166 10.01299156 11.10180166  7.24982758  5.70087713
 16.52755275 15.49201407]"|"[1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1
 1]"|0.7368421052631579|"[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0]"|2|['Cross' 'Assist' 'Smart pass' 'Assist']|[ 8.68539455 11.51449795 13.98750723 25.86047698]|['1H' '1H' '2H' '2H']|7|"[39.38694422 45.91672468  0.8514644   3.34155727 14.47266017 42.34229962
 47.1154098 ]"|['1H' '1H' '2H' '2H' '2H' '2H' '2H']|1|[47.880718666666674]|['2H']|1|[42.34229962]|['2H']|0|[]|[]
events_World_Cup|2057954|101857|[21.49790687]|21.497906874856447|[0]|0.0|[0]|0.0|[8.77128327]|['1H']|['left']|"[57.44042566 26.68712236 41.68321005 24.61483293 11.84440796  3.19530906
 11.56243919 15.20690633 13.02075267 24.48882398 18.66788686 27.66315239
 25.7161914   4.63249393 13.18986353 17.31509457 46.81850596 26.75892375
  6.39061812  6.84762733 36.24913792 20.30492551 25.7126428  13.37946187
 34.84684347 11.0063618  38.42199891 24.61483293 12.12322152 62.98642711
 10.54751155]"|[1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0]|0.7741935483870968|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Cross']|[13.5560466]|['2H']|2|[29.24385417 35.30454038]|['1H' '2H']|1|[40.01060136666667]|['2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|292954|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[17.83704011 13.88569408 16.64602055 12.46635472 37.71806596 22.29910312
 16.52755275  6.          9.99049548  1.86010752 42.77686291  3.99405809
 22.54046362  2.50449596 32.60632607 12.1        17.41407477 35.34883308
 11.56243919 11.57626883 10.01798383 43.4989655  38.18494468 10.23975097
 21.77779833 23.2432786  23.87074569 10.65082156 22.02776657 24.37724349
 13.88569408 13.39038834 12.44548111 12.30741646 14.4188245   8.88552193
 13.37946187 20.91345261 17.38972398 30.05395149  7.60345316  8.05744997
  8.8        13.7        16.89644933 11.40175425 10.01299156 13.18986353
 19.86133178 21.29841543 36.86058193 11.46309295 28.28979498  1.1
 16.14744562 11.28505649 12.79736301 11.25       13.67808466 11.22775579
 12.78123625 21.45       19.15861425  9.58592719 26.63719204 12.2
 18.60107524]"|"[1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1]"|0.8656716417910447|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|['Cross' 'Cross']|[10.49849268 43.32503555]|['2H' '2H']|0|[]|[]|6|[3.1011533499999997, 15.266606516666666, 18.159132333333332, 21.453296616666663, 35.30454038333334, 44.94005991666667]|['1H', '2H', '2H', '2H', '2H', '2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|101576|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[68.81062781 22.40652807 67.86613662 15.20690633 60.01626863 68.44457612
 56.94348075 63.8        49.58265826 47.43914523  9.88382517 48.84232284
 59.78229253 24.38524144 50.29386145 47.73300745 47.97783342]"|[1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1]|0.8823529411764706|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122561|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[53.51112034 49.18881987 29.85067001 41.69904076 55.56491699 62.51649782
 28.11921052 30.5        54.49853209 19.17185437 60.93400118 21.73850271
 60.50803666 38.30172973 52.90985258 73.64706376 27.5        16.19729916
 54.22732245 36.79252642 53.98520631 53.62790785 61.93547045 66.25535827]"|[1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1]|0.9166666666666666|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122888|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[12.9059095  12.9059095  12.9059095  13.39038834 11.40175425  3.38415425
 18.59462288 18.78223895 11.72401382  3.19530906  1.86010752  7.98811617
 25.72566812  5.00899191 14.43121616 18.60107524 19.5        36.65450177
  8.19390017 13.18986353  9.56569391 10.15246276 19.97029043 36.56241239
  6.39061812 18.71503406 20.3691556   5.69231939 27.44467161  8.5646074
  7.4404301   5.70087713 10.15246276 14.78352123  6.26498204]"|[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0]|0.8571428571428571|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122839|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[20.91345261 22.61774746 15.27457037 35.30159345 36.61382935 21.11492363
 16.86683136 20.47950195 53.83205365 20.85215816 12.42014493  6.65676348
 23.25       23.44802764  8.1394103  29.2897593  28.58413021 24.16862636
 10.65082156 26.03094313 33.07325203 19.83053202 43.92596043 19.21099945
 23.4960103  18.59462288 23.11217212  3.19530906 26.4425793  18.00173603
  3.72021505 31.02019503 16.86090152 17.55704987 27.29564984 42.54656273
 10.56515499 22.9261859  10.65082156 20.43899459 33.85516947 39.01733589
 10.54751155  3.72021505 10.56515499 19.63899183 11.         10.15246276
  7.59094856 22.98891037 20.26949679  9.26498786 26.62818056 24.16862636
 20.43899459 45.60232998 17.12921481 48.83646179]"|"[1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"|0.9482758620689655|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|[]|[]|[]|0|[]|[]|2|[33.194709616666664, 0.8514644000000013]|['1H', '2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|4513|[11.84440796 15.68948693 22.02776657]|16.520553819267253|[1 1 1]|1.0|[1 0 1]|0.6666666666666666|[42.20507677 19.33031452 45.81209305]|['1H' '2H' '2H']|['left' 'head/body' 'left']|"[103.79094373  24.28703358  15.70421918  18.69418359   3.1468238
  10.72800075   5.32541078  39.5695906    2.50449596  11.85326959
   5.70087713   6.7683085   12.42386816  12.2         35.178438
  25.04495957  97.97698709  14.82573776   2.2          4.94191259
   5.78121959  14.78352123]"|[0 0 1 1 0 0 1 0 0 1 1 1 0 1 1 0 0 1 1 1 1 0]|0.5454545454545454|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Cross' 'Cross' 'Cross' 'Cross']|[26.18983853 37.05514185  8.46342312 17.04903662]|['1H' '1H' '2H' '2H']|4|[15.26660652 18.15913233 21.45329662 44.94005992]|['2H' '2H' '2H' '2H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|220971|[33.84154252]|33.84154251803543|[0]|0.0|[0]|0.0|[38.63087213]|['2H']|['right']|"[ 7.24982758  8.26377638 39.05537735 12.44548111 17.5314717   5.70087713
 10.69684533 22.02776657 13.53661701  7.4404301 ]"|[1 1 1 1 0 1 1 1 1 1]|0.9|[0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|1|[41.58372438]|['2H']|1|[34.81426868333333]|['2H']|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122623|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[36.41647979 66.56763478]|[1 0]|0.5|[0 0]|0|[]|[]|[]|1|[45.33550498]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|101669|[6.7683085]|6.768308503607086|[1]|1.0|[1]|1.0|[25.9019893]|['2H']|['head/body']|"[ 6.7683085  15.56349896  8.43341568 18.16617736 19.15861425  8.022001
 51.84023534]"|[0 1 1 1 1 1 1]|0.8571428571428571|[0 0 0 0 0 0 0]|0|[]|[]|[]|1|[28.42159418]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122615|[20.18792956]|20.187929561993226|[0]|0.0|[0]|0.0|[36.55939725]|['2H']|['left']|[12.1         3.1468238  12.9384118   9.26498786]|[1 1 0 1]|0.75|[0 0 0 0]|0|['Cross']|[42.10298632]|['2H']|1|[40.01060137]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057954|122749|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[23.07276533]|[1]|1.0|[0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|21174|[25.3]|25.3|[1]|1.0|[0]|0.0|[7.93796742]|['1H']|['right']|"[28.83006243 20.03596766 14.31965433 27.54945553 44.4294103  25.440568
 29.28497908]"|[1 1 1 0 1 1 1]|0.8571428571428571|[0 0 0 0 0 0 0]|0|['Cross']|[6.72961832]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|227894|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[46.9920206  21.45       27.08948135 28.75691221 36.60003415 11.02553854
 31.97655391 23.06236111 22.19059485 15.54155719 18.3663415  18.78223895
 17.47061819 26.34202915 17.41407477 15.41825217 28.90454117 20.96520928
 57.79188957]"|[0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]|0.8421052631578947|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass']|[0.73313598]|['1H']|1|[19.10072727]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|119975|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[11.28505649  6.20100798 14.31965433 12.0503112  17.97247896 14.98574322
  5.00899191  8.05744997  9.44047139  6.1        22.05107707 10.15246276
 17.39080217 17.97247896 56.81604087 15.70421918]"|[0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1]|0.8125|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|116349|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[ 9.91526601 32.09053599  8.91964125 38.56296799 42.10489876 18.7
 21.73850271 11.16064514 16.02061172 17.07695816 12.90968629 69.3
 16.11489994 18.12456896  7.73643975 30.98402814 28.46159693 27.0670002
 32.32495166 26.6565658 ]"|[0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1]|0.8|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|220112|[12.18862174]|12.188621743248905|[1]|1.0|[0]|0.0|[11.0446714]|['1H']|['right']|[10.56515499  6.97298358 31.25       12.19262072 13.88569408 18.60302395]|[1 1 1 1 1 1]|1.0|[0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|120225|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[32.21583462 12.46635472]|[1 1]|1.0|[0 0]|0|['Smart pass']|[4.09031733]|['1H']|0|[]|[]|1|[19.10072726666667]|['1H']|0|[]|[]|0|[]|[]
events_World_Cup|2057955|3433|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[34.78160433 11.25       30.55306859 34.19521165 57.81219595 38.99682679
 14.62711523 13.37946187 37.58660001 15.49201407 22.64558456 28.58478616
 37.78107992 21.99892043 32.65826848 18.93911297 28.56588875 32.26875424]"|[1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1]|0.7777777777777778|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|361807|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[19.42298896 27.54945553 19.98099097  9.26498786 30.93642675 21.73298185
 15.         19.15861425 21.11492363 20.95375861  9.31946887 27.77138815
 24.58170051 16.09200112 18.52997572 28.5842614 ]"|[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|1|[14.89201358]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|213364|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[22.61774746 22.31529744 12.52247979 16.89644933 15.81304841 15.04027925]|[1 1 1 1 1 1]|1.0|[0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|20460|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[25.56247249 20.96520928 19.42298896 21.13030998 37.2060479  15.53938544
  8.05744997 23.46278969 26.08639492 26.6565658  67.58061852]"|[1 1 1 1 1 1 0 1 1 1 0]|0.8181818181818182|[0 0 0 0 0 0 0 0 0 0 0]|0|['Cross']|[21.64763253]|['1H']|1|[10.20865265]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|116166|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[22.98891037 15.49201407 18.93911297 21.70829335 21.99892043  8.32301027
 12.78123625 14.3        10.87474138]"|[1 1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|119951|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[48.42323822 26.97572983 30.18095426 30.53854122 20.14795275 14.35696695
 20.03596766 23.66268159 10.29332308 20.68912758 16.64602055 44.00639158
 38.99682679 11.98217426 23.27600696  5.78121959 33.68326736 20.98362457
 54.11330705 32.30437277]"|[0 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1]|0.8|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|120167|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[15.16047493  7.98811617  9.44047139  8.05744997  4.34770054 29.07786959
 12.18862174  8.1394103  15.85        7.7         5.94243216 18.20823989
 23.58966935]"|[1 1 1 1 0 0 1 1 0 1 1 1 0]|0.6923076923076923|[0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|437417|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[21.68893727 21.82321012 18.71503406 30.76966851 26.18496706  6.65676348
 26.00173071  8.70703738 10.58642999 13.17013667 24.37339738 22.64558456
  8.19390017 14.25798022 24.41823089]"|[0 1 1 1 1 1 1 1 1 1 1 0 1 1 1]|0.8666666666666667|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|299618|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[26.4         7.24982758  4.63249393 15.20690633 57.24135306 10.01798383
 18.12898232]"|[1 1 0 1 0 1 1]|0.7142857142857143|[0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|7972|[18.60107524]|18.601075237738275|[0]|0.0|[0]|0.0|[13.2722342]|['1H']|['right']|[ 4.64865572 65.28707759 55.87933428 20.30492551  8.8319024  28.11921052]|[1 1 0 1 1 1]|0.8333333333333334|[0 0 0 0 0 0]|0|['Smart pass']|[1.6951273]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|198120|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[ 7.81600921 12.         30.71742177 42.22842644 16.50916412 14.78352123
  4.99524774 29.25       13.02075267 18.13394607 20.98362457 44.91102315]"|[1 1 1 1 1 0 1 1 1 1 1 1]|0.9166666666666666|[0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|120339|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[17.8392825  31.37897385 10.72800075 13.13402071 23.3893138   8.88552193
  7.51348787 28.52122017 22.72933127  9.9       ]"|[1 1 1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|388928|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[44.63059489 16.41043875 17.31509457 36.37430412  4.46346278 19.21099945
 15.35871088 42.78738132  8.43341568 49.52272206]"|[0 1 1 1 0 1 1 0 1 0]|0.6|[0 0 0 0 0 0 0 0 0 0]|0|['Cross']|[10.90444233]|['1H']|0|[]|[]|2|[10.20865265, 14.892013583333334]|['1H', '1H']|0|[]|[]|0|[]|[]
events_World_Cup|2057955|120000|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[14.37845611 24.58170051]|[1 1]|1.0|[0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|120156|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[24.48882398 12.52247979  8.32301027 33.35674594 20.71237553 10.24707275
 16.83931412  4.34770054]"|[1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
events_World_Cup|2057955|32641|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[14.6990646  24.61483293 25.44214024 22.40652807 22.11475752 50.74024537]|[1 1 1 1 1 1]|1.0|[0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|25413|[14.82573776 14.37845611 16.2788206 ]|15.161004819348483|[1 0 1]|0.6666666666666666|[1 0 0]|0.3333333333333333|[ 1.57659647 46.8974067  39.24678527]|['1H' '1H' '2H']|['right' 'right' 'left']|"[ 29.41262484   5.25        28.58478616  14.23587019   5.36400037
   0.75        20.18792956  25.7126428   20.49414551  12.9384118
  20.27985454  23.76972865   6.          34.5        105.46711573
  18.3         16.74820886   9.30053762  14.64487965  16.11489994]"|[1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0]|0.75|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart Pass' 'Cross']|[22.41232773 24.19874718]|['2H' '2H']|2|[24.18990885 44.60804397]|['1H' '2H']|2|[18.669739933333336, 36.07175955]|['1H', '1H']|0|[]|[]|0|[]|[]
