league|match_id|player_id|Shot_metrics.distance|Shot_metrics.average_distance|Shot_metrics.shots_on_goal|Shot_metrics.accuracy|Shot_metrics.goals|Shot_metrics.goals_per_attempt|Shot_metrics.shot_time|Shot_metrics.shot_time_period|Shot_metrics.body_part_shots|Pass_metrics.distances|Pass_metrics.success|Pass_metrics.success rate|Pass_metrics.assists|Pass_metrics.num assists|Pass_metrics.key_pass_event|Pass_metrics.key_pass_time|Pass_metrics.key_pass_period|Foul_metrics.fouls_committed|Foul_metrics.fouls_committed_time|Foul_metrics.fouls_committed_period|Foul_metrics.fouls_recieved|Foul_metrics.fouls_recieved_time|Foul_metrics.fouls_recieved_period|Foul_metrics.yellow_cards|Foul_metrics.yellow_cards_time|Foul_metrics.yellow_cards_period|Foul_metrics.red_cards|Foul_metrics.red_cards_time|Foul_metrics.red_cards_period
england|2499719|370224|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[22.11475752 13.7        57.21688999 44.4099088  42.17822305 12.79736301
 46.93082676 18.12898232 22.9261859  28.79848086 11.16064514 30.82859874
 22.19059485  5.78121959 20.45880006 16.41043875 24.23654266 14.2126704
 28.51596044 18.52997572 11.57626883 20.3691556  37.5644779  19.81419945
 34.45301148 13.69525465 15.55667059 24.17234991 10.65082156 24.64391406
 22.64558456 60.44437526 15.81304841 29.27067645 31.25        7.51348787
 30.27329681 34.51753178 21.25770449 39.60710164 21.82321012 24.58170051
  5.32541078 12.42386816 18.88094277 11.40175425  6.84762733 25.56247249
 18.12456896 39.01550974 18.16617736 10.58642999 32.65       17.5314717
  8.5646074  27.08435895 40.55970907 13.02075267 13.54474068]"|"[1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 0 1 1 0 1
 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]"|0.7966101694915254|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|[]|[]|[]|2|[11.81624797 12.89878763]|['1H' '2H']|2|[15.3072919, 24.754754716666664]|['1H', '1H']|0|[]|[]|0|[]|[]
england|2499719|3319|[33.58362696 14.47592829 15.49201407]|21.183856443284636|[0 0 0]|0.0|[0 0 0]|0.0|[ 3.85857815 25.46758715 28.90205785]|['2H' '2H' '2H']|['left' 'left' 'left']|"[17.85385113 11.19430659  2.66270539 30.16409289 11.         16.02061172
 24.44897748 23.96434852 50.27613748 10.01299156  8.88552193 11.6216393
 12.9059095  12.46635472 16.04400199 22.64558456  8.32301027 26.70674072
 13.8554141  15.16047493 11.0063618   9.31946887 13.02075267 21.37896162
 14.28294437 21.13030998 11.09064921 11.85326959 19.07151017 17.80231726
 42.76414971 38.76209489 10.23975097 11.85326959 27.39233469 13.2849539
  7.59094856 14.20572068 16.04400199 29.27067645 15.23326951 26.62818056
 12.         40.87175064 13.67808466 11.85326959 28.79848086 20.96520928
  8.69540108 10.58642999 14.2126704  26.82950801  9.76165969 30.92656625
 12.12322152  9.91526601  4.34770054 14.99133083  8.5646074  13.17013667
 28.86243233 26.82000186 23.70653918  6.7683085  17.28503688 12.46635472
 17.6638048  18.88094277 29.11189619 10.23975097 26.34202915 22.31529744
 16.35305782 97.1509264  43.41658669 13.50592463 24.02519511 10.15246276
 15.78836597 36.81426354]"|"[1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0
 1 0 0 1 1 1]"|0.8375|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"|0|['Smart Pass' 'Smart pass' 'Cross' 'Cross' 'Cross']|[21.41933107 16.37417475 34.97626985 36.78256107 38.66736553]|['1H' '2H' '2H' '2H' '2H']|0|[]|[]|3|[3.367342116666667, 37.248709383333335, 48.829896350000006]|['1H', '1H', '2H']|0|[]|[]|0|[]|[]
england|2499719|120339|[31.50142854]|31.50142853903613|[0]|0.0|[0]|0.0|[26.7633307]|['1H']|['right']|"[19.17185437 27.90161286 16.65270248 14.57737974  6.75       27.5
 19.8890045  11.20591362 24.22581268 14.31965433 16.81435399 10.29332308
 15.97654531 11.77380567 15.55667059  9.92836845 13.50592463 30.53854122
  4.34770054 24.75       17.39080217 19.531001   15.97654531 30.82454379
 12.78123625 12.79736301 18.82153022 11.84440796  7.5        16.51703666
 14.2126704  19.21099945 16.86090152 14.25798022 34.15318433  3.19530906
  3.90800461 13.94596716  7.4404301  24.8475854  25.96170256  6.83904233
 23.44802764 32.53770889 17.56281583 30.42515407 19.03818531  6.84762733
 32.54059004 18.75       41.30862501 14.20572068 12.78123625 18.52997572
 23.04479334 12.46635472  9.76165969 17.47061819  9.26498786 24.97623871
 11.19430659 13.13402071 26.56990779 13.13402071 10.58642999 19.17185437
  6.26498204 15.56606887]"|"[1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1]"|0.9264705882352942|"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|1|['Assist' 'Cross']|[ 1.56602058 40.95821353]|['1H' '1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|167145|[16.74096771]|16.740967713964448|[1]|1.0|[0]|0.0|[16.56148552]|['2H']|['right']|"[34.50177532 16.74820886 18.19484817  9.91526601 23.2165889  18.63893774
 18.3        33.07325203 31.9        15.20690633 21.74948275 14.3
 22.46936804 15.02697574  9.58592719 16.64602055 19.9930613  11.98217426
 41.56624231 31.6539492  20.51712699 11.40175425 11.88486432 18.16617736
 26.70674072 16.09200112  8.91964125 26.62705391 11.84440796 13.69525465
 11.20591362 17.5314717   8.91964125 16.50916412 10.55746182 35.92130287
 15.55667059 24.28703358 11.30364985 32.29489124 14.57737974 24.12488342
 24.06600299 43.19401     7.98811617 15.02697574 32.4274575   9.56569391
 12.88691197 19.42427605  3.3         9.92836845 32.87993309 15.20690633
 18.44756081 30.945759  ]"|"[1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0]"|0.9107142857142857|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|[]|[]|[]|1|[17.53122358]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|8653|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[19.13138782 23.15253766 10.55746182 19.86133178 28.75691221 34.61722837
 33.48193543  7.84474346 24.0637175  17.8392825  27.5        44.22951503
 44.14079746 11.57626883 20.48420123 24.06600299  8.1394103  65.60746909
 14.78352123 26.08620325 16.86683136  7.51348787 12.07983858]"|[1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]|0.9565217391304348|[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|1|['Cross']|[12.44162133]|['1H']|1|[18.66973993]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|8013|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[16.50916412 15.56349896 35.58935936 68.58682454 43.42778488  7.73643975
 18.71503406 23.06382449 28.52122017 16.74096771 37.87822594 10.55746182
 36.41771547 50.53998417 24.48882398 43.32908954 40.5671049  31.50142854
 14.20572068 34.78505426  5.00899191]"|[1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 0]|0.6190476190476191|[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]|1|"['Cross' 'Smart pass' 'Smart pass' 'Assist' 'Cross' 'Cross' 'Cross'
 'Cross' 'Smart Pass']"|"[ 4.18447198  6.7166411  28.17662513 28.49963583 36.53026522 43.26816093
 43.63777535 44.09592433  5.62556473]"|['1H' '1H' '1H' '1H' '1H' '1H' '1H' '1H' '2H']|0|[]|[]|2|[17.531223583333333, 24.18990885]|['1H', '1H']|0|[]|[]|0|[]|[]
england|2499719|0|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[]|[]|0.0|[]|0|[]|[]|[]|0|[]|[]|1|[12.898787633333336]|['2H']|0|[]|[]|0|[]|[]
england|2499719|49876|[35.67996637 31.7        31.12699793 35.3276096 ]|33.458643473708314|[0 0 1 0]|0.25|[0 0 0 0]|0.0|[21.69719835 37.58720328 24.24644468 35.4459667 ]|['1H' '1H' '2H' '2H']|['left' 'left' 'left' 'left']|"[19.52331939 30.63494736 56.87462088 32.32495166 21.74419463 57.50932533
 25.54407955 26.17006878 32.25       21.70829335 17.85385113 10.5
 32.97059296  6.20100798 23.20931925 69.21170421 30.17051541 36.00347205
 13.13402071 22.63299582 11.88486432 39.43415398 40.29419933 13.67808466
 19.13138782 16.35305782 33.07661561 23.89168265 29.2897593  31.94276131
 15.20690633 18.19484817 14.49965517 15.78836597  6.7683085  42.80657076
 27.55449147 12.06244171  5.94243216  8.70703738 29.33261836 51.30789413
  8.32301027 41.03425398 23.53423039 17.8392825  32.34826116 18.60302395
 12.46635472  9.06697303 15.75       17.56281583 24.6221445  19.24214125
 15.         24.22581268  5.36400037 19.83053202 15.53938544 13.69525465
 31.26403685 22.18129843 52.79490979 24.1006224  27.02239812 13.13402071
 27.79496357 36.57786216 15.50774    18.03357979 27.26907589 20.14795275
 49.36651193 18.87862548 45.24035809 62.0545929  28.50986671 19.98099097
 13.5         4.45982062 48.43616934 15.97654531 23.29399064  6.84762733
 57.18148739 13.39038834 28.22516608 29.90087791 21.73850271 26.87768591
 17.07659217 33.01832824 21.54930393]"|"[1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1
 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1
 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1]"|0.8279569892473119|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]"|1|['Smart pass' 'Smart pass']|[24.08964363 14.62293867]|['1H' '2H']|1|[43.66888917]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|14869|[17.41407477]|17.414074767267998|[1]|1.0|[0]|0.0|[26.38830573]|['1H']|['left']|"[ 29.38575335   8.022001     7.84474346   8.91852006  14.57737974
  12.          25.35374726  20.18792956  11.38463877   9.30053762
  15.08011936  13.53661701   8.8319024    9.31946887  15.56606887
  10.01299156   4.64865572  38.64340177  10.56515499  21.82321012
  17.6638048   22.29910312  10.58642999  21.70829335  13.13402071
  22.07039873  14.25798022  28.14693589  12.19262072  13.20037878
   3.1468238   20.95375861  17.97247896 104.43318438 107.37825664
  12.9059095   32.65826848   7.24982758   8.88552193  23.68881593
  16.19729916  26.87768591  17.31509457   9.06697303  25.12374375
  13.89505308   6.26498204   9.9         14.25798022  21.44621179
  19.9930613   28.93527259  12.90968629  13.2849539   13.94596716
  18.76006397  43.12252891  19.8776885   37.22569677  14.64487965
  61.24093811  20.15198501  15.54155719   7.81600921  27.71082821
  28.99931034   7.7         40.3267901   42.88053171]"|"[1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0]"|0.8260869565217391|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|1|['Cross' 'Cross']|[41.03032745 41.64705583]|['1H' '1H']|1|[30.35024008]|['2H']|1|[45.0776454]|['1H']|0|[]|[]|0|[]|[]
england|2499719|3560|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[29.56704246 22.81035949  9.91526601 13.31352696 33.31080906 26.04150533
 16.74820886 18.00173603 17.74323815 21.83437657 26.62818056 24.44897748
 16.65270248 21.37896162 27.97896531 11.30364985 26.68712236 29.15
 27.26554602 25.26999209 26.04150533 14.31965433 39.24206926 40.89831904
  4.45982062  6.29364759 38.51869676 35.178438    8.022001   36.37430412
 26.34202915 12.52996409 15.78836597 14.25798022 20.47950195 23.27600696
 32.87993309 22.18129843 21.45600149 21.73850271  7.60345316 20.72414051
 24.17234991 15.53938544 36.56241239 16.81435399  5.70087713 36.41771547
 28.14289431  9.44047139 21.86098122 27.93725112 39.96198193 16.68270062
 30.08055851 18.7         9.99049548 52.9914144 ]"|"[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"|0.9655172413793104|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|265366|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[16.11489994 22.20360331 19.25934838 36.40566577 18.83487457 19.25934838
 18.3        16.83931412 32.65        9.31946887  8.8319024  17.39252713
 11.57626883 15.4        23.12406755 16.77050983 56.03159823 13.04310162
 31.53097683 15.56606887 24.37339738  6.26498204]"|[1 0 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0]|0.6818181818181818|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|"['Simple pass' 'Head pass' 'Simple pass' 'Head pass' 'Smart pass'
 'Simple pass' 'Simple pass' 'Simple pass' 'Simple pass' 'Simple pass'
 'Simple pass' 'Head pass' 'Simple pass' 'Simple pass' 'Simple pass'
 'Head pass' 'High pass' 'Simple pass' 'Launch' 'Simple pass'
 'Simple pass' 'Simple pass']"|"[ 0.49968163  6.5613128  11.56731018 15.24309082 16.54861873 30.73730365
 30.95896068 34.3172329  35.10791523 36.42787392 39.38794567  1.34527805
  2.05206105  3.48893535  9.76470498 12.81501083 18.62549788 20.70089185
 25.52956518 27.71640037 47.40422322 49.78093198]"|"['1H' '1H' '1H' '1H' '1H' '1H' '1H' '1H' '1H' '1H' '1H' '2H' '2H' '2H'
 '2H' '2H' '2H' '2H' '2H' '2H' '2H' '2H']"|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|14853|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[45.23549491 20.27985454 16.81435399 21.09502311 20.15198501 25.20495983
 80.10923792 22.2049544  15.20690633  6.29364759 16.51703666 43.19401
  4.63249393 34.03560636 11.56243919  8.1394103  14.19894362 20.03596766
 94.92001896 60.06090659 50.22290314  9.92836845 71.20926906 11.10180166
 22.01278038 15.08011936  9.88382517 47.75290567 47.51357701  6.75
 21.02076354 26.75556017]"|[0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 0]|0.625|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Cross' 'Cross' 'Smart Pass' 'Cross']|[ 3.93015727  8.10305862 32.77252602  9.79367915]|['1H' '1H' '1H' '2H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|14763|[ 4.64865572 10.65082156]|7.649738642111631|[1 0]|0.5|[1 0]|0.5|[ 4.24575045 32.81893848]|['1H' '1H']|['head/body' 'head/body']|"[18.35217971 13.75       14.25798022 56.10962484  3.19530906 14.25798022
 11.          9.30053762 14.49965517 20.91345261 13.04310162 10.72800075
 15.49201407 35.9452709  11.38463877]"|[1 0 0 0 1 0 1 1 1 1 1 0 1 0 1]|0.6|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass' 'Cross' 'Smart pass']|[ 0.66566848 12.69020152  6.63408067]|['1H' '1H' '2H']|3|[15.3072919  24.75475472 45.0776454 ]|['1H' '1H' '1H']|1|[11.816247966666667]|['1H']|0|[]|[]|0|[]|[]
england|2499719|12829|[7.24982758 9.29731144]|8.273569511746155|[1 1]|1.0|[1 1]|1.0|[28.51425155 10.5718706 ]|['1H' '2H']|['right' 'head/body']|"[67.64325539  9.75        5.25       12.19262072 22.2049544   1.86010752
 14.82573776 22.07039873  7.51348787]"|[0 1 1 1 1 1 1 0 1]|0.7777777777777778|[0 0 0 0 0 0 0 0 0]|0|['Cross']|[3.81273763]|['1H']|0|[]|[]|1|[12.898787633333336]|['2H']|0|[]|[]|0|[]|[]
england|2499719|7882|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[40.17116503 29.39812919 32.22979988 31.21874437 24.17234991 40.98966333
 19.55760722 30.21626218 25.3        49.86541888 67.40810411 24.88920449]"|[1 1 1 1 1 1 1 1 1 1 0 1]|0.9166666666666666|[0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|192748|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[35.20798915  9.91526601 36.73268299 14.47592829 22.38861318 36.75
 12.46635472 34.5933881  11.85326959  9.9        23.55        5.78121959
 14.91383586  5.78121959  5.94243216]"|[0 1 1 1 1 1 1 1 1 1 0 1 0 1 1]|0.8|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass']|[2.58579718]|['2H']|3|[33.61904883 36.07175955 22.1425126 ]|['1H' '1H' '2H']|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|7945|[13.75       16.52755275  8.8       ]|13.02585091763442|[0 0 1]|0.3333333333333333|[0 0 1]|0.3333333333333333|[21.43436083 25.77038285 46.93167985]|['1H' '1H' '1H']|['left' 'right' 'right']|"[12.42014493  8.92692556 18.12456896 14.20572068 17.31509457  5.58032257
 12.0503112  18.04168784 19.23382437  3.75        3.38415425 19.42298896
  5.94243216  5.69231939 32.34826116 19.99024762 17.04142013 15.56606887
 14.47592829 14.49965517]"|[1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 1 1 1]|0.8|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass' 'Cross' 'Smart Pass']|[21.3918959  25.83182928 16.53822373]|['1H' '1H' '2H']|1|[8.71837642]|['2H']|1|[0.9061033333333331]|['1H']|0|[]|[]|0|[]|[]
england|2499719|149019|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[25.7126428  42.80657076 25.77382393 17.5314717  36.79252642 12.06244171
 16.5        52.05967729  5.36400037 25.13806874 15.04027925  8.8319024
 16.92077126 34.87248199 12.30741646  5.36400037 35.93080155 15.50774
 45.8978213  20.98362457  8.92692556 25.31111416 44.54671705  8.022001
 35.27183721 23.06382449]"|[1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 1 0 0 1 1 0 0 0 1]|0.6153846153846154|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Smart pass' 'Cross']|[23.71882475 31.83352092]|['1H' '1H']|0|[]|[]|2|[8.718376416666668, 44.60804396666667]|['2H', '2H']|0|[]|[]|0|[]|[]
england|2499719|8488|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[11.10180166 16.81435399 21.29841543 24.38524144  7.51348787 34.30557535
 13.69525465  8.8319024  15.27457037 55.02556224 23.58076547 12.19262072
 27.97896531  7.24982758 18.87862548 20.58664616  6.65676348]"|[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1]|0.9411764705882353|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|4|[ 0.90610333  3.36734212 37.24870938 48.82989635]|['1H' '1H' '1H' '2H']|0|[]|[]|1|[48.82989635]|['2H']|0|[]|[]
england|2499719|7868|[24.48208529 31.32491022 25.57640514 22.57011298 39.27798365 32.0326396 ]|29.210689480853272|[0 1 1 0 0 0]|0.3333333333333333|[0 0 0 0 0 0]|0.0|[ 7.09706725 13.59103358 13.74364748 28.33990155 28.66391547 33.28857373]|['1H' '1H' '2H' '2H' '2H' '2H']|['left' 'right' 'right' 'right' 'right' 'right']|"[ 21.17285999  71.00943599  60.36190852  10.55746182  33.74403651
  15.35871088  12.0503112   17.04142013  11.40175425   9.31946887
   8.53829608   5.69231939  11.30364985  44.25        18.
  32.76980317  21.11492363  18.88094277  50.42144881  18.3
   9.06697303  39.01733589  34.1368203   16.74096771  14.64487965
  32.29489124  17.6          4.63249393  11.40175425   1.86010752
   8.69540108  24.06600299  50.44226898  38.78479083  66.28921481
 106.96326472  11.0063618    9.88382517  33.49641772  17.61597287
  18.85        46.2481351   33.07661561  47.27761098  15.85
  26.87768591  20.54288198  44.83146217  40.87175064  21.02878979
  29.56704246  51.30789413  26.12111215  33.85764315]"|"[1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1]"|0.7222222222222222|"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"|0|['Cross' 'Cross' 'Cross' 'Cross' 'Cross' 'Cross' 'Smart Pass' 'Cross']|"[ 9.51835558 17.45569577 29.9106868  40.43211772 12.6851095  17.5931273
 28.8543721  38.31395682]"|['1H' '1H' '1H' '1H' '2H' '2H' '2H' '2H']|1|[4.44587865]|['2H']|1|[33.61904883333333]|['1H']|0|[]|[]|0|[]|[]
england|2499719|8480|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[56.00321419 31.69088986 59.13605076 83.19405027 55.8022401  66.5605927
 58.3        62.6265918  70.5013475  37.58660001 54.8        51.06371021
 43.00476718]"|[1 1 1 0 0 1 1 1 1 1 0 1 0]|0.6923076923076923|[0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|26150|[16.56804153  8.8        28.3162939 ]|17.894778473899613|[0 0 1]|0.3333333333333333|[0 0 0]|0.0|[2.99757975 5.67774237 9.90709307]|['1H' '2H' '2H']|['left' 'head/body' 'right']|"[ 2.66270539  4.64865572 27.26554602 10.58642999 15.18189711  6.26498204
 28.56588875  6.85       66.          6.85        4.94191259 21.17285999
  8.19390017 57.61564458 57.76047524 10.56515499  6.85       53.75474398
 10.56515499  5.69231939 16.52187943 43.10478512 12.42386816  9.44047139
  3.38415425  6.7683085  11.28505649]"|[1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1]|0.7777777777777778|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|['Cross' 'Cross' 'Cross' 'Smart pass' 'Smart pass' 'Smart pass']|[12.29075843 31.15560527  5.20878737  6.1329305  18.8094792  22.0582788 ]|['1H' '1H' '2H' '2H' '2H' '2H']|0|[]|[]|3|[4.445878650000001, 30.350240083333333, 43.668889166666666]|['2H', '2H', '2H']|0|[]|[]|0|[]|[]
england|2499719|26010|[10.87474138]|10.874741376235114|[1]|1.0|[1]|1.0|[39.57701092]|['2H']|['head/body']|[11.56243919 11.77380567 29.76613008 10.65082156  6.20100798 15.63201842]|[1 1 1 1 1 1]|1.0|[0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|7870|[11.88486432 16.11489994 11.77380567 30.3       ]|17.518392483388578|[0 0 1 0]|0.25|[0 0 1 0]|0.25|[22.43605968 35.7943795  37.1853276  49.95143987]|['2H' '2H' '2H' '2H']|['head/body' 'head/body' 'right' 'right']|"[11.88486432 22.93038377 17.82729649 22.81035949 16.50916412  6.97298358
 18.12898232 29.222594   17.07659217]"|[1 1 0 1 1 0 1 1 1]|0.7777777777777778|[0 0 0 0 0 0 0 0 0]|0|['Smart pass']|[39.16260453]|['2H']|0|[]|[]|2|[22.142512599999993, 42.04901718333334]|['2H', '2H']|0|[]|[]|0|[]|[]
england|2499719|217078|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[28.90454117 10.58642999  9.58592719 17.10263138 18.69418359]|[1 1 1 1 0]|0.8|[0 0 0 0 0]|0|[]|[]|[]|1|[42.04901718]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|7879|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[17.04142013 16.51703666]|[0 1]|0.5|[0 0]|0|['Cross']|[34.80627567]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|285508|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[21.74419463 17.8392825 ]|[1 0]|0.5|[0 0]|0|['Smart pass']|[47.43977368]|['2H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499719|283142|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[20.88833406 15.4728795  19.52331939]|[1 0 0]|0.3333333333333333|[0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8325|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[14.37845611 13.89505308 22.01278038 25.12374375  5.55090083]|[1 0 0 1 1]|0.6|[0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|105339|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[18.04168784  8.5646074  11.98217426 10.34456379 23.04479334 26.82000186
 15.49201407  3.90800461 16.86683136 10.34456379  5.32541078]"|[1 1 1 1 1 1 1 1 1 0 1]|0.9090909090909091|[0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
