,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Gerard Piqué,"€ 532,692","€ 27,700,000","€ 27,700,000",D,35,Spain,Barcelona,La Liga,2021-2022
2,Sergio Busquets,"€ 423,077","€ 22,000,000","€ 22,000,000",M,33,Spain,Barcelona,La Liga,2021-2022
3,Philippe Coutinho,"€ 420,769","€ 21,880,000","€ 21,880,000",F,29,Brazil,Barcelona,La Liga,2021-2022
4,Jordi Alba,"€ 400,577","€ 20,830,000","€ 20,830,000",D,32,Spain,Barcelona,La Liga,2021-2022
5,Samuel Umtiti,"€ 384,615","€ 20,000,000","€ 20,000,000",D,28,France,Barcelona,La Liga,2021-2022
6,Ousmane Dembélé,"€ 384,615","€ 20,000,000","€ 20,000,000",F,24,France,Barcelona,La Liga,2021-2022
7,Frenkie de Jong,"€ 360,769","€ 18,760,000","€ 18,760,000",M,24,Netherlands,Barcelona,La Liga,2021-2022
8,Ansu Fati,"€ 268,269","€ 13,950,000","€ 13,950,000",F,19,Spain,Barcelona,La Liga,2021-2022
9,Clément Lenglet,"€ 230,769","€ 12,000,000","€ 12,000,000",D,26,France,Barcelona,La Liga,2021-2022
10,Sergio Agüero,"€ 200,385","€ 10,420,000","€ 10,420,000",F,33,Argentina,Barcelona,La Liga,2021-2022
11,Memphis Depay,"€ 200,385","€ 10,420,000","€ 10,420,000",F,27,Netherlands,Barcelona,La Liga,2021-2022
12,Ferran Torres,"€ 192,308","€ 10,000,000","€ 10,000,000",F,21,Spain,Barcelona,La Liga,2021-2022
13,Pedri,"€ 180,385","€ 9,380,000","€ 9,380,000",M,19,Spain,Barcelona,La Liga,2021-2022
14,Marc-André ter Stegen,"€ 173,077","€ 9,000,000","€ 9,000,000",K,29,Germany,Barcelona,La Liga,2021-2022
15,Ronald Araújo,"€ 134,615","€ 7,000,000","€ 7,000,000",D,22,Uruguay,Barcelona,La Liga,2021-2022
16,Eric García,"€ 115,385","€ 6,000,000","€ 6,000,000",D,21,Spain,Barcelona,La Liga,2021-2022
17,Neto,"€ 115,385","€ 6,000,000","€ 6,000,000",K,32,Brazil,Barcelona,La Liga,2021-2022
18,Martin Braithwaite,"€ 115,385","€ 6,000,000","€ 6,000,000",F,30,Denmark,Barcelona,La Liga,2021-2022
19,Sergiño Dest,"€ 115,385","€ 6,000,000","€ 6,000,000",D,21,United States,Barcelona,La Liga,2021-2022
20,Sergi Roberto,"€ 96,154","€ 5,000,000","€ 5,000,000",M,29,Spain,Barcelona,La Liga,2021-2022
21,Moussa Wagué,"€ 96,154","€ 5,000,000","€ 5,000,000",D,23,Senegal,Barcelona,La Liga,2021-2022
22,Riqui Puig,"€ 76,923","€ 4,000,000","€ 4,000,000",M,22,Spain,Barcelona,La Liga,2021-2022
23,Pierre-Emerick Aubameyang,"€ 48,077","€ 2,500,000","€ 2,500,000",F,32,Gabon,Barcelona,La Liga,2021-2022
24,Iñaki Peña,"€ 38,462","€ 2,000,000","€ 2,000,000",K,22,Spain,Barcelona,La Liga,2021-2022
25,Álex Collado,"€ 27,885","€ 1,450,000","€ 1,450,000",F,22,Spain,Barcelona,La Liga,2021-2022
26,Luuk de Jong,"€ 23,077","€ 1,200,000","€ 1,200,000",F,31,Netherlands,Barcelona,La Liga,2021-2022
27,Adama Traoré,"€ 15,000","€ 780,000","€ 780,000",F,26,Spain,Barcelona,La Liga,2021-2022
28,Nico González,"€ 11,538","€ 600,000","€ 600,000",M,20,Spain,Barcelona,La Liga,2021-2022
29,Yusuf Demir,"€ 5,000","€ 260,000","€ 260,000",F,18,Austria,Barcelona,La Liga,2021-2022
30,Óscar Mingueza,"€ 4,231","€ 220,000","€ 220,000",D,22,Spain,Barcelona,La Liga,2021-2022
31,Gavi,"€ 4,038","€ 210,000","€ 210,000",M,17,Spain,Barcelona,La Liga,2021-2022
32,Ez Abde,"€ 3,462","€ 180,000","€ 180,000",F,20,Morocco,Barcelona,La Liga,2021-2022
33,Álex Balde,"€ 3,077","€ 160,000","€ 160,000",D,18,Spain,Barcelona,La Liga,2021-2022
34,Dani Alves,"€ 2,981","€ 155,000","€ 155,000",D,38,Brazil,Barcelona,La Liga,2021-2022
35,Ferran Jutglà,"€ 2,500","€ 130,000","€ 130,000",F,23,Spain,Barcelona,La Liga,2021-2022
