,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Lorenzo Pellegrini,"€ 124,615","€ 6,480,000","€ 6,480,000",M,25,Italy,Roma,Serie A,2021-2022
2,Stephan El Shaarawy,"€ 124,615","€ 6,480,000","€ 6,480,000",F,29,Italy,Roma,Serie A,2021-2022
3,Tammy Abraham,"€ 110,962","€ 5,770,000","€ 5,770,000",F,24,England,Roma,Serie A,2021-2022
4,Steven Nzonzi,"€ 110,385","€ 5,740,000","€ 5,740,000",M,32,France,Roma,Serie A,2021-2022
5,Leonardo Spinazzola,"€ 106,923","€ 5,560,000","€ 5,560,000",D,28,Italy,Roma,Serie A,2021-2022
6,Jordan Veretout,"€ 106,923","€ 5,560,000","€ 5,560,000",M,28,France,Roma,Serie A,2021-2022
7,Chris Smalling,"€ 93,654","€ 4,870,000","€ 4,870,000",D,32,England,Roma,Serie A,2021-2022
8,Federico Fazio,"€ 89,038","€ 4,630,000","€ 4,630,000",D,34,Argentina,Roma,Serie A,2021-2022
9,Amadou Diawara,"€ 89,038","€ 4,630,000","€ 4,630,000",M,24,Guinea,Roma,Serie A,2021-2022
10,Nicolò Zaniolo,"€ 89,038","€ 4,630,000","€ 4,630,000",F,22,Italy,Roma,Serie A,2021-2022
11,Henrikh Mkhitaryan,"€ 86,346","€ 4,490,000","€ 4,490,000",F,33,Armenia,Roma,Serie A,2021-2022
12,Rick Karsdorp,"€ 78,269","€ 4,070,000","€ 4,070,000",D,26,Netherlands,Roma,Serie A,2021-2022
13,Rui Patrício,"€ 74,038","€ 3,850,000","€ 3,850,000",K,33,Portugal,Roma,Serie A,2021-2022
14,Gianluca Mancini,"€ 71,154","€ 3,700,000","€ 3,700,000",D,25,Italy,Roma,Serie A,2021-2022
15,Bryan Cristante,"€ 64,038","€ 3,330,000","€ 3,330,000",M,26,Italy,Roma,Serie A,2021-2022
16,Marash Kumbulla,"€ 64,038","€ 3,330,000","€ 3,330,000",D,21,Albania,Roma,Serie A,2021-2022
17,Borja Mayoral,"€ 56,731","€ 2,950,000","€ 2,950,000",F,24,Spain,Roma,Serie A,2021-2022
18,Davide Santon,"€ 53,462","€ 2,780,000","€ 2,780,000",D,31,Italy,Roma,Serie A,2021-2022
19,Carles Pérez,"€ 49,231","€ 2,560,000","€ 2,560,000",F,23,Spain,Roma,Serie A,2021-2022
20,Eldor Shomurodov,"€ 36,923","€ 1,920,000","€ 1,920,000",F,26,Uzbekistan,Roma,Serie A,2021-2022
21,Roger Ibañez,"€ 36,923","€ 1,920,000","€ 1,920,000",D,23,Brazil,Roma,Serie A,2021-2022
22,Sérgio Oliveira,"€ 32,115","€ 1,670,000","€ 1,670,000",M,29,Portugal,Roma,Serie A,2021-2022
23,Gonzalo Villar,"€ 29,615","€ 1,540,000","€ 1,540,000",M,23,Spain,Roma,Serie A,2021-2022
24,Ainsley Maitland-Niles,"€ 29,615","€ 1,540,000","€ 1,540,000",M,24,England,Roma,Serie A,2021-2022
25,Matías Viña,"€ 29,615","€ 1,540,000","€ 1,540,000",D,24,Uruguay,Roma,Serie A,2021-2022
26,Daniel Fuzato,"€ 17,885","€ 930,000","€ 930,000",K,24,Brazil,Roma,Serie A,2021-2022
27,Bryan Reynolds,"€ 17,308","€ 900,000","€ 900,000",D,20,United States,Roma,Serie A,2021-2022
28,Ebrima Darboe,"€ 15,962","€ 830,000","€ 830,000",M,20,The Gambia,Roma,Serie A,2021-2022
29,Riccardo Calafiori,"€ 14,231","€ 740,000","€ 740,000",D,19,Italy,Roma,Serie A,2021-2022
30,Nicola Zalewski,"€ 10,769","€ 560,000","€ 560,000",F,20,Poland,Roma,Serie A,2021-2022
31,Pietro Boer,"€ 7,115","€ 370,000","€ 370,000",K,19,Italy,Roma,Serie A,2021-2022
32,Felix Afena-Gyan,"€ 1,154","€ 60,000","€ 60,000",F,19,Ghana,Roma,Serie A,2021-2022
33,Alessio Riccardi,€ 0,€ 0,€ 0,F,20,Italy,Roma,Serie A,2021-2022
34,Filippo Tripi,€ 0,€ 0,€ 0,M,20,Italy,Roma,Serie A,2021-2022
35,Edoardo Bove,€ 0,€ 0,€ 0,M,19,Italy,Roma,Serie A,2021-2022
