,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
0,dz ALG,DF,25,34,34,"3,024",33.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,3.3,3.3,0.2,3.5,0.10,0.01,0.10,0.10,0.10,Aïssa Mandi
1,es ESP,GK,30,30,30,"2,700",30.0,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.7,0.7,0.00,0.02,0.02,0.00,0.02,Antonio Adán
2,es ESP,MF,21,34,30,"2,659",29.5,3,6,3,0,0,3,0,0.10,0.20,0.30,0.10,0.30,1.6,1.6,2.2,3.9,0.06,0.08,0.13,0.06,0.13,Fabián Ruiz Peña
3,es ESP,"MF,FW",36,35,29,"2,479",27.5,4,7,4,0,0,7,0,0.15,0.25,0.40,0.15,0.40,3.8,3.8,6.2,10.0,0.14,0.22,0.36,0.14,0.36,Joaquín
4,es ESP,DF,30,29,28,"2,373",26.4,0,6,0,0,0,7,0,0.00,0.23,0.23,0.00,0.23,0.7,0.7,2.8,3.5,0.03,0.11,0.13,0.03,0.13,Antonio Barragán
5,es ESP,"MF,DF",30,32,27,"2,410",26.8,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.6,1.6,0.04,0.02,0.06,0.04,0.06,Javi García
6,mx MEX,MF,30,29,25,"2,264",25.2,2,8,1,1,1,7,0,0.08,0.32,0.40,0.04,0.36,2.5,1.7,5.2,6.9,0.10,0.21,0.31,0.07,0.27,Andrés Guardado
7,id IDN,"DF,MF",25,25,24,"2,045",22.7,0,0,0,0,0,7,2,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.00,0.02,0.02,0.02,Jordi Amat
8,dk DEN,DF,23,24,23,"2,080",23.1,2,3,2,0,0,4,0,0.09,0.13,0.22,0.09,0.22,1.9,1.9,2.6,4.5,0.08,0.11,0.20,0.08,0.20,Riza Durmisi
9,es ESP,FW,28,31,23,"1,978",22.0,11,1,11,0,1,5,0,0.50,0.05,0.55,0.50,0.55,11.0,10.2,1.2,11.4,0.50,0.05,0.55,0.46,0.52,Sergio León
10,es ESP,"FW,MF",25,32,16,"1,693",18.8,4,3,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,2.2,2.2,3.7,6.0,0.12,0.20,0.32,0.12,0.32,Cristian Tello
11,es ESP,DF,26,16,16,"1,420",15.8,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.7,1.5,0.05,0.04,0.09,0.05,0.09,Marc Bartra
12,dz ALG,"MF,FW",27,27,15,"1,360",15.1,2,3,2,0,0,2,0,0.13,0.20,0.33,0.13,0.33,0.8,0.8,2.5,3.2,0.05,0.16,0.21,0.05,0.21,Ryad Boudebouz
13,ma MAR,DF,28,15,14,"1,257",14.0,3,0,3,0,0,7,0,0.21,0.00,0.21,0.21,0.21,0.5,0.5,0.1,0.6,0.04,0.00,0.04,0.04,0.04,Zouhair Feddal
14,es ESP,MF,23,24,14,"1,252",13.9,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,1.5,2.9,0.10,0.11,0.21,0.10,0.21,Víctor Camarasa
15,es ESP,DF,20,14,14,"1,189",13.2,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,1.3,1.3,1.5,2.8,0.10,0.11,0.21,0.10,0.21,Junior Firpo
16,es ESP,FW,23,15,12,"1,060",11.8,7,0,7,0,0,3,0,0.59,0.00,0.59,0.59,0.59,4.6,4.6,1.3,5.9,0.39,0.11,0.50,0.39,0.50,Loren Morón
17,es ESP,"DF,MF",21,14,10,993,11.0,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.5,0.8,0.03,0.04,0.07,0.03,0.07,Francis Guerrero
18,py PAR,FW,21,17,8,853,9.5,8,0,8,0,0,0,0,0.84,0.00,0.84,0.84,0.84,5.1,5.1,0.1,5.2,0.54,0.01,0.55,0.54,0.55,Antonio Sanabria
19,ro ROU,DF,25,6,5,423,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Alin Toșca
20,es ESP,GK,22,5,4,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Pedro López
21,es ESP,GK,34,4,4,308,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Dani Giménez
22,co COL,MF,22,7,4,304,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.03,0.06,0.03,0.06,Juanjo Narváez
23,es ESP,FW,36,10,3,359,4.0,1,1,0,1,1,0,0,0.25,0.25,0.50,0.00,0.25,1.8,1.1,0.6,1.7,0.46,0.14,0.60,0.28,0.42,Rubén Castro
24,es ESP,"MF,FW",20,7,3,251,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.09,0.05,0.14,0.09,0.14,Matías Nahuel
25,cr CRC,"MF,FW",25,8,2,214,2.4,2,1,2,0,0,1,0,0.84,0.42,1.26,0.84,1.26,1.1,1.1,0.5,1.6,0.46,0.22,0.68,0.46,0.68,Joel Campbell
26,es ESP,DF,23,3,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.03,0.20,0.23,0.03,0.23,Rafa Navarro
27,es ESP,"DF,FW",19,2,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Julio Gracia
28,es ESP,MF,21,2,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Aitor Ruibal
29,es ESP,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rebollo
30,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Redru
31,es ESP,DF,28,35,34,"3,057",34.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,1.3,1.3,3.9,5.2,0.04,0.11,0.15,0.04,0.15,Juanfran
32,es ESP,FW,28,35,31,"2,797",31.1,8,6,5,3,4,3,0,0.26,0.19,0.45,0.16,0.35,9.8,6.6,10.9,17.5,0.31,0.35,0.66,0.21,0.56,Lucas Pérez
33,br BRA,MF,26,31,31,"2,639",29.3,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,2.6,2.6,1.6,4.1,0.09,0.05,0.14,0.09,0.14,Guilherme
34,pt POR,DF,32,30,29,"2,622",29.1,1,1,1,0,0,12,0,0.03,0.03,0.07,0.03,0.07,0.5,0.5,2.1,2.6,0.02,0.07,0.09,0.02,0.09,Luisinho
35,es ESP,GK,33,28,27,"2,478",27.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Rubén
36,es ESP,"FW,MF",29,30,26,"2,345",26.1,9,6,9,0,0,1,0,0.35,0.23,0.58,0.35,0.58,7.7,7.7,5.7,13.4,0.30,0.22,0.51,0.30,0.51,Adrián López
37,cr CRC,MF,29,32,26,"2,300",25.6,3,3,3,0,0,4,1,0.12,0.12,0.23,0.12,0.23,3.4,3.4,2.4,5.8,0.13,0.09,0.23,0.13,0.23,Celso Borges
38,ch SUI,DF,25,25,25,"2,219",24.7,2,2,2,0,0,10,0,0.08,0.08,0.16,0.08,0.16,3.0,3.0,0.6,3.6,0.12,0.02,0.15,0.12,0.15,Fabian Schär
39,br BRA,DF,27,21,21,"1,778",19.8,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.0,1.0,0.5,1.5,0.05,0.03,0.08,0.05,0.08,Sidnei
40,es ESP,DF,28,20,19,"1,748",19.4,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,1.5,1.5,0.2,1.6,0.08,0.01,0.08,0.08,0.08,Raúl Albentosa
41,tr TUR,MF,26,26,17,"1,449",16.1,1,1,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,4.0,5.2,0.08,0.25,0.33,0.08,0.33,Emre Çolak
42,ro ROU,FW,24,29,16,"1,636",18.2,7,3,7,0,1,6,0,0.39,0.17,0.55,0.39,0.55,11.4,10.6,0.9,11.5,0.63,0.05,0.68,0.58,0.63,Florin Andone
43,es ESP,MF,29,23,16,"1,396",15.5,0,2,0,0,0,7,0,0.00,0.13,0.13,0.00,0.13,0.9,0.9,1.3,2.2,0.06,0.08,0.14,0.06,0.14,Pedro Mosquera
44,ar ARG,"FW,MF",24,20,16,"1,324",14.7,2,1,2,0,0,6,0,0.14,0.07,0.20,0.14,0.20,1.7,1.7,1.6,3.3,0.11,0.11,0.22,0.11,0.22,Federico Cartabia
45,uy URU,"MF,FW",19,24,12,"1,233",13.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.9,1.7,0.06,0.07,0.13,0.06,0.13,Federico Valverde
46,es ESP,DF,35,15,11,"1,046",11.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Fernando Navarro
47,be BEL,"FW,MF",21,23,10,909,10.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.5,0.12,0.03,0.15,0.12,0.15,Zakaria Bakkali
48,dk DEN,MF,34,11,10,728,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Michael Krohn-Dehli
49,es ESP,DF,28,8,7,667,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Eneko Bóveda
50,ro ROU,GK,30,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Costel Pantilimon
51,es ESP,"FW,MF",24,10,6,476,5.3,0,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,0.3,0.3,1.4,1.7,0.06,0.26,0.32,0.06,0.32,Carles Gil
52,gh GHA,MF,32,8,6,405,4.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.8,0.07,0.10,0.17,0.07,0.17,Sulley Muntari
53,es ESP,"FW,MF",25,17,3,486,5.4,3,2,3,0,0,1,0,0.56,0.37,0.93,0.56,0.93,3.0,3.0,1.2,4.2,0.55,0.23,0.78,0.55,0.78,Borja Valle
54,es ESP,DF,28,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Alejandro Arribas
55,ng NGA,GK,18,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Francis Uzoho
56,es ESP,"DF,FW",24,3,2,158,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Gerard Valentín
57,ua UKR,GK,24,2,2,120,1.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Maksym Koval
58,pt POR,"FW,MF",29,6,1,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.09,0.11,0.02,0.11,Bruno Gama
59,es ESP,DF,17,2,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mujaid Sadick
60,pl POL,GK,30,2,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Przemysław Tytoń
61,cm CMR,DF,22,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Steve Aldo One
62,es ESP,"MF,FW",20,3,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Edu Expósito
63,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Quique Fornos
64,br BRA,MF,25,30,30,"2,595",28.8,5,3,5,0,0,8,0,0.17,0.10,0.28,0.17,0.28,3.3,3.3,2.7,6.0,0.11,0.09,0.21,0.11,0.21,Casemiro
65,cr CRC,GK,30,27,27,"2,430",27.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Keylor Navas
66,fr FRA,DF,24,27,27,"2,322",25.8,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.0,1.0,0.5,1.4,0.04,0.02,0.06,0.04,0.06,Raphaël Varane
67,pt POR,FW,32,27,27,"2,285",25.4,26,5,23,3,4,1,0,1.02,0.20,1.22,0.91,1.10,25.2,22.0,5.0,27.0,0.99,0.20,1.19,0.86,1.06,Cristiano Ronaldo
68,es ESP,DF,31,26,26,"2,289",25.4,4,1,2,2,3,9,2,0.16,0.04,0.20,0.08,0.12,5.9,3.6,1.7,5.3,0.23,0.07,0.30,0.14,0.21,Sergio Ramos
69,de GER,MF,27,27,26,"2,261",25.1,5,7,5,0,0,4,0,0.20,0.28,0.48,0.20,0.48,2.4,2.4,5.7,8.0,0.09,0.23,0.32,0.09,0.32,Toni Kroos
70,br BRA,DF,29,28,26,"2,260",25.1,2,6,2,0,0,3,1,0.08,0.24,0.32,0.08,0.32,1.3,1.3,6.5,7.8,0.05,0.26,0.31,0.05,0.31,Marcelo
71,es ESP,DF,25,25,25,"2,222",24.7,0,2,0,0,0,11,1,0.00,0.08,0.08,0.00,0.08,1.0,1.0,4.2,5.1,0.04,0.17,0.21,0.04,0.21,Dani Carvajal
72,fr FRA,FW,29,32,25,"2,150",23.9,5,10,3,2,2,0,0,0.21,0.42,0.63,0.13,0.54,12.8,11.2,6.8,18.0,0.54,0.28,0.82,0.47,0.76,Karim Benzema
73,hr CRO,MF,31,26,23,"1,970",21.9,1,6,1,0,0,3,0,0.05,0.27,0.32,0.05,0.32,1.8,1.8,4.2,6.0,0.08,0.19,0.27,0.08,0.27,Luka Modrić
74,es ESP,DF,27,27,22,"2,074",23.0,3,0,3,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.1,1.1,0.3,1.3,0.05,0.01,0.06,0.05,0.06,Nacho
75,es ESP,MF,25,30,21,"1,774",19.7,7,7,7,0,0,1,0,0.36,0.36,0.71,0.36,0.71,5.4,5.4,6.3,11.8,0.28,0.32,0.60,0.28,0.60,Isco
76,wls WAL,"FW,MF",28,26,20,"1,799",20.0,16,2,15,1,1,5,0,0.80,0.10,0.90,0.75,0.85,11.8,11.0,5.0,16.0,0.59,0.25,0.84,0.55,0.80,Gareth Bale
77,es ESP,"FW,MF",21,32,19,"1,844",20.5,6,6,6,0,0,2,0,0.29,0.29,0.59,0.29,0.59,4.5,4.5,6.4,10.9,0.22,0.31,0.53,0.22,0.53,Marco Asensio
78,es ESP,"MF,FW",26,33,16,"1,679",18.7,4,7,4,0,0,3,0,0.21,0.38,0.59,0.21,0.59,4.8,4.8,5.8,10.6,0.26,0.31,0.57,0.26,0.57,Lucas Vázquez
79,hr CRO,MF,23,21,10,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.4,0.8,0.03,0.04,0.07,0.03,0.07,Mateo Kovačić
80,fr FRA,DF,19,13,10,963,10.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.2,0.01,0.10,0.11,0.01,0.11,Theo Hernández
81,es ESP,GK,30,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Kiko Casilla
82,ma MAR,DF,18,9,8,757,8.4,2,0,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.3,0.6,0.04,0.03,0.07,0.04,0.07,Achraf Hakimi
83,es ESP,DF,20,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jesús Vallejo
84,es ESP,MF,22,13,5,546,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.06,0.04,0.06,Marcos Llorente
85,es ESP,MF,20,12,4,401,4.5,2,0,2,0,0,0,0,0.45,0.00,0.45,0.45,0.45,0.4,0.4,0.2,0.6,0.09,0.04,0.13,0.09,0.13,Dani Ceballos
86,es ESP,"FW,MF",20,14,3,345,3.8,3,1,3,0,0,0,0,0.78,0.26,1.04,0.78,1.04,3.1,3.1,0.1,3.3,0.82,0.03,0.85,0.82,0.85,Borja Mayoral
87,fr FRA,GK,19,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Luca Zidane
88,ar ARG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Franchu Feuillassier
89,es ESP,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Moha
90,do DOM,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luismi Quezada
91,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Óscar Rodríguez Arnaiz
92,es ESP,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Álvaro Tejero
93,fr FRA,DF,22,35,33,"3,001",33.3,3,1,3,0,0,9,0,0.09,0.03,0.12,0.09,0.12,2.6,2.6,0.7,3.3,0.08,0.02,0.10,0.08,0.10,Clément Lenglet
94,es ESP,"FW,MF",25,34,27,"2,395",26.6,6,5,5,1,1,8,1,0.23,0.19,0.41,0.19,0.38,7.3,6.5,6.5,13.1,0.28,0.25,0.52,0.25,0.49,Pablo Sarabia
95,es ESP,DF,27,27,26,"2,332",25.9,0,2,0,0,0,10,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,1.2,2.2,0.04,0.05,0.08,0.04,0.08,Sergio Escudero
96,fr FRA,MF,28,27,26,"2,214",24.6,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,2.0,2.0,1.0,3.0,0.08,0.04,0.12,0.08,0.12,Steven Nzonzi
97,ar ARG,MF,29,31,25,"2,399",26.7,3,3,0,3,3,9,1,0.11,0.11,0.23,0.00,0.11,3.8,1.4,6.2,7.6,0.14,0.23,0.37,0.05,0.29,Éver Banega
98,ar ARG,DF,30,26,25,"2,118",23.5,0,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,1.4,1.4,1.8,3.2,0.06,0.08,0.14,0.06,0.14,Gabriel Mercado
99,es ESP,GK,23,24,23,"2,156",24.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Sergio Rico
100,ar ARG,MF,28,30,22,"1,838",20.4,4,6,4,0,0,5,0,0.20,0.29,0.49,0.20,0.49,6.2,6.2,5.1,11.3,0.31,0.25,0.56,0.31,0.56,Franco Vázquez
101,es ESP,"FW,DF",31,26,20,"1,763",19.6,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.1,1.1,2.9,4.0,0.05,0.15,0.20,0.05,0.20,Jesús Navas
102,ar ARG,MF,27,24,19,"1,755",19.5,1,0,1,0,0,9,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,1.0,1.9,0.05,0.05,0.10,0.05,0.10,Guido Pizarro
103,fr FRA,FW,26,25,18,"1,700",18.9,9,3,9,0,0,2,1,0.48,0.16,0.64,0.48,0.64,12.3,12.3,2.1,14.4,0.65,0.11,0.76,0.65,0.76,Wissam Ben Yedder
104,dk DEN,DF,28,20,18,"1,571",17.5,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Simon Kjær
105,co COL,FW,26,29,17,"1,608",17.9,7,1,7,0,0,4,0,0.39,0.06,0.45,0.39,0.45,7.4,7.4,2.3,9.7,0.41,0.13,0.54,0.41,0.54,Luis Muriel
106,es ESP,"FW,MF",30,30,17,"1,600",17.8,4,5,4,0,1,4,0,0.23,0.28,0.51,0.23,0.51,4.8,4.1,4.0,8.1,0.27,0.23,0.50,0.23,0.46,Nolito
107,es ESP,GK,24,15,15,"1,264",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,David Soria
108,ar ARG,FW,22,21,15,"1,193",13.3,1,1,1,0,0,5,0,0.08,0.08,0.15,0.08,0.15,2.4,2.4,2.0,4.4,0.18,0.15,0.33,0.18,0.33,Joaquín Correa
109,mx MEX,DF,29,16,11,"1,184",13.2,2,0,2,0,0,4,0,0.15,0.00,0.15,0.15,0.15,0.8,0.8,1.3,2.1,0.06,0.10,0.16,0.06,0.16,Miguel Layún
110,fr FRA,DF,26,12,9,821,9.1,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.5,0.8,0.03,0.06,0.09,0.03,0.09,Sébastien Corchia
111,es ESP,"FW,MF",22,13,7,717,8.0,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,2.1,2.1,1.7,3.8,0.26,0.22,0.48,0.26,0.48,Sandro Ramírez
112,de GER,"DF,MF",23,14,7,676,7.5,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.5,0.7,0.02,0.07,0.09,0.02,0.09,Johannes Geis
113,br BRA,MF,27,8,7,519,5.8,2,0,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.4,1.4,0.4,1.8,0.24,0.07,0.31,0.24,0.31,Ganso
114,fr FRA,DF,26,6,6,540,6.0,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06,Lionel Carole
115,dk DEN,"MF,FW",34,13,5,536,6.0,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09,Michael Krohn-Dehli
116,pt POR,DF,28,6,5,460,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Daniel Carriço
117,ar ARG,DF,33,5,5,405,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.03,0.01,0.05,0.03,0.05,Nicolás Pareja
118,es ESP,MF,28,7,4,343,3.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.01,0.10,0.11,0.01,0.11,Roque Mesa
119,br BRA,DF,20,3,2,193,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Guilherme Arana
120,es ESP,FW,21,2,2,137,1.5,1,0,1,0,0,0,0,0.66,0.00,0.66,0.66,0.66,0.6,0.6,0.1,0.7,0.38,0.10,0.47,0.38,0.47,Carlos Fernández
121,ar ARG,FW,24,1,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.04,0.36,0.40,0.04,0.40,Walter Montoya
122,es ESP,MF,23,1,1,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.15,0.15,0.00,0.15,Borja Lasso
123,es ESP,MF,17,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,José Alonso Lara
124,es ESP,"DF,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Pozo Pozo
125,es ESP,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Juan Soriano
126,tg TOG,DF,25,36,36,"3,239",36.0,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Djené
127,sn SEN,"MF,FW",21,37,36,"2,859",31.8,3,3,3,0,0,9,0,0.09,0.09,0.19,0.09,0.19,4.4,4.4,2.7,7.2,0.14,0.09,0.23,0.14,0.23,Amath
128,es ESP,GK,30,33,33,"2,970",33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Vicente Guaita
129,uy URU,DF,29,33,33,"2,877",32.0,1,4,1,0,0,14,1,0.03,0.13,0.16,0.03,0.16,0.6,0.6,3.2,3.8,0.02,0.10,0.12,0.02,0.12,Damián Suárez
130,pt POR,DF,30,34,31,"2,799",31.1,0,2,0,0,1,14,0,0.00,0.06,0.06,0.00,0.06,1.7,0.9,3.4,4.3,0.05,0.11,0.16,0.03,0.14,Vitorino Antunes
131,es ESP,FW,35,36,31,"2,786",31.0,7,4,4,3,6,10,0,0.23,0.13,0.36,0.13,0.26,14.7,9.9,3.1,13.1,0.47,0.10,0.57,0.32,0.42,Jorge Molina
132,es ESP,"MF,FW",27,33,28,"2,460",27.3,2,3,1,1,2,6,0,0.07,0.11,0.18,0.04,0.15,3.1,1.5,3.5,5.0,0.11,0.13,0.24,0.05,0.18,Francisco Portillo
133,ma MAR,"MF,FW",28,31,26,"2,385",26.5,1,4,1,0,1,7,0,0.04,0.15,0.19,0.04,0.19,1.5,0.7,2.9,3.6,0.06,0.11,0.17,0.03,0.14,Fayçal Fajr
134,es ESP,FW,30,33,26,"2,293",25.5,13,2,13,0,1,6,0,0.51,0.08,0.59,0.51,0.59,11.0,10.3,3.7,14.0,0.43,0.15,0.58,0.40,0.55,Ángel Rodríguez
135,uy URU,MF,21,27,26,"2,124",23.6,1,1,1,0,0,9,1,0.04,0.04,0.08,0.04,0.08,1.6,1.6,1.9,3.6,0.07,0.08,0.15,0.07,0.15,Mauro Arambarri
136,es ESP,DF,27,20,20,"1,800",20.0,2,2,2,0,0,9,0,0.10,0.10,0.20,0.10,0.20,1.6,1.6,0.7,2.3,0.08,0.04,0.12,0.08,0.12,Cala
137,es ESP,MF,31,18,18,"1,463",16.3,4,1,4,0,0,5,0,0.25,0.06,0.31,0.25,0.31,2.8,2.8,0.0,2.8,0.17,0.00,0.17,0.17,0.17,Markel Bergara
