,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
606,es ESP,DF,20,2,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Andoni Gorosabel
607,es ESP,MF,22,4,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jon Guridi
608,es ESP,DF,31,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Carlos Martínez
609,es ESP,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ander Guevara
610,es ESP,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Andoni Zubiaurre
611,es ESP,MF,28,34,34,"3,001",33.3,7,7,1,6,6,15,1,0.21,0.21,0.42,0.03,0.24,6.7,1.9,5.6,7.5,0.20,0.17,0.37,0.06,0.23,Daniel Parejo
612,br BRA,GK,28,33,33,"2,970",33.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Neto
613,es ESP,DF,22,34,33,"2,916",32.4,0,3,0,0,0,11,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,4.1,4.6,0.02,0.13,0.14,0.02,0.14,José Luis Gayà
614,es ESP,FW,26,37,31,"2,684",29.8,16,4,15,1,1,4,0,0.54,0.13,0.67,0.50,0.64,13.5,12.8,4.0,16.8,0.45,0.13,0.59,0.43,0.56,Rodrigo
615,cf CTA,MF,24,31,30,"2,614",29.0,4,4,4,0,0,12,1,0.14,0.14,0.28,0.14,0.28,2.0,2.0,2.7,4.7,0.07,0.09,0.16,0.07,0.16,Geoffrey Kondogbia
616,br BRA,DF,26,30,29,"2,584",28.7,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.04,0.00,0.05,0.04,0.05,Gabriel Paulista
617,pt POR,MF,20,33,27,"2,439",27.1,5,9,5,0,0,2,0,0.18,0.33,0.52,0.18,0.52,4.7,4.7,7.0,11.7,0.17,0.26,0.43,0.17,0.43,Gonçalo Guedes
618,es ESP,MF,20,33,27,"2,365",26.3,1,4,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,4.2,4.2,3.7,7.9,0.16,0.14,0.30,0.16,0.30,Carlos Soler
619,es ESP,DF,26,25,24,"2,152",23.9,0,4,0,0,0,7,0,0.00,0.17,0.17,0.00,0.17,0.2,0.2,2.0,2.2,0.01,0.08,0.09,0.01,0.09,Martín Montoya
620,it ITA,FW,26,33,23,"2,077",23.1,13,1,13,0,0,9,1,0.56,0.04,0.61,0.56,0.61,10.8,10.8,2.1,12.9,0.47,0.09,0.56,0.47,0.56,Simone Zaza
621,ar ARG,DF,30,24,23,"2,028",22.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Ezequiel Garay
622,pt POR,DF,23,19,17,"1,555",17.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.02,0.01,0.03,0.02,0.03,Rúben Vezo
623,es ESP,FW,21,32,17,"1,554",17.3,12,2,11,1,1,4,0,0.69,0.12,0.81,0.64,0.75,8.4,7.6,1.6,9.2,0.49,0.09,0.58,0.44,0.53,Santi Mina
624,co COL,DF,25,17,15,"1,374",15.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Jeison Murillo
625,br BRA,MF,21,23,12,"1,078",12.0,1,3,1,0,0,5,0,0.08,0.25,0.33,0.08,0.33,0.8,0.8,1.9,2.8,0.07,0.16,0.23,0.07,0.23,Andreas Pereira
626,es ESP,"DF,MF",19,16,9,797,8.9,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,1.3,1.3,0.01,0.14,0.15,0.01,0.15,Toni Lato
627,fr FRA,"MF,DF",26,9,7,657,7.3,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.3,0.3,0.1,0.3,0.04,0.01,0.04,0.04,0.04,Francis Coquelin
628,rs SRB,MF,22,15,6,557,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.07,0.06,0.13,0.07,0.13,Nemanja Maksimović
629,ar ARG,FW,23,14,5,528,5.9,2,1,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,0.6,0.6,1.4,2.0,0.11,0.23,0.34,0.11,0.34,Luciano Vietto
630,es ESP,GK,26,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jaume Doménech
631,es ESP,DF,22,7,5,447,5.0,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.4,0.4,0.0,0.4,0.08,0.00,0.09,0.08,0.09,Nacho Vidal
632,es ESP,MF,17,13,2,311,3.5,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,0.4,0.4,0.8,1.2,0.13,0.23,0.35,0.13,0.35,Ferrán Torres
633,es ESP,MF,21,6,2,229,2.5,0,1,0,0,0,0,0,0.00,0.39,0.39,0.00,0.39,0.1,0.1,0.4,0.5,0.05,0.16,0.21,0.05,0.21,Nacho Gil
634,pt POR,MF,23,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.30,0.42,0.72,0.30,0.72,João Cancelo
635,es ESP,MF,23,1,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Álvaro Medrán
636,es ESP,"FW,MF",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Robert Ibáñez
637,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Javier Jiménez García
638,cl CHI,"FW,MF",31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Fabián Orellana
639,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo Villar
