,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
146,eng ENG,DF,32,9,7,547,6.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.03,0.05,0.01,0.05,Glen Johnson
147,eng ENG,"DF,MF",18,6,6,481,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Tom Edwards
148,sct SCO,MF,31,11,5,411,4.6,0,0,0,0,1,2,1,0.00,0.00,0.00,0.00,0.00,1.6,0.9,1.2,2.1,0.36,0.27,0.63,0.19,0.46,Charlie Adam
149,gr GRE,"DF,MF",23,5,4,335,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.03,0.01,0.05,0.03,0.05,Kostas Stafylidis
150,bi BDI,FW,23,15,3,494,5.5,0,1,0,0,1,0,0,0.00,0.18,0.18,0.00,0.18,2.0,1.2,0.6,1.8,0.37,0.11,0.47,0.22,0.33,Saido Berahino
151,eng ENG,GK,34,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Lee Grant
152,eng ENG,DF,18,3,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Josh Tymon
153,nl NED,MF,31,6,1,166,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Ibrahim Afellay
154,ie IRL,"MF,FW",30,4,1,131,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.25,0.02,0.28,0.25,0.28,Stephen Ireland
155,dk DEN,MF,17,1,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.18,0.18,0.00,0.18,Lasse Sørensen
156,es ESP,MF,26,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.04,0.08,0.04,0.08,Bojan Krkić
157,eng ENG,FW,17,4,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.24,0.00,0.24,0.24,0.24,Tyrese Campbell
158,be BEL,MF,19,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Julien Ngoy
159,dk DEN,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jakob Haugaard
160,au AUS,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Harry Souttar
161,eng ENG,DF,27,35,35,"3,135",34.8,0,4,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,1.7,1.7,3.1,4.8,0.05,0.09,0.14,0.05,0.14,Ryan Bertrand
162,es ESP,MF,25,34,34,"2,897",32.2,1,0,1,0,0,11,0,0.03,0.00,0.03,0.03,0.03,2.6,2.6,1.4,4.0,0.08,0.04,0.13,0.08,0.13,Oriol Romeu
163,rs SRB,"MF,FW",28,36,34,"2,791",31.0,6,3,5,1,1,4,0,0.19,0.10,0.29,0.16,0.26,5.8,5.0,5.7,10.7,0.19,0.18,0.37,0.16,0.35,Dušan Tadić
164,pt POR,DF,25,32,32,"2,794",31.0,0,3,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,3.1,3.9,0.02,0.10,0.12,0.02,0.12,Cédric Soares
165,nl NED,DF,23,28,28,"2,520",28.0,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.5,1.9,0.05,0.02,0.07,0.05,0.07,Wesley Hoedt
166,jp JPN,DF,28,24,23,"2,051",22.8,2,0,2,0,0,3,2,0.09,0.00,0.09,0.09,0.09,2.0,2.0,0.4,2.4,0.09,0.02,0.11,0.09,0.11,Maya Yoshida
167,eng ENG,DF,23,22,22,"1,980",22.0,2,0,2,0,0,6,1,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.2,1.6,0.06,0.01,0.07,0.06,0.07,Jack Stephens
168,eng ENG,"FW,MF",23,31,22,"1,945",21.6,1,3,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.2,2.2,3.6,5.8,0.10,0.17,0.27,0.10,0.27,Nathan Redmond
169,eng ENG,GK,29,20,20,"1,800",20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Fraser Forster
170,ga GAB,MF,23,25,20,"1,720",19.1,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.7,1.5,0.04,0.04,0.08,0.04,0.08,Mario Lemina
171,eng ENG,"FW,MF",22,30,20,"1,716",19.1,3,3,3,0,0,3,0,0.16,0.16,0.31,0.16,0.31,2.2,2.2,2.8,5.0,0.11,0.15,0.26,0.11,0.26,James Ward-Prowse
172,dk DEN,MF,21,23,19,"1,670",18.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.6,1.5,0.05,0.03,0.08,0.05,0.08,Pierre Højbjerg
173,eng ENG,GK,27,18,18,"1,620",18.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alex McCarthy
174,nir NIR,MF,32,23,17,"1,521",16.9,3,0,3,0,0,0,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,1.1,2.0,0.05,0.07,0.12,0.05,0.12,Steven Davis
175,ie IRL,FW,30,30,15,"1,582",17.6,2,1,2,0,0,6,0,0.11,0.06,0.17,0.11,0.17,3.7,3.7,1.3,5.0,0.21,0.07,0.29,0.21,0.29,Shane Long
176,ma MAR,"FW,MF",23,26,11,"1,219",13.5,2,2,2,0,0,1,0,0.15,0.15,0.30,0.15,0.30,1.7,1.7,1.8,3.4,0.12,0.13,0.25,0.12,0.25,Sofiane Boufal
177,it ITA,FW,25,28,11,"1,081",12.0,5,0,4,1,1,2,0,0.42,0.00,0.42,0.33,0.33,2.5,1.7,0.5,2.2,0.21,0.04,0.25,0.14,0.18,Manolo Gabbiadini
178,nl NED,DF,26,12,11,994,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.0,2.0,0.08,0.09,0.18,0.08,0.18,Virgil van Dijk
179,eng ENG,FW,28,24,10,"1,037",11.5,7,0,6,1,1,2,0,0.61,0.00,0.61,0.52,0.52,7.1,6.3,0.8,7.1,0.62,0.07,0.68,0.55,0.61,Charlie Austin
180,ar ARG,FW,26,7,5,450,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.7,0.7,0.4,1.0,0.13,0.08,0.21,0.13,0.21,Guido Carrillo
181,pl POL,DF,21,5,5,426,4.7,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Jan Bednarek
182,fr FRA,DF,28,2,2,180,2.0,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50,0.0,0.0,0.2,0.2,0.02,0.08,0.10,0.02,0.10,Jérémy Pied
183,eng ENG,DF,21,2,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matt Targett
184,eng ENG,"FW,MF",20,6,1,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.34,0.07,0.41,0.34,0.41,Josh Sims
185,eng ENG,"DF,MF",22,7,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.09,0.11,0.02,0.11,Sam McQueen
186,ie IRL,FW,17,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,3.73,0.00,3.73,3.73,3.73,Michael Obafemi
187,eng ENG,GK,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,Stuart Taylor
188,ml MLI,MF,24,37,37,"3,324",36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.5,3.5,2.3,5.9,0.10,0.06,0.16,0.10,0.16,Abdoulaye Doucouré
189,br BRA,"FW,MF",20,38,32,"2,823",31.4,5,4,5,0,0,4,0,0.16,0.13,0.29,0.16,0.29,10.3,10.3,3.4,13.7,0.33,0.11,0.44,0.33,0.44,Richarlison
190,be BEL,DF,26,28,27,"2,330",25.9,2,0,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.1,0.9,0.03,0.01,0.03,0.03,0.03,Christian Kabasele
191,gr GRE,DF,33,28,26,"2,382",26.5,0,4,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,3.2,3.8,0.02,0.12,0.14,0.02,0.14,José Holebas
192,jm JAM,DF,30,28,24,"2,210",24.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.8,0.03,0.01,0.03,0.03,0.03,Adrian Mariappa
193,br BRA,GK,36,24,24,"2,128",23.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Heurelho Gomes
194,eng ENG,MF,27,23,22,"1,902",21.1,1,2,1,0,1,2,2,0.05,0.09,0.14,0.05,0.14,1.9,1.1,1.6,2.7,0.09,0.08,0.17,0.05,0.13,Tom Cleverley
195,nl NED,DF,28,23,21,"1,820",20.2,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,1.0,2.8,0.09,0.05,0.14,0.09,0.14,Daryl Janmaat
196,eng ENG,FW,29,29,20,"1,844",20.5,5,2,2,3,5,1,1,0.24,0.10,0.34,0.10,0.20,6.9,2.8,2.8,5.7,0.33,0.14,0.47,0.14,0.28,Troy Deeney
197,es ESP,"DF,FW",26,23,19,"1,713",19.0,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,1.8,2.1,0.02,0.09,0.11,0.02,0.11,Kiko Femenía
198,ar ARG,"MF,FW",26,32,18,"1,624",18.0,5,2,5,0,0,3,0,0.28,0.11,0.39,0.28,0.39,3.3,3.3,3.0,6.3,0.18,0.17,0.35,0.18,0.35,Roberto Pereyra
199,fr FRA,MF,29,23,18,"1,542",17.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.6,1.4,0.05,0.03,0.08,0.05,0.08,Étienne Capoue
200,at AUT,DF,30,21,17,"1,570",17.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Sebastian Prödl
201,pe PER,"FW,MF",26,28,16,"1,540",17.1,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.3,2.3,2.8,5.1,0.14,0.16,0.30,0.14,0.30,André Carrillo
202,jm JAM,FW,26,31,16,"1,498",16.6,5,2,5,0,0,1,0,0.30,0.12,0.42,0.30,0.42,6.7,6.7,2.1,8.8,0.40,0.13,0.53,0.40,0.53,Andre Gray
203,gr GRE,GK,32,15,14,"1,292",14.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Orestis Karnezis
204,nl NED,DF,26,12,12,994,11.0,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,1.0,1.0,0.00,0.09,0.09,0.00,0.09,Marvin Zeegelaar
205,eng ENG,MF,22,15,11,990,11.0,2,3,2,0,0,0,0,0.18,0.27,0.45,0.18,0.45,0.6,0.6,1.5,2.1,0.05,0.13,0.19,0.05,0.19,Will Hughes
206,uy URU,DF,32,12,10,797,8.9,1,0,1,0,0,3,1,0.11,0.00,0.11,0.11,0.11,0.8,0.8,0.4,1.2,0.09,0.05,0.14,0.09,0.14,Miguel Britos
207,eng ENG,MF,32,8,6,456,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Ben Watson
208,nir NIR,DF,28,7,5,523,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Craig Cathcart
209,eng ENG,MF,22,6,5,447,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.17,0.01,0.18,0.17,0.18,Nathaniel Chalobah
210,ml MLI,DF,26,6,5,438,4.9,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.4,0.4,0.0,0.4,0.08,0.00,0.08,0.08,0.08,Molla Wagué
211,es ESP,"FW,MF",23,7,5,435,4.8,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.5,0.5,0.6,1.1,0.11,0.13,0.24,0.11,0.24,Gerard Deulofeu
212,it ITA,FW,27,15,3,453,5.0,1,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,1.8,1.8,0.4,2.2,0.36,0.07,0.43,0.36,0.43,Stefano Okaka
213,ma MAR,FW,30,3,3,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.06,0.09,0.02,0.09,Nordin Amrabat
214,fr FRA,DF,31,2,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Younès Kaboul
215,eng ENG,"MF,FW",20,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.13,0.13,0.00,0.13,Jerome Sinclair
216,be BEL,"MF,FW",19,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.15,0.59,0.75,0.15,0.75,Dodi Lukebakio
217,at AUT,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniel Bachmann
218,eng ENG,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Michael Folivi
219,ga GAB,"DF,MF",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Didier Ibrahim Ndong
220,be BEL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Joy Mukena
221,ro ROU,GK,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Costel Pantilimon
222,eng ENG,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Carl Stewart
223,ng NGA,"FW,MF",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Isaac Success
224,pl POL,GK,32,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Łukasz Fabiański
225,eng ENG,DF,23,38,38,"3,420",38.0,2,1,2,0,0,3,0,0.05,0.03,0.08,0.05,0.08,1.9,1.9,0.6,2.5,0.05,0.02,0.06,0.05,0.06,Alfie Mawson
226,se SWE,DF,29,36,36,"3,149",35.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05,Martin Olsson
227,eng ENG,DF,28,34,34,"3,030",33.7,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,0.5,0.8,0.01,0.01,0.03,0.01,0.03,Kyle Naughton
228,gh GHA,"FW,MF",25,36,33,"2,852",31.7,7,2,6,1,1,2,1,0.22,0.06,0.28,0.19,0.25,7.3,6.5,2.0,8.5,0.23,0.06,0.29,0.20,0.27,Jordan Ayew
229,ar ARG,DF,28,30,30,"2,676",29.7,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,0.7,0.7,0.7,1.4,0.02,0.02,0.05,0.02,0.05,Federico Fernández
230,eng ENG,MF,25,37,28,"2,570",28.6,0,4,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,4.1,5.0,0.03,0.14,0.18,0.03,0.18,Tom Carroll
231,nl NED,DF,24,24,24,"1,944",21.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.6,1.6,0.05,0.03,0.07,0.05,0.07,Mike van der Hoorn
232,eng ENG,MF,26,29,23,"2,044",22.7,3,1,3,0,0,2,0,0.13,0.04,0.18,0.13,0.18,2.6,2.6,1.3,3.8,0.11,0.06,0.17,0.11,0.17,Sam Clucas
233,kr KOR,MF,28,25,21,"1,868",20.8,2,2,2,0,0,2,0,0.10,0.10,0.19,0.10,0.19,0.9,0.9,1.5,2.4,0.05,0.07,0.12,0.05,0.12,Ki Sung-yueng
234,eng ENG,"MF,FW",29,24,16,"1,307",14.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,1.7,0.06,0.05,0.12,0.06,0.12,Nathan Dyer
235,eng ENG,FW,19,31,15,"1,726",19.2,5,1,5,0,0,0,0,0.26,0.05,0.31,0.26,0.31,6.8,6.8,1.6,8.4,0.35,0.08,0.44,0.35,0.44,Tammy Abraham
236,nl NED,MF,27,20,15,"1,397",15.5,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.6,1.6,1.0,2.7,0.11,0.07,0.17,0.11,0.17,Leroy Fer
237,gh GHA,"MF,FW",27,12,10,950,10.6,0,2,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,1.9,1.9,1.3,3.2,0.18,0.13,0.30,0.18,0.30,André Ayew
238,es ESP,MF,28,11,9,754,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Roque Mesa
239,wls WAL,MF,28,11,9,715,7.9,2,1,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.0,1.0,0.2,1.2,0.12,0.03,0.15,0.12,0.15,Andy King
240,pt POR,MF,19,12,9,702,7.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.06,0.04,0.10,0.06,0.10,Renato Sanches
241,ci CIV,FW,28,15,8,707,7.9,2,0,2,0,0,2,0,0.25,0.00,0.25,0.25,0.25,1.6,1.6,0.2,1.8,0.20,0.03,0.23,0.20,0.23,Wilfried Bony
242,nl NED,"FW,MF",26,18,5,625,6.9,1,0,1,0,0,0,0,0.14,0.00,0.14,0.14,0.14,0.8,0.8,1.1,2.0,0.12,0.16,0.28,0.12,0.28,Luciano Narsingh
243,eng ENG,"MF,FW",32,15,4,429,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.09,0.09,0.17,0.09,0.17,Wayne Routledge
244,eng ENG,MF,34,5,4,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Leon Britton
245,wls WAL,DF,21,4,3,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Connor Roberts
246,sct SCO,"FW,MF",21,11,2,276,3.1,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,0.4,0.4,0.7,1.1,0.14,0.22,0.36,0.14,0.36,Oliver McBurnie
247,eng ENG,DF,26,5,2,235,2.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.05,0.10,0.16,0.05,0.16,Kyle Bartley
248,es ESP,DF,34,4,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Àngel Rangel
249,sct SCO,MF,23,2,0,19,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jay Fulton
250,nl NED,GK,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Erwin Mulder
251,se SWE,GK,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kristoffer Nordfeldt
252,wls WAL,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Joe Rodon
253,eng ENG,MF,28,38,38,"3,420",38.0,2,1,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,2.2,2.2,1.1,3.3,0.06,0.03,0.09,0.06,0.09,Jack Cork
254,eng ENG,GK,25,35,34,"3,115",34.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Nick Pope
255,is ISL,MF,26,35,32,"2,833",31.5,2,8,2,0,0,2,0,0.06,0.25,0.32,0.06,0.32,3.5,3.5,4.7,8.2,0.11,0.15,0.26,0.11,0.26,Jóhann Berg Guðmundsson
256,eng ENG,DF,24,31,31,"2,790",31.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.8,2.2,0.05,0.03,0.07,0.05,0.07,James Tarkowski
257,eng ENG,DF,27,29,29,"2,610",29.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.5,2.3,0.06,0.02,0.08,0.06,0.08,Ben Mee
258,ie IRL,"FW,MF",25,34,29,"2,331",25.9,2,2,2,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2.0,2.0,2.7,4.7,0.08,0.10,0.18,0.08,0.18,Jeff Hendrick
259,ie IRL,DF,31,28,28,"2,460",27.3,1,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,1.4,1.8,0.01,0.05,0.07,0.01,0.07,Stephen Ward
260,eng ENG,DF,28,26,25,"2,295",25.5,0,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,1.6,1.7,0.00,0.06,0.07,0.00,0.07,Matthew Lowton
261,be BEL,MF,29,24,24,"1,997",22.2,1,1,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,0.8,0.8,1.1,1.9,0.03,0.05,0.09,0.03,0.09,Steven Defour
262,eng ENG,FW,27,36,21,"2,165",24.1,9,0,9,0,0,10,0,0.37,0.00,0.37,0.37,0.37,6.7,6.7,1.6,8.3,0.28,0.07,0.34,0.28,0.34,Ashley Barnes
263,nz NZL,FW,25,24,20,"1,624",18.0,10,1,10,0,0,1,0,0.55,0.06,0.61,0.55,0.61,7.0,7.0,0.6,7.6,0.39,0.03,0.42,0.39,0.42,Chris Wood
264,ie IRL,DF,26,16,16,"1,440",16.0,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.2,1.2,1.3,2.5,0.07,0.08,0.15,0.07,0.15,Kevin Long
265,ca CAN,"MF,FW",28,18,15,"1,333",14.8,2,1,2,0,0,3,0,0.14,0.07,0.20,0.14,0.20,1.3,1.3,0.4,1.6,0.08,0.02,0.11,0.08,0.11,Scott Arfield
266,ie IRL,MF,25,15,15,"1,277",14.2,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,1.2,1.2,2.1,3.3,0.08,0.15,0.23,0.08,0.23,Robbie Brady
267,sct SCO,DF,32,13,13,"1,125",12.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.03,0.00,0.03,Phil Bardsley
268,eng ENG,MF,30,14,13,"1,118",12.4,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,0.8,1.4,0.05,0.07,0.11,0.05,0.11,Aaron Lennon
269,eng ENG,MF,27,19,12,"1,111",12.3,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.6,0.6,1.0,1.6,0.05,0.08,0.13,0.05,0.13,Ashley Westwood
270,eng ENG,DF,23,11,10,950,10.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.02,0.00,0.02,Charlie Taylor
271,wls WAL,FW,27,30,7,998,11.1,4,1,4,0,0,3,0,0.36,0.09,0.45,0.36,0.45,2.8,2.8,1.3,4.2,0.25,0.12,0.38,0.25,0.38,Sam Vokes
272,eng ENG,GK,31,4,4,305,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Tom Heaton
273,cm CMR,"MF,FW",22,8,2,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Georges-Kévin N'Koudou
274,bm BER,"FW,MF",27,9,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.95,0.00,0.95,0.95,0.95,Nahki Wells
275,ie IRL,FW,33,3,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.44,0.00,0.44,0.44,0.44,Jonathan Walters
276,au AUS,MF,19,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Aiden O'Neill
277,eng ENG,GK,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Adam Legzdins
278,dk DEN,GK,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,Anders Lindegaard
279,eng ENG,MF,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dean Marney
280,no NOR,"DF,MF",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Fredrik Ulvestad
281,eg EGY,DF,26,38,38,"3,386",37.6,2,0,2,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.6,2.2,0.04,0.01,0.06,0.04,0.06,Ahmed Hegazi
282,eng ENG,GK,34,37,37,"3,330",37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Ben Foster
283,eng ENG,DF,27,33,32,"2,827",31.4,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.8,2.2,0.01,0.06,0.07,0.01,0.07,Kieran Gibbs
284,ve VEN,FW,27,36,32,"2,767",30.7,7,3,7,0,0,4,0,0.23,0.10,0.33,0.23,0.33,7.0,7.0,2.8,9.8,0.23,0.09,0.32,0.23,0.32,Salomón Rondón
285,eng ENG,"FW,MF",28,37,31,"2,812",31.2,7,1,6,1,1,2,0,0.22,0.03,0.26,0.19,0.22,8.4,7.6,1.6,9.2,0.27,0.05,0.32,0.24,0.30,Jay Rodriguez
286,eng ENG,MF,27,34,30,"2,674",29.7,2,2,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,2.3,2.3,1.9,4.2,0.08,0.06,0.14,0.08,0.14,Jake Livermore
