,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
14,de GER,DF,27,13,8,727,8.1,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Tony Jantschke
15,us USA,"MF,DF",29,10,5,465,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.0,1.0,0.7,1.7,0.19,0.14,0.33,0.19,0.33,Fabian Johnson
16,eng ENG,"DF,MF",18,7,5,463,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Reece Oxford
17,py PAR,"FW,MF",30,13,5,449,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.4,2.3,0.39,0.08,0.47,0.39,0.47,Raúl Bobadilla
18,ch SUI,"FW,MF",24,13,4,467,5.2,4,1,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,2.5,2.5,0.3,2.8,0.49,0.05,0.54,0.49,0.54,Josip Drmić
19,de GER,GK,29,5,4,435,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Tobias Sippel
20,gn GUI,MF,29,7,1,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.21,0.12,0.33,0.21,0.33,Ibrahima Traoré
21,de GER,MF,27,4,1,115,1.3,0,1,0,0,0,0,0,0.00,0.78,0.78,0.00,0.78,0.0,0.0,0.6,0.6,0.00,0.50,0.50,0.00,0.50,Tobias Strobl
22,sk SVK,MF,19,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.06,0.40,0.46,0.06,0.46,László Bénes
23,de GER,DF,19,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Florian Mayer
24,eng ENG,"DF,MF",19,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mandela Egbo
25,py PAR,DF,18,1,0,8,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Julio Villalba
26,de GER,MF,19,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Marcel Benger
27,de GER,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Louis Beyer
28,de GER,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Aaron Herzog
29,de GER,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Justin Hoffmans
30,de GER,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Moritz Nicolas
31,au AUS,"FW,MF",23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kwame Yeboah
32,de GER,GK,27,34,34,"3,060",34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Oliver Baumann
33,de GER,DF,25,31,31,"2,790",31.0,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.3,0.3,0.7,1.0,0.01,0.02,0.03,0.01,0.03,Kevin Vogt
34,de GER,DF,28,27,27,"2,315",25.7,3,2,3,0,0,9,0,0.12,0.08,0.19,0.12,0.19,1.8,1.8,0.6,2.4,0.07,0.02,0.09,0.07,0.09,Benjamin Hübner
35,cz CZE,"FW,DF",25,28,24,"2,199",24.4,2,3,2,0,0,5,0,0.08,0.12,0.20,0.08,0.20,2.7,2.7,2.7,5.4,0.11,0.11,0.22,0.11,0.22,Pavel Kadeřábek
36,de GER,FW,25,31,24,"2,177",24.2,14,8,14,0,0,5,0,0.58,0.33,0.91,0.58,0.91,9.3,9.1,4.3,13.3,0.39,0.18,0.56,0.37,0.55,Mark Uth
37,hr CRO,"FW,MF",26,34,22,"2,228",24.8,13,6,11,2,2,1,0,0.53,0.24,0.77,0.44,0.69,9.6,8.1,6.0,14.0,0.39,0.24,0.63,0.33,0.57,Andrej Kramarić
38,at AUT,MF,21,25,21,"1,888",21.0,1,2,1,0,0,5,0,0.05,0.10,0.14,0.05,0.14,1.2,1.2,1.7,2.9,0.06,0.08,0.14,0.06,0.14,Florian Grillitsch
39,de GER,MF,19,21,20,"1,588",17.6,2,1,2,0,0,9,0,0.11,0.06,0.17,0.11,0.17,1.9,1.9,1.3,3.2,0.11,0.07,0.18,0.11,0.18,Dennis Geiger
40,de GER,FW,22,22,20,"1,507",16.7,10,5,10,0,1,0,0,0.60,0.30,0.90,0.60,0.90,5.9,5.1,3.4,8.5,0.35,0.21,0.56,0.31,0.51,Serge Gnabry
41,de GER,"FW,MF",24,27,19,"1,780",19.8,1,2,1,0,0,3,0,0.05,0.10,0.15,0.05,0.15,1.4,1.4,2.9,4.3,0.07,0.15,0.22,0.07,0.22,Nico Schulz
42,de GER,MF,20,28,19,"1,744",19.4,2,3,2,0,0,4,0,0.10,0.15,0.26,0.10,0.26,2.9,2.9,3.4,6.4,0.15,0.18,0.33,0.15,0.33,Nadiem Amiri
43,ng NGA,DF,22,22,17,"1,690",18.8,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.4,1.6,0.01,0.07,0.09,0.01,0.09,Kevin Akpoguma
44,ch SUI,"FW,DF",25,20,17,"1,431",15.9,1,2,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,0.9,0.9,1.3,2.2,0.06,0.08,0.14,0.06,0.14,Steven Zuber
45,de GER,"MF,FW",26,21,15,"1,160",12.9,3,2,3,0,0,1,0,0.23,0.16,0.39,0.23,0.39,2.4,2.4,2.0,4.4,0.19,0.16,0.34,0.19,0.34,Lukas Rupp
46,de GER,MF,24,19,13,"1,211",13.5,2,2,1,1,1,3,0,0.15,0.15,0.30,0.07,0.22,2.2,1.4,2.2,3.6,0.16,0.17,0.33,0.10,0.27,Kerem Demirbay
47,no NOR,DF,27,15,10,969,10.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.04,0.00,0.04,0.04,0.04,Håvard Nordtveit
48,de GER,FW,29,11,10,870,9.7,4,3,3,1,1,3,0,0.41,0.31,0.72,0.31,0.62,3.4,2.6,1.3,4.0,0.35,0.14,0.49,0.27,0.41,Sandro Wagner
49,at AUT,DF,20,9,9,756,8.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Stefan Posch
50,hu HUN,FW,29,18,8,896,10.0,5,1,5,0,0,2,0,0.50,0.10,0.60,0.50,0.60,3.4,3.4,0.8,4.1,0.34,0.08,0.42,0.34,0.42,Ádám Szalai
51,ba BIH,DF,27,9,7,548,6.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.08,0.01,0.08,0.08,0.08,Ermin Bičakčić
52,pl POL,MF,31,9,2,261,2.9,0,1,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,0.2,0.2,0.1,0.3,0.07,0.04,0.11,0.07,0.11,Eugen Polanski
53,de GER,"DF,FW",22,2,2,180,2.0,0,2,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Jeremy Toljan
54,at AUT,"MF,FW",25,5,1,208,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.36,0.08,0.44,0.36,0.44,Robert Žulj
55,de GER,"FW,MF",18,3,1,69,0.8,1,0,1,0,0,0,0,1.30,0.00,1.30,1.30,1.30,0.1,0.1,0.1,0.2,0.14,0.11,0.25,0.14,0.25,Robin Hack
56,de GER,"FW,DF",19,2,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Felix Passlack
57,de GER,"FW,DF",20,3,0,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.40,0.06,0.46,0.40,0.46,Philipp Ochs
58,nl NED,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Justin Hoogma
59,ch SUI,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gregor Kobel
60,de GER,GK,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alexander Stolz
61,ch SUI,GK,26,33,33,"2,969",33.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Roman Bürki
62,gr GRE,DF,29,30,28,"2,373",26.4,2,0,2,0,0,5,1,0.08,0.00,0.08,0.08,0.08,1.0,1.0,0.2,1.2,0.04,0.01,0.05,0.04,0.05,Sokratis Papastathopoulos
63,us USA,"FW,DF",18,32,27,"2,302",25.6,4,5,4,0,0,1,0,0.16,0.20,0.35,0.16,0.35,5.2,5.2,4.9,10.1,0.20,0.19,0.40,0.20,0.40,Christian Pulisic
64,pl POL,DF,32,24,24,"2,138",23.8,0,3,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,1.1,1.1,2.5,3.5,0.04,0.10,0.15,0.04,0.15,Łukasz Piszczek
65,tr TUR,DF,28,26,22,"2,020",22.4,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.8,1.9,0.05,0.04,0.08,0.05,0.08,Ömer Toprak
66,de GER,MF,21,25,20,"1,944",21.6,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Julian Weigl
67,de GER,MF,25,23,19,"1,601",17.8,2,3,2,0,0,1,0,0.11,0.17,0.28,0.11,0.28,2.3,2.3,6.0,8.3,0.13,0.34,0.47,0.13,0.47,Mario Götze
68,de GER,DF,29,18,17,"1,491",16.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.03,0.05,0.01,0.05,Marcel Schmelzer
69,ga GAB,FW,28,16,16,"1,416",15.7,13,3,10,3,4,1,1,0.83,0.19,1.02,0.64,0.83,16.2,13.0,2.3,15.3,1.03,0.15,1.18,0.83,0.98,Pierre-Emerick Aubameyang
70,de GER,MF,30,19,16,"1,206",13.4,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.2,1.2,3.0,4.2,0.09,0.22,0.31,0.09,0.31,Gonzalo Castro
71,de GER,FW,23,20,15,"1,203",13.4,9,1,9,0,0,0,0,0.67,0.07,0.75,0.67,0.75,4.2,4.1,1.9,6.0,0.31,0.14,0.45,0.31,0.45,Maximilian Philipp
72,tr TUR,MF,28,18,14,"1,225",13.6,2,2,2,0,0,2,0,0.15,0.15,0.29,0.15,0.29,2.1,2.1,3.2,5.3,0.15,0.24,0.39,0.15,0.39,Nuri Şahin
73,de GER,DF,22,16,13,"1,211",13.5,1,2,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,0.3,0.3,1.3,1.6,0.02,0.10,0.12,0.02,0.12,Jeremy Toljan
74,ua UKR,"FW,MF",27,18,13,"1,039",11.5,3,3,3,0,0,0,0,0.26,0.26,0.52,0.26,0.52,4.8,4.8,3.2,7.9,0.41,0.27,0.69,0.41,0.69,Andriy Yarmolenko
75,jp JPN,MF,28,19,12,"1,166",13.0,5,2,5,0,0,0,0,0.39,0.15,0.54,0.39,0.54,4.5,4.5,2.9,7.4,0.34,0.22,0.57,0.34,0.57,Shinji Kagawa
