,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
149,it ITA,DF,30,24,22,"1,700",18.9,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.1,1.1,1.1,2.3,0.06,0.06,0.12,0.06,0.12,Aleandro Rosi
150,pt POR,MF,31,22,21,"1,734",19.3,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,2.6,3.7,0.05,0.14,0.19,0.05,0.19,Miguel Veloso
151,ar ARG,DF,34,21,20,"1,798",20.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.04,0.00,0.04,0.04,0.04,Nicolás Spolli
152,it ITA,DF,23,23,20,"1,796",20.0,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,0.8,1.5,0.03,0.04,0.07,0.03,0.07,Davide Biraschi
153,it ITA,MF,32,23,19,"1,574",17.5,2,2,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,5.5,5.5,1.8,7.4,0.32,0.10,0.42,0.32,0.42,Luca Rigoni
154,ma MAR,"FW,MF",28,22,18,"1,615",17.9,2,2,2,0,0,4,1,0.11,0.11,0.22,0.11,0.22,1.5,1.5,2.7,4.2,0.09,0.15,0.23,0.09,0.23,Adel Taarabt
155,it ITA,DF,25,16,16,"1,387",15.4,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.2,1.1,0.06,0.01,0.07,0.06,0.07,Armando Izzo
156,se SWE,MF,25,15,15,"1,279",14.2,0,3,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,1.1,1.1,5.6,6.8,0.08,0.40,0.48,0.08,0.48,Oscar Hiljemark
157,pe PER,FW,27,28,13,"1,495",16.6,6,1,3,3,4,3,0,0.36,0.06,0.42,0.18,0.24,10.5,7.3,1.3,8.6,0.63,0.08,0.71,0.44,0.52,Gianluca Lapadula
158,rs SRB,"DF,MF",26,21,12,"1,242",13.8,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.9,2.4,0.04,0.14,0.18,0.04,0.18,Darko Lazović
159,bg BUL,FW,28,20,12,"1,129",12.5,3,1,2,1,1,2,0,0.24,0.08,0.32,0.16,0.24,3.7,2.9,1.1,4.0,0.29,0.09,0.38,0.23,0.32,Andrey Galabinov
160,pt POR,"FW,MF",23,11,7,641,7.1,2,1,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,0.9,0.9,1.7,2.6,0.12,0.24,0.36,0.12,0.36,Iuri Medeiros
161,be BEL,"MF,DF",21,19,6,797,8.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.06,0.05,0.12,0.06,0.12,Stephane Omeonga
162,gh GHA,MF,25,12,6,591,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Isaac Cofie
163,it ITA,MF,24,11,6,438,4.9,2,0,2,0,0,0,0,0.41,0.00,0.41,0.41,0.41,1.8,1.8,0.6,2.5,0.37,0.13,0.50,0.37,0.50,Daniel Bessa
164,pt POR,DF,19,6,4,381,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.03,0.01,0.03,Pedro Pereira
165,ma MAR,DF,25,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Jawad El Yamiq
166,it ITA,DF,29,6,4,329,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.5,0.01,0.12,0.12,0.01,0.12,Francesco Migliore
167,ar ARG,DF,32,4,3,291,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Santiago Gentiletti
168,it ITA,FW,16,6,3,282,3.1,2,0,2,0,0,2,0,0.64,0.00,0.64,0.64,0.64,0.9,0.9,0.1,1.0,0.28,0.04,0.32,0.28,0.32,Pietro Pellegri
169,hr CRO,MF,23,5,3,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.08,0.05,0.08,Petar Brlek
170,it ITA,"MF,FW",33,4,2,231,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.7,1.6,0.35,0.29,0.64,0.35,0.64,Raffaele Palladino
171,it ITA,MF,23,5,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.17,0.08,0.24,0.17,0.24,Federico Ricci
172,it ITA,"FW,MF",30,9,1,260,2.9,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,2.1,2.1,0.3,2.4,0.72,0.12,0.83,0.72,0.83,Giuseppe Rossi
173,it ITA,GK,27,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Eugenio Lamanna
174,ar ARG,"MF,FW",24,3,1,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Ricardo Centurión
175,it ITA,FW,15,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.24,0.00,0.24,0.24,0.24,Eddie Salcedo
176,fr FRA,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Loïck Landre
177,ro ROU,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Raul Oprut
178,ar ARG,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Thomas Rodríguez
179,it ITA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Zanimacchia
180,cz CZE,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Lukáš Zima
181,it ITA,"DF,MF",33,37,37,"3,103",34.5,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,3.5,4.6,0.03,0.10,0.13,0.03,0.13,Simone Padoin
182,it ITA,MF,20,34,34,"2,955",32.8,6,2,3,3,3,14,2,0.18,0.06,0.24,0.09,0.15,3.6,1.2,1.9,3.1,0.11,0.06,0.17,0.04,0.09,Nicolò Barella
183,it ITA,FW,28,33,31,"2,719",30.2,11,0,11,0,0,8,0,0.36,0.00,0.36,0.36,0.36,11.9,11.9,2.1,14.0,0.40,0.07,0.46,0.40,0.46,Leonardo Pavoletti
184,md MDA,MF,26,36,31,"2,669",29.7,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,2.1,2.1,1.7,3.9,0.07,0.06,0.13,0.07,0.13,Artur Ioniță
185,it ITA,GK,23,29,29,"2,536",28.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alessio Cragno
186,it ITA,DF,27,27,26,"2,227",24.7,3,0,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,1.2,2.3,0.04,0.05,0.09,0.04,0.09,Luca Ceppitelli
187,it ITA,DF,24,35,25,"2,457",27.3,2,4,2,0,0,2,0,0.07,0.15,0.22,0.07,0.22,3.0,3.0,4.8,7.8,0.11,0.18,0.29,0.11,0.29,Paolo Faragò
188,it ITA,MF,31,26,24,"2,024",22.5,2,3,2,0,1,13,2,0.09,0.13,0.22,0.09,0.22,1.6,0.8,4.5,5.3,0.07,0.20,0.27,0.03,0.24,Luca Cigarini
189,it ITA,DF,31,24,22,"1,927",21.4,0,0,0,0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Fabio Pisacane
190,it ITA,DF,20,23,21,"1,888",21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.01,0.01,0.01,Filippo Romagna
191,it ITA,DF,31,23,20,"1,829",20.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Marco Andreolli
192,it ITA,"MF,FW",25,22,19,"1,656",18.4,5,2,4,1,1,6,1,0.27,0.11,0.38,0.22,0.33,3.9,3.2,1.7,4.8,0.21,0.09,0.30,0.17,0.26,João Pedro
193,it ITA,"FW,MF",29,29,16,"1,311",14.6,2,0,2,0,1,2,0,0.14,0.00,0.14,0.14,0.14,3.5,2.7,0.9,3.5,0.24,0.06,0.30,0.18,0.24,Marco Sau
194,br BRA,"FW,MF",27,28,14,"1,609",17.9,1,4,1,0,1,4,0,0.06,0.22,0.28,0.06,0.28,4.7,3.9,1.7,5.6,0.26,0.10,0.36,0.22,0.31,Diego Farias
195,br BRA,DF,30,14,13,"1,141",12.7,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Leandro Castán
196,be BEL,"DF,FW",20,11,8,805,8.9,0,1,0,0,0,2,2,0.00,0.11,0.11,0.00,0.11,0.1,0.1,1.3,1.4,0.01,0.15,0.16,0.01,0.16,Senna Miangue
197,br BRA,GK,35,10,8,794,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Rafael
198,gr GRE,DF,23,11,8,687,7.6,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.8,1.0,0.03,0.10,0.13,0.03,0.13,Charalambos Lykogiannis
199,it ITA,DF,25,9,7,690,7.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Marco Capuano
200,it ITA,"MF,DF",30,17,7,573,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Daniele Dessena
201,it ITA,MF,21,13,4,449,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.18,0.03,0.21,0.18,0.21,Alessandro Deiola
202,it ITA,"FW,DF",26,8,3,293,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.37,0.02,0.39,0.37,0.39,Niccolò Giannetti
203,nl NED,DF,29,5,3,288,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.02,0.01,0.02,Gregory van der Wiel
204,kp PRK,FW,18,7,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.08,0.02,0.10,0.08,0.10,Han Kwang-song
205,it ITA,"MF,FW",37,11,2,243,2.7,0,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,0.1,0.1,0.3,0.4,0.04,0.12,0.16,0.04,0.16,Andrea Cossu
206,co COL,FW,19,6,1,199,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.14,0.18,0.03,0.18,Damir Ceter
207,hr CRO,"FW,MF",27,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Duje Čop
208,it ITA,GK,19,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Luca Crosta
209,it ITA,MF,17,1,0,18,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Fabrizio Caligara
210,it ITA,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nicolò Cabras
211,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Daga
212,it ITA,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Gagliano
213,ci CIV,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Christ Kouadio
214,it ITA,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Ladinetti
215,it ITA,FW,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Federico Melchiorri
216,dk DEN,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alexander Molberg
217,gh GHA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Joseph Tetteh
218,it ITA,DF,23,36,36,"3,116",34.6,2,1,2,0,0,4,0,0.06,0.03,0.09,0.06,0.09,1.2,1.2,2.0,3.2,0.03,0.06,0.09,0.03,0.09,Manuel Lazzari
219,it ITA,DF,22,34,34,"2,850",31.7,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.2,0.02,0.02,0.04,0.02,0.04,Francesco Vicari
220,br BRA,DF,33,30,30,"2,573",28.6,1,1,1,0,0,6,1,0.03,0.03,0.07,0.03,0.07,2.4,2.4,0.3,2.7,0.08,0.01,0.09,0.08,0.09,Felipe dal Belo
221,it ITA,MF,25,29,29,"2,480",27.6,3,3,3,0,1,9,0,0.11,0.11,0.22,0.11,0.22,3.4,2.6,3.3,5.9,0.12,0.12,0.25,0.09,0.21,Federico Viviani
222,it ITA,FW,32,33,28,"2,571",28.6,11,4,6,5,5,1,0,0.39,0.14,0.53,0.21,0.35,8.1,4.2,3.5,7.7,0.28,0.12,0.41,0.15,0.27,Mirco Antenucci
223,it ITA,MF,22,28,26,"2,253",25.0,3,0,3,0,0,3,0,0.12,0.00,0.12,0.12,0.12,2.9,2.9,0.7,3.6,0.12,0.03,0.14,0.12,0.14,Alberto Grassi
224,sn SEN,GK,23,26,25,"2,261",25.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alfred Gomis
225,it ITA,FW,27,36,25,"2,184",24.3,7,0,7,0,0,2,0,0.29,0.00,0.29,0.29,0.29,7.2,7.2,0.9,8.2,0.30,0.04,0.34,0.30,0.34,Alberto Paloschi
226,it ITA,DF,22,29,24,"2,204",24.5,0,0,0,0,0,7,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.03,0.04,0.07,0.03,0.07,Federico Mattiello
227,it ITA,MF,30,31,22,"1,990",22.1,1,3,1,0,0,12,0,0.05,0.14,0.18,0.05,0.18,0.7,0.7,4.2,4.9,0.03,0.19,0.22,0.03,0.22,Pasquale Schiattarella
228,pl POL,DF,26,22,20,"1,725",19.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.05,0.02,0.07,0.05,0.07,Bartosz Salamon
229,si SVN,"MF,FW",28,16,16,"1,440",16.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.0,1.0,0.8,1.8,0.06,0.05,0.11,0.06,0.11,Jasmin Kurtić
230,pl POL,DF,31,15,15,"1,350",15.0,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04,Thiago Cionek
231,it ITA,DF,22,23,14,"1,473",16.4,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.0,1.3,0.02,0.06,0.08,0.02,0.08,Filippo Costa
232,it ITA,GK,20,13,13,"1,158",12.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alex Meret
233,it ITA,MF,29,17,10,934,10.4,0,1,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.3,0.5,0.01,0.03,0.05,0.01,0.05,Luca Mora
234,it ITA,FW,35,20,9,883,9.8,3,0,3,0,0,0,0,0.31,0.00,0.31,0.31,0.31,3.4,3.4,0.3,3.7,0.35,0.03,0.38,0.35,0.38,Sergio Floccari
235,it ITA,FW,35,15,9,773,8.6,1,0,1,0,0,6,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.9,1.5,0.07,0.10,0.18,0.07,0.18,Marco Borriello
236,br BRA,MF,29,11,7,642,7.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.03,0.00,0.03,Everton Luiz
237,fi FIN,DF,23,7,6,541,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.07,0.01,0.08,0.07,0.08,Sauli Väisänen
238,it ITA,MF,25,11,4,488,5.4,2,0,2,0,0,0,0,0.37,0.00,0.37,0.37,0.37,0.5,0.5,0.8,1.4,0.10,0.16,0.25,0.10,0.25,Luca Rizzo
239,it ITA,DF,29,5,4,385,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Michele Cremonesi
240,it ITA,"MF,DF",34,12,3,390,4.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Eros Schiavon
241,hr CRO,DF,21,6,3,318,3.5,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Lorenco Šimić
242,it ITA,"FW,DF",20,11,2,176,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.8,0.33,0.06,0.40,0.33,0.40,Federico Bonazzoli
243,gr GRE,DF,24,4,2,170,1.9,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Marios Oikonomou
244,it ITA,"MF,FW",19,2,1,98,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.31,0.00,0.31,0.31,0.31,Mattia Vitale
245,sn SEN,"DF,MF",32,5,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Boukary Dramé
246,it ITA,GK,21,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gabriele Marchegiani
247,br BRA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Barbosa
248,br BRA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Renato Barbosa
249,it ITA,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Bellemo
250,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Boccafoglia
251,it ITA,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Fabio Della Giovanna
252,it ITA,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Salvatore Esposito
253,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pio Francesco Russo
254,it ITA,DF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniele Gasparetto
255,gn GUI,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pa Konate
256,it ITA,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Poluzzi
257,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Seri
258,ar ARG,FW,29,35,32,"2,815",31.3,16,5,15,1,2,4,0,0.51,0.16,0.67,0.48,0.64,11.8,10.2,3.4,13.6,0.38,0.11,0.48,0.33,0.43,Gonzalo Higuaín
259,ba BIH,MF,27,31,28,"2,484",27.6,5,5,5,0,0,5,0,0.18,0.18,0.36,0.18,0.36,2.4,2.4,5.6,7.9,0.09,0.20,0.29,0.09,0.29,Miralem Pjanić
260,fr FRA,MF,30,32,27,"2,354",26.2,3,1,3,0,0,3,0,0.11,0.04,0.15,0.11,0.15,2.4,2.4,0.9,3.3,0.09,0.04,0.13,0.09,0.13,Blaise Matuidi
261,hr CRO,FW,31,32,27,"2,324",25.8,5,1,5,0,0,4,2,0.19,0.04,0.23,0.19,0.23,5.8,5.8,2.1,7.9,0.23,0.08,0.31,0.23,0.31,Mario Mandžukić
262,ar ARG,"MF,FW",23,33,26,"2,353",26.1,22,3,19,3,5,0,0,0.84,0.11,0.96,0.73,0.84,12.2,8.3,4.6,12.9,0.46,0.18,0.64,0.32,0.49,Paulo Dybala
263,it ITA,DF,32,26,25,"2,161",24.0,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Giorgio Chiellini
264,de GER,MF,30,26,24,"1,912",21.2,9,2,9,0,0,1,0,0.42,0.09,0.52,0.42,0.52,3.7,3.7,1.2,4.9,0.18,0.06,0.23,0.18,0.23,Sami Khedira
265,br BRA,DF,26,26,23,"2,117",23.5,4,3,4,0,0,8,0,0.17,0.13,0.30,0.17,0.30,1.6,1.6,2.8,4.4,0.07,0.12,0.19,0.07,0.19,Alex Sandro
266,it ITA,DF,23,22,22,"1,935",21.5,2,1,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.0,1.0,0.6,1.7,0.05,0.03,0.08,0.05,0.08,Daniele Rugani
267,it ITA,GK,39,21,21,"1,862",20.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gianluigi Buffon
268,ch SUI,DF,33,27,21,"1,704",18.9,0,2,0,0,1,6,0,0.00,0.11,0.11,0.00,0.11,0.9,0.1,0.7,0.7,0.05,0.04,0.08,0.00,0.04,Stephan Lichtsteiner
269,ma MAR,DF,30,20,19,"1,755",19.5,2,0,2,0,0,8,0,0.10,0.00,0.10,0.10,0.10,2.5,2.5,0.0,2.5,0.13,0.00,0.13,0.13,0.13,Medhi Benatia
270,br BRA,"FW,MF",26,31,18,"1,795",19.9,4,6,4,0,0,1,0,0.20,0.30,0.50,0.20,0.50,3.0,3.0,7.6,10.6,0.15,0.38,0.53,0.15,0.53,Douglas Costa
271,gh GHA,DF,28,19,18,"1,568",17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.01,0.04,0.05,0.01,0.05,Kwadwo Asamoah
272,pl POL,GK,27,17,17,"1,530",17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Wojciech Szczęsny
273,co COL,"FW,MF",29,21,15,"1,353",15.0,4,4,4,0,0,5,0,0.27,0.27,0.53,0.27,0.53,3.9,3.9,3.0,6.9,0.26,0.20,0.46,0.26,0.46,Juan Cuadrado
274,it ITA,DF,36,25,14,"1,447",16.1,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.4,0.4,0.00,0.02,0.03,0.00,0.03,Andrea Barzagli
275,it ITA,DF,24,12,10,968,10.8,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.1,0.1,0.3,0.4,0.01,0.02,0.04,0.01,0.04,Mattia De Sciglio
276,it ITA,MF,31,15,9,817,9.1,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.7,1.0,0.03,0.08,0.11,0.03,0.11,Claudio Marchisio
277,it ITA,"FW,MF",23,22,7,847,9.4,4,3,4,0,0,4,0,0.43,0.32,0.74,0.43,0.74,2.8,2.8,2.0,4.8,0.30,0.22,0.52,0.30,0.52,Federico Bernardeschi
278,it ITA,"MF,DF",24,12,7,613,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.04,0.03,0.07,0.04,0.07,Stefano Sturaro
279,uy URU,MF,20,20,5,581,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07,Rodrigo Bentancur
280,de GER,DF,29,3,3,247,2.7,1,0,1,0,0,1,0,0.36,0.00,0.36,0.36,0.36,0.6,0.6,0.1,0.7,0.22,0.03,0.25,0.22,0.25,Benedikt Höwedes
281,it ITA,GK,27,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Carlo Pinsoglio
282,it ITA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Fabrizio Caligara
283,it ITA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Mattia Del Favero
284,it ITA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ferdinando Del Sole
285,it ITA,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Moise Kean
286,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Leonardo Loria
287,hr CRO,"FW,MF",22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marko Pjaca
288,ch SUI,MF,25,35,33,"3,006",33.4,5,2,5,0,0,4,1,0.15,0.06,0.21,0.15,0.21,4.6,4.6,3.8,8.4,0.14,0.11,0.25,0.14,0.25,Remo Freuler
289,it ITA,MF,22,36,33,"2,824",31.4,9,2,9,0,1,4,0,0.29,0.06,0.35,0.29,0.35,8.2,7.5,4.9,12.3,0.26,0.16,0.42,0.24,0.39,Bryan Cristante
290,al ALB,GK,28,31,31,"2,790",31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Etrit Berisha
291,ar ARG,"MF,FW",29,33,31,"2,750",30.6,6,8,4,2,3,2,0,0.20,0.26,0.46,0.13,0.39,11.3,8.9,9.8,18.7,0.37,0.32,0.69,0.29,0.61,Papu Gómez
292,it ITA,DF,31,31,30,"2,707",30.1,4,0,4,0,0,5,0,0.13,0.00,0.13,0.13,0.13,2.9,2.9,0.3,3.2,0.09,0.01,0.11,0.09,0.11,Andrea Masiello
293,nl NED,MF,26,34,29,"2,571",28.6,3,3,2,1,2,9,2,0.11,0.11,0.21,0.07,0.18,3.4,1.8,1.4,3.2,0.12,0.05,0.17,0.06,0.11,Marten de Roon
294,it ITA,DF,26,31,29,"2,445",27.2,1,2,1,0,0,7,2,0.04,0.07,0.11,0.04,0.11,2.1,2.1,1.6,3.7,0.08,0.06,0.14,0.08,0.14,Rafael Tolói
295,nl NED,DF,23,33,26,"2,398",26.6,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,2.2,2.2,1.3,3.5,0.08,0.05,0.13,0.08,0.13,Hans Hateboer
296,it ITA,DF,23,24,24,"2,160",24.0,3,1,3,0,1,5,0,0.12,0.04,0.17,0.12,0.17,3.3,2.6,0.1,2.6,0.14,0.00,0.14,0.11,0.11,Mattia Caldara
