,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
567,ar ARG,DF,32,34,34,"3,060",34.0,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,2.1,2.1,0.2,2.2,0.06,0.01,0.07,0.06,0.07,Matías Silvestre
568,it ITA,FW,34,35,33,"2,719",30.2,19,5,12,7,8,4,0,0.63,0.17,0.79,0.40,0.56,18.3,12.0,6.2,18.2,0.61,0.20,0.81,0.40,0.60,Fabio Quagliarella
569,be BEL,MF,23,32,31,"2,657",29.5,1,3,1,0,0,4,0,0.03,0.10,0.14,0.03,0.14,2.0,2.0,3.3,5.3,0.07,0.11,0.18,0.07,0.18,Dennis Praet
570,it ITA,DF,25,30,29,"2,645",29.4,2,0,2,0,0,4,0,0.07,0.00,0.07,0.07,0.07,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Gian Marco Ferrari
571,pl POL,DF,25,31,28,"2,480",27.6,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.0,1.1,0.00,0.04,0.04,0.00,0.04,Bartosz Bereszyński
572,uy URU,MF,26,37,28,"2,214",24.6,3,6,3,0,0,9,0,0.12,0.24,0.37,0.12,0.37,3.9,3.9,5.2,9.2,0.16,0.21,0.37,0.16,0.37,Gastón Ramírez
573,it ITA,GK,31,27,27,"2,430",27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Emiliano Viviano
574,co COL,FW,26,31,24,"2,108",23.4,11,3,11,0,0,1,0,0.47,0.13,0.60,0.47,0.60,9.7,9.7,3.6,13.2,0.41,0.15,0.56,0.41,0.56,Duván Zapata
575,py PAR,MF,33,28,24,"1,965",21.8,1,2,1,0,0,5,2,0.05,0.09,0.14,0.05,0.14,1.3,1.3,1.6,2.9,0.06,0.07,0.13,0.06,0.13,Édgar Barreto
576,pl POL,MF,22,29,21,"2,139",23.8,3,1,3,0,0,8,0,0.13,0.04,0.17,0.13,0.17,2.2,2.2,2.2,4.4,0.09,0.09,0.19,0.09,0.19,Karol Linetty
577,it ITA,"FW,MF",24,34,19,"1,809",20.1,5,3,5,0,0,5,2,0.25,0.15,0.40,0.25,0.40,8.2,8.2,3.4,11.6,0.41,0.17,0.58,0.41,0.58,Gianluca Caprari
578,it ITA,DF,22,20,16,"1,449",16.1,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.4,1.5,0.01,0.08,0.10,0.01,0.10,Nicola Murru
579,hr CRO,DF,30,17,16,"1,251",13.9,0,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.0,0.0,0.9,0.9,0.00,0.07,0.07,0.00,0.07,Ivan Strinić
580,it ITA,DF,25,13,12,992,11.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.01,0.02,0.01,0.02,Jacopo Sala
581,it ITA,DF,26,14,10,"1,077",12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,1.0,0.01,0.07,0.08,0.01,0.08,Vasco Regini
582,it ITA,GK,36,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Christian Puggioni
583,pl POL,FW,20,22,6,823,9.1,5,2,5,0,0,0,0,0.55,0.22,0.77,0.55,0.77,2.2,2.2,1.0,3.2,0.24,0.11,0.35,0.24,0.35,Dawid Kownacki
584,dk DEN,DF,21,7,6,546,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Joachim Andersen
585,it ITA,MF,23,18,2,360,4.0,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14,Valerio Verre
586,ar ARG,MF,29,12,2,267,3.0,1,1,1,0,0,0,0,0.34,0.34,0.67,0.34,0.67,0.4,0.4,0.5,0.9,0.14,0.17,0.31,0.14,0.31,Ricky Álvarez
587,it ITA,MF,22,6,2,214,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.0,0.0,0.7,0.7,0.00,0.31,0.31,0.00,0.31,Leonardo Capezzi
588,si SVN,GK,27,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Vid Belec
589,ba BIH,DF,29,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Daniel Pavlović
590,it ITA,FW,20,1,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,Federico Bonazzoli
591,rs SRB,MF,25,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.77,0.77,0.00,0.77,Filip Đuričić
592,me MNE,"FW,MF",17,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Ognjen Stijepović
593,br BRA,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dodô
594,it ITA,DF,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,Emanuel Ercolano
595,hu HUN,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gergely Hutvágner
596,sk SVK,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dávid Ivan
597,lt LTU,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Titas Krapikas
598,fr FRA,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Maxime Leverbe
599,it ITA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Andrea Tessiore
600,sk SVK,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Michal Tomič
601,it ITA,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Andrea Tozzo
602,it ITA,GK,18,38,38,"3,420",38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gianluigi Donnarumma
603,ci CIV,MF,20,37,37,"3,264",36.3,5,1,2,3,4,9,0,0.14,0.03,0.17,0.06,0.08,7.5,4.4,3.8,8.2,0.21,0.11,0.31,0.12,0.23,Franck Kessié
604,it ITA,DF,30,35,35,"3,085",34.3,2,1,2,0,0,5,1,0.06,0.03,0.09,0.06,0.09,2.4,2.4,0.9,3.3,0.07,0.03,0.10,0.07,0.10,Leonardo Bonucci
605,ch SUI,DF,24,34,34,"3,005",33.4,1,0,0,1,2,4,2,0.03,0.00,0.03,0.00,0.00,2.3,0.8,1.9,2.7,0.07,0.06,0.13,0.02,0.08,Ricardo Rodríguez
606,es ESP,"FW,MF",23,35,33,"2,830",31.4,6,6,6,0,0,2,1,0.19,0.19,0.38,0.19,0.38,4.3,4.3,7.6,11.9,0.14,0.24,0.38,0.14,0.38,Suso
607,it ITA,MF,27,33,30,"2,541",28.2,8,2,8,0,0,3,0,0.28,0.07,0.35,0.28,0.35,4.1,4.1,3.4,7.5,0.14,0.12,0.26,0.14,0.26,Giacomo Bonaventura
608,it ITA,DF,22,28,27,"2,353",26.1,2,0,2,0,0,8,2,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.3,1.4,0.04,0.01,0.05,0.04,0.05,Alessio Romagnoli
609,tr TUR,"FW,MF",23,31,25,"2,172",24.1,6,6,6,0,0,6,2,0.25,0.25,0.50,0.25,0.50,5.2,5.2,7.1,12.3,0.22,0.29,0.51,0.22,0.51,Hakan Çalhanoğlu
610,ar ARG,MF,31,28,24,"2,039",22.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.8,1.6,0.03,0.04,0.07,0.03,0.07,Lucas Biglia
611,hr CRO,FW,29,31,20,"1,812",20.1,6,3,6,0,0,3,0,0.30,0.15,0.45,0.30,0.45,8.6,8.6,2.1,10.6,0.43,0.10,0.53,0.43,0.53,Nikola Kalinić
612,it ITA,"DF,FW",26,29,19,"1,610",17.9,2,3,2,0,0,5,0,0.11,0.17,0.28,0.11,0.28,2.0,2.0,0.8,2.8,0.11,0.05,0.16,0.11,0.16,Fabio Borini
613,it ITA,DF,20,21,18,"1,564",17.4,1,2,1,0,0,1,2,0.06,0.12,0.17,0.06,0.17,0.8,0.8,2.3,3.1,0.04,0.13,0.18,0.04,0.18,Davide Calabria
614,it ITA,FW,19,28,17,"1,503",16.7,10,1,10,0,0,3,0,0.60,0.06,0.66,0.60,0.66,7.8,7.8,0.8,8.6,0.47,0.05,0.51,0.47,0.51,Patrick Cutrone
615,ar ARG,DF,26,15,12,"1,202",13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.8,1.0,0.02,0.06,0.07,0.02,0.07,Mateo Musacchio
616,it ITA,MF,32,18,12,"1,087",12.1,1,1,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,0.6,0.6,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Riccardo Montolivo
617,it ITA,DF,30,17,11,"1,057",11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.5,0.7,0.01,0.04,0.06,0.01,0.06,Ignazio Abate
618,co COL,DF,30,12,11,994,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.05,0.07,0.02,0.07,Cristián Zapata
619,pt POR,FW,21,24,7,940,10.4,2,1,2,0,0,0,0,0.19,0.10,0.29,0.19,0.29,3.8,3.8,0.9,4.7,0.36,0.09,0.45,0.36,0.45,André Silva
620,it ITA,MF,19,21,5,684,7.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.05,0.09,0.04,0.09,Manuel Locatelli
621,it ITA,DF,23,2,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.04,0.06,0.03,0.06,Andrea Conti
622,it ITA,"DF,FW",30,6,1,144,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Luca Antonelli
623,it ITA,MF,21,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.41,0.00,0.41,0.41,0.41,José Mauri
624,it ITA,MF,18,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Emanuele Torrasi
625,it ITA,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Raoul Bellanova
626,pt POR,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Tiago Dias
627,it ITA,GK,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Antonio Donnarumma
628,it ITA,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matteo Gabbia
629,br BRA,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriel
630,py PAR,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Gómez
631,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Guarnone
632,it ITA,DF,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Paletta
633,it ITA,GK,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marco Storari
634,ar ARG,FW,25,0,0,,,0,,0,0,0,,,,,,,,,,,,,,,,,Emmanuel Torres
635,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Frank Tsadjout
636,it ITA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Niccolò Zanellato
637,al ALB,DF,24,30,30,"2,700",30.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.0,1.0,0.6,1.7,0.03,0.02,0.06,0.03,0.06,Berat Djimsiti
638,it ITA,DF,22,31,25,"2,390",26.6,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,2.0,2.6,0.02,0.08,0.10,0.02,0.10,Lorenzo Venuti
639,it ITA,MF,22,29,25,"2,282",25.4,1,4,1,0,0,10,2,0.04,0.16,0.20,0.04,0.20,1.5,1.5,2.3,3.8,0.06,0.09,0.15,0.06,0.15,Danilo Cataldi
640,it ITA,DF,27,29,25,"2,141",23.8,1,0,1,0,0,6,2,0.04,0.00,0.04,0.04,0.04,0.8,0.8,1.0,1.8,0.04,0.04,0.08,0.04,0.08,Gaetano Letizia
641,it ITA,MF,27,24,20,"1,850",20.6,2,6,2,0,1,2,2,0.10,0.29,0.39,0.10,0.39,2.3,1.5,3.8,5.3,0.11,0.18,0.29,0.07,0.26,Nicolas Viola
642,it ITA,DF,31,16,16,"1,375",15.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.4,0.09,0.01,0.09,0.09,0.09,Andrea Costa
643,it ITA,"MF,FW",18,18,16,"1,347",15.0,3,2,3,0,0,5,0,0.20,0.13,0.33,0.20,0.33,2.7,2.7,1.3,4.1,0.18,0.09,0.27,0.18,0.27,Enrico Brignola
644,al ALB,MF,30,17,15,"1,258",14.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.05,0.08,0.13,0.05,0.13,Ledian Memushaj
645,it ITA,FW,28,24,14,"1,417",15.7,4,1,3,1,1,1,0,0.25,0.06,0.32,0.19,0.25,5.6,4.8,1.3,6.1,0.35,0.08,0.44,0.30,0.39,Massimo Coda
646,it ITA,GK,36,14,14,"1,179",13.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Christian Puggioni
647,ro ROU,DF,25,13,13,"1,170",13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02,Alin Toșca
648,br BRA,MF,28,14,13,"1,153",12.8,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.3,1.0,0.06,0.02,0.08,0.06,0.08,Sandro
649,si SVN,GK,27,13,13,"1,113",12.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Vid Belec
650,it ITA,"MF,DF",21,17,13,"1,112",12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,1.1,1.1,1.7,2.8,0.09,0.14,0.23,0.09,0.23,Cristiano Lombardi
651,rs SRB,"MF,FW",25,15,13,971,10.8,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,1.6,2.4,0.07,0.15,0.22,0.07,0.22,Filip Đuričić
652,gh GHA,MF,24,14,12,"1,048",11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.6,0.08,0.06,0.13,0.08,0.13,Raman Chibsah
653,it ITA,"MF,FW",26,16,12,"1,043",11.6,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,1.9,1.9,1.3,3.2,0.16,0.11,0.27,0.16,0.27,Marco D'Alessandro
654,it ITA,FW,25,16,12,880,9.8,2,1,1,1,1,0,0,0.20,0.10,0.31,0.10,0.20,3.2,2.4,1.5,3.8,0.33,0.15,0.47,0.24,0.39,Pietro Iemmello
655,it ITA,GK,25,13,11,"1,126",12.5,1,0,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Alberto Brignoli
656,it ITA,DF,23,13,11,"1,007",11.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06,Gianluca Di Chiara
657,br BRA,"MF,FW",26,12,11,944,10.5,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,1.0,1.0,2.3,3.3,0.10,0.22,0.31,0.10,0.31,Guilherme
658,fr FRA,DF,34,13,10,957,10.6,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,1.5,1.8,0.02,0.14,0.17,0.02,0.17,Bacary Sagna
659,it ITA,"MF,FW",21,21,10,857,9.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.6,2.7,0.11,0.17,0.28,0.11,0.28,Vittorio Parigini
660,it ITA,"MF,FW",23,12,9,807,9.0,2,1,2,0,0,0,0,0.22,0.11,0.33,0.22,0.33,1.6,1.6,1.5,3.1,0.17,0.17,0.34,0.17,0.34,Amato Ciciretti
661,it ITA,DF,29,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Fabio Lucioni
662,it ITA,DF,25,8,8,592,6.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Luca Antei
663,it ITA,MF,27,15,7,760,8.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Lorenzo Del Pinto
664,ro ROU,"FW,MF",21,11,7,702,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.8,1.8,0.3,2.1,0.23,0.04,0.27,0.23,0.27,George Pușcaș
665,ml MLI,FW,29,11,7,664,7.4,8,0,8,0,0,1,2,1.08,0.00,1.08,1.08,1.08,5.0,5.0,0.1,5.1,0.68,0.02,0.69,0.68,0.69,Cheick Diabaté
666,ma MAR,"MF,DF",25,9,6,478,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.3,0.3,0.2,0.5,0.05,0.04,0.09,0.05,0.09,Achraf Lazaar
667,se SWE,FW,27,9,5,429,4.8,1,0,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,1.4,1.4,0.0,1.4,0.29,0.00,0.29,0.29,0.29,Samuel Armenteros
668,cm CMR,DF,23,5,3,294,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Jean-Claude Billong
669,gh GHA,DF,21,9,2,326,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.01,0.07,0.05,0.07,Bright Gyamfi
670,gp GLP,DF,19,2,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Andrew Gravillon
671,it ITA,FW,30,1,1,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07,Fabio Ceravolo
672,ci CIV,MF,15,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Siriki Sanogo
673,sn SEN,"FW,MF",23,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Mamadou Kanouté
674,it ITA,DF,17,1,0,32,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Luca Sparandeo
675,gn GUI,"FW,MF",28,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.62,0.62,0.00,0.62,Karamoko Cissé
676,it ITA,MF,17,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.84,0.00,0.84,0.84,0.84,Giovanni Volpicelli
677,,,,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,
678,it ITA,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Michele Camporese
679,ch SUI,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Thomas Candeloro
680,it ITA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessio Donnarumma
681,it ITA,MF,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Mirko Eramo
682,it ITA,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Vincenzo Pinto
683,it ITA,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Piscitelli
684,es ESP,DF,19,0,0,,,0,,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Oliva Rutjens
685,al ALB,GK,22,38,38,"3,420",38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Thomas Strakosha
686,nl NED,DF,25,36,36,"3,034",33.7,6,0,6,0,0,3,0,0.18,0.00,0.18,0.18,0.18,2.1,2.1,0.3,2.4,0.06,0.01,0.07,0.06,0.07,Stefan de Vrij
687,br BRA,MF,30,36,35,"2,882",32.0,2,3,2,0,0,9,0,0.06,0.09,0.16,0.06,0.16,2.7,2.7,2.1,4.8,0.09,0.07,0.15,0.09,0.15,Lucas Leiva
688,rs SRB,MF,22,35,33,"2,844",31.6,12,4,12,0,0,8,0,0.38,0.13,0.51,0.38,0.51,6.4,6.4,5.8,12.1,0.20,0.18,0.38,0.20,0.38,Sergej Milinković-Savić
689,it ITA,FW,27,33,33,"2,683",29.8,29,6,22,7,8,3,1,0.97,0.20,1.17,0.74,0.94,20.7,14.4,6.6,20.9,0.69,0.22,0.91,0.48,0.70,Ciro Immobile
690,es ESP,"FW,MF",24,34,32,"2,669",29.7,11,14,10,1,2,5,0,0.37,0.47,0.84,0.34,0.81,7.2,5.7,11.8,17.4,0.24,0.40,0.64,0.19,0.59,Luis Alberto
691,ro ROU,DF,30,31,31,"2,588",28.8,0,1,0,0,0,9,2,0.00,0.03,0.03,0.00,0.03,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Ștefan Radu
692,it ITA,MF,32,31,30,"2,612",29.0,4,3,4,0,0,3,2,0.14,0.10,0.24,0.14,0.24,5.3,5.3,2.6,7.9,0.18,0.09,0.27,0.18,0.27,Marco Parolo
693,ba BIH,"DF,MF",31,35,30,"2,426",27.0,3,4,2,1,1,7,2,0.11,0.15,0.26,0.07,0.22,2.0,1.2,3.9,5.1,0.07,0.14,0.22,0.05,0.19,Senad Lulić
694,me MNE,DF,24,32,28,"2,523",28.0,3,4,3,0,0,3,1,0.11,0.14,0.25,0.11,0.25,3.1,3.1,3.3,6.4,0.11,0.12,0.23,0.11,0.23,Adam Marušić
695,ao ANG,DF,26,21,16,"1,407",15.6,4,0,4,0,0,4,0,0.26,0.00,0.26,0.26,0.26,2.9,2.9,0.2,3.1,0.18,0.01,0.20,0.18,0.20,Bastos
696,it ITA,DF,20,18,12,"1,168",13.0,0,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Luiz Felipe
697,br BRA,DF,22,13,12,996,11.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Wallace
698,be BEL,DF,23,30,10,"1,355",15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,1.2,1.2,1.5,2.7,0.08,0.10,0.18,0.08,0.18,Jordan Lukaku
699,br BRA,"FW,MF",24,21,9,"1,162",12.9,4,6,4,0,0,0,0,0.31,0.46,0.77,0.31,0.77,2.8,2.8,4.3,7.1,0.22,0.33,0.55,0.22,0.55,Felipe Anderson
700,it ITA,MF,20,16,9,777,8.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.09,0.04,0.13,0.09,0.13,Alessandro Murgia
701,rs SRB,DF,32,11,9,775,8.6,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.2,0.7,0.06,0.03,0.09,0.06,0.09,Dušan Basta
702,ec ECU,"FW,MF",28,22,4,717,8.0,3,2,3,0,0,1,0,0.38,0.25,0.63,0.38,0.63,3.9,3.9,0.8,4.6,0.49,0.10,0.59,0.49,0.59,Felipe Caicedo
703,es ESP,DF,24,11,4,592,6.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.02,0.06,0.08,0.02,0.08,Patric
704,uy URU,DF,30,6,4,441,4.9,1,0,1,0,0,0,0,0.20,0.00,0.20,0.20,0.20,0.5,0.5,0.5,1.0,0.11,0.11,0.21,0.11,0.21,Martín Cáceres
705,pt POR,"FW,MF",30,18,2,387,4.3,3,1,3,0,0,2,0,0.70,0.23,0.93,0.70,0.93,1.2,1.2,0.6,1.9,0.29,0.15,0.44,0.29,0.44,Nani
706,it ITA,FW,21,1,1,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Simone Palombi
707,it ITA,MF,29,2,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Davide Di Gennaro
708,br BRA,DF,28,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Maurício
709,it ITA,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Crecco
710,it ITA,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Guido Guerrieri
711,nl NED,DF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Wesley Hoedt
712,pt POR,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Bruno Jordão
713,it ITA,"FW,MF",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Cristiano Lombardi
714,it ITA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessio Miceli
715,pt POR,"FW,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pedro Neto
716,hr CRO,GK,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ivan Vargić
