,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
560,fr FRA,DF,19,33,31,"2,791",31.0,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,1.2,1.2,2.7,3.9,0.04,0.09,0.13,0.04,0.13,Nordi Mukiele
561,fr FRA,DF,32,32,29,"2,635",29.3,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,1.1,1.1,0.2,1.3,0.04,0.01,0.04,0.04,0.04,Daniel Congré
562,fr FRA,DF,24,31,27,"2,459",27.3,0,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,3.7,4.4,0.03,0.13,0.16,0.03,0.16,Ruben Aguilar
563,br BRA,DF,39,27,27,"2,430",27.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.6,2.0,0.05,0.02,0.07,0.05,0.07,Vitorino Hilton
564,ci CIV,FW,28,33,27,"2,193",24.4,10,3,10,0,1,5,1,0.41,0.12,0.53,0.41,0.53,12.4,11.6,2.9,14.5,0.51,0.12,0.63,0.48,0.60,Giovanni Sio
565,be BEL,"FW,MF",21,38,22,"2,096",23.3,8,0,8,0,0,4,0,0.34,0.00,0.34,0.34,0.34,7.0,7.0,1.6,8.7,0.30,0.07,0.37,0.30,0.37,Isaac Mbenza
566,fr FRA,DF,24,22,22,"1,880",20.9,3,3,3,0,0,2,0,0.14,0.14,0.29,0.14,0.29,1.7,1.7,3.8,5.5,0.08,0.18,0.26,0.08,0.26,Jérôme Roussillon
567,fr FRA,MF,20,28,16,"1,543",17.1,1,4,1,0,0,3,0,0.06,0.23,0.29,0.06,0.29,1.9,1.9,3.4,5.3,0.11,0.20,0.31,0.11,0.31,Junior Sambia
568,td CHA,"FW,MF",24,29,13,"1,283",14.3,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.7,2.7,1.2,3.9,0.19,0.09,0.28,0.19,0.28,Casimir Ninga
569,fr FRA,"MF,FW",19,18,12,998,11.1,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,0.9,0.9,1.4,2.3,0.08,0.12,0.21,0.08,0.21,Jonathan Ikone
570,bj BEN,"MF,FW",33,16,11,985,10.9,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,1.1,1.1,1.0,2.1,0.10,0.10,0.20,0.10,0.20,Stéphane Sessègnon
571,za RSA,"MF,FW",24,17,9,881,9.8,1,2,1,0,0,1,0,0.10,0.20,0.31,0.10,0.31,1.7,1.7,1.6,3.3,0.17,0.16,0.33,0.17,0.33,Keagan Dolly
572,sn SEN,FW,34,24,8,934,10.4,2,2,2,0,1,1,0,0.19,0.19,0.39,0.19,0.39,3.3,2.5,0.9,3.4,0.32,0.09,0.40,0.24,0.33,Souleymane Camara
573,uy URU,MF,27,15,8,807,9.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Facundo Píriz
574,fr FRA,"DF,MF",18,9,7,578,6.4,1,1,1,0,0,2,0,0.16,0.16,0.31,0.16,0.31,0.2,0.2,0.1,0.3,0.03,0.01,0.05,0.03,0.05,Nicolas Cozza
575,fr FRA,"FW,MF",29,5,4,271,3.0,0,2,0,0,0,0,0,0.00,0.66,0.66,0.00,0.66,1.0,1.0,1.1,2.1,0.32,0.37,0.70,0.32,0.70,Kévin Bérigaud
576,cm CMR,DF,26,3,3,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.05,0.02,0.05,Ambroise Oyongo
577,cg CGO,DF,20,3,2,171,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Morgan Poaty
578,fr FRA,DF,19,1,1,89,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.11,0.13,0.03,0.13,Jérémie Porsan-Clémenté
579,fr FRA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Yanis Ammour
580,fr FRA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dimitry Bertaud
581,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Romain Caumet
582,cg CGO,"DF,MF",19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Bryan Passi
583,fr FRA,GK,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,Laurent Pionnier
584,cz CZE,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Lukáš Pokorný
585,fr FRA,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Killian Sanson
586,se SWE,GK,27,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Karl-Johan Johnsson
587,fr FRA,DF,30,37,37,"3,320",36.9,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.4,0.4,0.1,0.5,0.01,0.00,0.01,0.01,0.01,Christophe Kerbrat
588,fr FRA,FW,31,37,36,"3,209",35.7,11,2,8,3,4,4,0,0.31,0.06,0.36,0.22,0.28,10.5,7.3,2.4,9.7,0.29,0.07,0.36,0.21,0.27,Jimmy Briand
589,fr FRA,DF,33,29,29,"2,610",29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.02,0.02,0.04,0.02,0.04,Jérémy Sorbon
590,cd COD,DF,23,28,26,"2,420",26.9,0,2,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,1.7,2.6,0.04,0.06,0.10,0.04,0.10,Jordan Ikoko
591,fr FRA,MF,28,26,24,"1,943",21.6,2,1,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,2.2,2.2,1.6,3.8,0.10,0.08,0.18,0.10,0.18,Lucas Deaux
592,fr FRA,MF,34,23,21,"1,621",18.0,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.7,0.7,1.2,1.9,0.04,0.07,0.11,0.04,0.11,Étienne Didot
593,fr FRA,FW,19,32,20,"1,929",21.4,3,1,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,5.7,5.7,2.4,8.1,0.26,0.11,0.38,0.26,0.38,Marcus Thuram
594,pt POR,DF,22,21,19,"1,721",19.1,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.0,1.2,0.01,0.05,0.06,0.01,0.06,Pedro Rebocho
595,fr FRA,"FW,MF",26,22,19,"1,521",16.9,3,3,3,0,0,4,0,0.18,0.18,0.36,0.18,0.36,3.7,3.7,3.7,7.4,0.22,0.22,0.44,0.22,0.44,Yannis Salibur
596,fr FRA,"FW,MF",26,29,18,"1,648",18.3,3,3,3,0,0,2,0,0.16,0.16,0.33,0.16,0.33,2.5,2.5,3.3,5.8,0.14,0.18,0.32,0.14,0.32,Nicolas Benezet
597,fr FRA,MF,19,31,17,"1,793",19.9,3,2,3,0,0,3,1,0.15,0.10,0.25,0.15,0.25,3.6,3.6,1.5,5.0,0.18,0.07,0.25,0.18,0.25,Ludovic Blas
598,fr FRA,"FW,MF",21,29,17,"1,587",17.6,2,2,2,0,0,5,0,0.11,0.11,0.23,0.11,0.23,2.3,2.3,2.2,4.5,0.13,0.13,0.26,0.13,0.26,Marcus Coco
599,cm CMR,DF,20,23,16,"1,524",16.9,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.5,1.4,0.05,0.03,0.09,0.05,0.09,Félix Eboa Eboa
600,sn SEN,MF,31,26,16,"1,384",15.4,5,0,5,0,0,6,0,0.33,0.00,0.33,0.33,0.33,4.4,4.4,0.3,4.7,0.28,0.02,0.31,0.28,0.31,Mustapha Diallo
601,fr FRA,MF,26,15,14,"1,208",13.4,5,4,3,2,2,2,0,0.37,0.30,0.67,0.22,0.52,3.7,2.1,3.9,6.0,0.28,0.29,0.57,0.16,0.45,Clément Grenier
602,fr FRA,DF,31,14,14,"1,135",12.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,1.6,0.03,0.10,0.13,0.03,0.13,Jonathan Martins Pereira
603,fr FRA,DF,28,15,12,"1,048",11.6,0,2,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,1.2,1.3,0.01,0.11,0.11,0.01,0.11,Franck Tabanou
604,gn GUI,"FW,MF",27,14,12,888,9.9,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,1.6,1.6,0.8,2.5,0.17,0.08,0.25,0.17,0.25,Abdoul Camara
605,za RSA,MF,22,22,9,"1,032",11.5,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.4,0.5,0.02,0.03,0.05,0.02,0.05,Lebogang Phiri
606,cd COD,"FW,MF",25,16,4,576,6.4,3,0,2,1,1,1,0,0.47,0.00,0.47,0.31,0.31,2.0,1.2,0.1,1.2,0.31,0.01,0.32,0.18,0.20,Yeni Ngbakoto
607,fr FRA,"FW,MF",36,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.27,0.00,0.27,0.27,0.27,Thibault Giresse
608,fr FRA,FW,28,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Sloan Privat
609,ma MAR,FW,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Karim Achahbar
610,bj BEN,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matteo Ahlinvi
611,fr FRA,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marc-Aurèle Caillard
612,rs SRB,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Denis Petrić
613,mq MTQ,DF,24,34,34,"2,957",32.9,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.2,1.9,0.05,0.00,0.06,0.05,0.06,Christophe Hérelle
614,ml MLI,DF,25,34,33,"2,998",33.3,0,3,0,0,0,8,1,0.00,0.09,0.09,0.00,0.09,0.6,0.6,3.5,4.0,0.02,0.10,0.12,0.02,0.12,Charles Traore
615,fr FRA,"FW,MF",20,36,29,"2,603",28.9,3,4,3,0,0,3,0,0.10,0.14,0.24,0.10,0.24,4.8,4.8,4.0,8.7,0.16,0.14,0.30,0.16,0.30,Samuel Grandsir
616,fr FRA,DF,25,28,28,"2,410",26.8,0,2,0,0,0,5,1,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.4,1.6,0.01,0.05,0.06,0.01,0.06,Mathieu Deplagne
617,fr FRA,MF,30,30,27,"2,177",24.2,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,François Bellugou
618,fr FRA,MF,27,30,26,"2,251",25.0,1,0,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,1.2,1.2,1.8,3.0,0.05,0.07,0.12,0.05,0.12,Karim Azamoum
619,ml MLI,FW,24,33,25,"2,164",24.0,8,2,6,2,2,6,0,0.33,0.08,0.42,0.25,0.33,11.3,9.8,1.5,11.2,0.47,0.06,0.53,0.41,0.47,Adama Niane
620,fr FRA,DF,25,25,24,"2,092",23.2,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.02,0.00,0.03,0.02,0.03,Jimmy Giraudon
621,tn TUN,"MF,FW",22,32,21,"1,956",21.7,5,2,5,0,1,1,0,0.23,0.09,0.32,0.23,0.32,4.7,3.9,2.6,6.5,0.22,0.12,0.34,0.18,0.30,Saîf-Eddine Khaoui
622,ml MLI,GK,27,21,21,"1,890",21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mamadou Samassa
623,fr FRA,"FW,MF",33,23,20,"1,706",19.0,3,2,3,0,0,2,0,0.16,0.11,0.26,0.16,0.26,2.6,2.6,2.7,5.3,0.14,0.14,0.28,0.14,0.28,Stéphane Darbion
624,fr FRA,"FW,MF",25,31,19,"1,615",17.9,2,2,2,0,0,1,0,0.11,0.11,0.22,0.11,0.22,1.8,1.8,2.4,4.1,0.10,0.13,0.23,0.10,0.23,Bryan Pelé
625,ve VEN,DF,33,20,18,"1,715",19.1,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.03,0.01,0.04,0.03,0.04,Oswaldo Vizcarrondo
626,fr FRA,GK,25,17,17,"1,530",17.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Erwin Zelazny
627,fr FRA,"MF,FW",40,26,16,"1,369",15.2,2,2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,1.8,1.8,2.2,4.0,0.12,0.15,0.26,0.12,0.26,Benjamin Nivet
628,cm CMR,MF,26,14,14,"1,192",13.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,1.5,0.01,0.10,0.11,0.01,0.11,Tristan Dingomé
629,kr KOR,FW,26,26,13,"1,195",13.3,6,0,6,0,0,5,0,0.45,0.00,0.45,0.45,0.45,5.3,5.3,0.9,6.1,0.40,0.06,0.46,0.40,0.46,Suk Hyun-jun
630,fr FRA,MF,22,12,12,997,11.1,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Rémi Walter
631,gp GLP,DF,27,11,10,919,10.2,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.5,0.6,0.00,0.05,0.06,0.00,0.06,Jérémy Cordoval
632,ga GAB,DF,24,8,5,470,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Johann Obiang
633,fr FRA,"MF,DF",20,15,4,611,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.02,0.01,0.03,0.02,0.03,Alois Confais
634,tn TUN,"FW,MF",33,16,2,342,3.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.2,0.07,0.25,0.32,0.07,0.32,Chaouki Ben Saada
635,br BRA,DF,19,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gabriel Dos Santos
636,bj BEN,"MF,FW",28,5,0,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.39,0.05,0.45,0.39,0.45,Jonathan Tinhan
637,cm CMR,"FW,MF",17,4,0,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.00,0.12,0.12,0.12,Bryan Mbeumo
638,fr FRA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Yehvann Diouf
639,fr FRA,FW,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Mamadou Sissako
