,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
140,fr FRA,DF,18,18,17,"1,589",17.7,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.1,1.4,0.07,0.00,0.08,0.07,0.08,Jules Koundé
141,rs SRB,DF,21,16,16,"1,440",16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Vukašin Jovanović
142,fr FRA,DF,23,19,16,"1,428",15.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.00,0.05,0.06,0.00,0.06,Théo Pellenard
143,fr FRA,MF,23,18,15,"1,335",14.8,1,2,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,1.4,1.4,1.2,2.7,0.10,0.08,0.18,0.10,0.18,Soualiho Meïté
144,br BRA,DF,26,15,15,"1,291",14.3,0,3,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.6,0.6,2.3,2.9,0.04,0.16,0.20,0.04,0.20,Pablo
145,cz CZE,MF,35,22,11,"1,044",11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,1.5,1.7,0.02,0.13,0.14,0.02,0.14,Jaroslav Plašil
146,dk DEN,FW,26,14,11,914,10.2,4,3,4,0,0,3,0,0.39,0.30,0.69,0.39,0.69,4.0,4.0,2.3,6.3,0.39,0.23,0.62,0.39,0.62,Martin Braithwaite
147,ar ARG,MF,21,21,11,860,9.6,2,1,2,0,0,4,0,0.21,0.10,0.31,0.21,0.31,0.8,0.8,0.4,1.3,0.09,0.05,0.13,0.09,0.13,Valentín Vada
148,fr FRA,FW,23,20,10,957,10.6,3,0,2,1,1,1,0,0.28,0.00,0.28,0.19,0.19,4.2,3.4,0.4,3.8,0.40,0.03,0.43,0.32,0.36,Gaëtan Laborde
149,gw GNB,FW,23,16,8,795,8.8,4,0,4,0,0,2,0,0.45,0.00,0.45,0.45,0.45,4.0,4.0,0.7,4.7,0.45,0.08,0.54,0.45,0.54,Alexandre Mendy
150,fr FRA,DF,29,8,6,566,6.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.09,0.00,0.09,0.09,0.09,Paul Baysse
151,br BRA,"FW,MF",26,19,5,633,7.0,2,1,2,0,0,1,0,0.28,0.14,0.43,0.28,0.43,2.0,2.0,0.9,2.9,0.29,0.12,0.41,0.29,0.41,Jonathan Cafu
152,pl POL,DF,32,7,4,437,4.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.7,0.00,0.14,0.14,0.00,0.14,Igor Lewczuk
153,rs SRB,DF,21,4,4,360,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Milan Gajić
154,fr FRA,GK,21,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jérôme Prior
155,fr FRA,FW,18,6,1,131,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.08,0.03,0.11,0.08,0.11,Zaydou Youssouf
156,de GER,"DF,MF",27,3,1,108,1.2,0,1,0,0,0,0,0,0.00,0.83,0.83,0.00,0.83,0.0,0.0,0.4,0.4,0.00,0.34,0.34,0.00,0.34,Diego Contento
157,fr FRA,DF,18,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Thomas Carrique
158,fr FRA,FW,18,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Ervin Taha
159,bj BEN,DF,21,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Olivier Verdon
160,ci CIV,FW,23,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Thomas Touré
161,fr FRA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Over Mandanda
162,fr FRA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gaëtan Poussin
163,br BRA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matheus Pereira da Silva
164,fr FRA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Aurélien Tchouaméni
165,fr FRA,GK,18,38,38,"3,420",38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Alban Lafont
166,fr FRA,DF,19,36,35,"3,154",35.0,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,1.4,1.4,1.1,2.4,0.04,0.03,0.07,0.04,0.07,Kelvin Amian
167,fr FRA,DF,20,34,34,"3,060",34.0,3,0,3,0,0,8,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,0.6,2.7,0.06,0.02,0.08,0.06,0.08,Issa Diop
168,fr FRA,DF,24,30,30,"2,605",28.9,1,2,1,0,0,7,0,0.03,0.07,0.10,0.03,0.10,3.0,3.0,0.7,3.7,0.10,0.02,0.13,0.10,0.13,Christopher Jullien
169,cd COD,MF,24,28,28,"2,243",24.9,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,2.1,3.7,0.06,0.08,0.15,0.06,0.15,Giannelli Imbula
170,ci CIV,"FW,MF",29,29,27,"2,415",26.8,8,1,4,4,5,5,1,0.30,0.04,0.34,0.15,0.19,8.1,4.1,4.5,8.6,0.30,0.17,0.47,0.15,0.32,Max Gradel
171,dz ALG,FW,25,32,25,"2,333",25.9,5,5,4,1,2,5,0,0.19,0.19,0.39,0.15,0.35,9.0,7.4,5.1,12.5,0.35,0.20,0.54,0.29,0.48,Andy Delort
172,br BRA,"MF,FW",28,27,23,"2,002",22.2,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,1.8,3.4,0.07,0.08,0.15,0.07,0.15,Somália
173,fr FRA,MF,20,26,20,"1,886",21.0,1,3,1,0,0,5,0,0.05,0.14,0.19,0.05,0.19,0.8,0.8,1.4,2.1,0.04,0.07,0.10,0.04,0.10,Alexis Blin
174,ch SUI,DF,27,21,20,"1,699",18.9,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.00,0.02,0.03,0.00,0.03,François Moubandje
175,fr FRA,"FW,MF",22,33,18,"1,688",18.8,1,2,1,0,0,3,0,0.05,0.11,0.16,0.05,0.16,2.0,2.0,2.8,4.7,0.11,0.15,0.25,0.11,0.25,Corentin Jean
176,ci CIV,MF,19,20,18,"1,588",17.6,1,2,1,0,0,5,0,0.06,0.11,0.17,0.06,0.17,1.0,1.0,1.4,2.4,0.05,0.08,0.13,0.05,0.13,Ibrahim Sangaré
177,fr FRA,MF,32,20,18,"1,518",16.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.8,0.02,0.03,0.05,0.02,0.05,Yannick Cahuzac
178,gn GUI,"DF,FW",23,25,17,"1,602",17.8,1,3,1,0,0,5,0,0.06,0.17,0.22,0.06,0.22,0.4,0.4,2.0,2.4,0.02,0.11,0.14,0.02,0.14,Issiaga Sylla
179,fr FRA,FW,24,27,17,"1,513",16.8,6,0,6,0,0,6,0,0.36,0.00,0.36,0.36,0.36,7.7,7.7,0.4,8.2,0.46,0.03,0.48,0.46,0.48,Yaya Sanogo
180,bf BFA,DF,24,21,16,"1,577",17.5,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.03,0.03,0.00,0.03,Steeve Yago
181,se SWE,"MF,FW",28,20,12,"1,028",11.4,3,3,0,3,4,5,0,0.26,0.26,0.53,0.00,0.26,3.6,0.5,2.2,2.7,0.32,0.20,0.51,0.04,0.24,Jimmy Durmaz
182,se SWE,"FW,MF",31,23,8,800,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.1,2.1,0.4,2.6,0.24,0.05,0.29,0.24,0.29,Ola Toivonen
183,cd COD,"FW,MF",23,11,4,368,4.1,1,1,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,1.1,1.1,0.4,1.5,0.27,0.11,0.38,0.27,0.38,Ndombe Mubele
184,fr FRA,DF,20,7,4,275,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.09,0.00,0.09,Clément Michelin
185,fr FRA,MF,22,7,2,227,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Yann Bodiger
186,fr FRA,"FW,MF",21,4,2,193,2.1,1,0,1,0,0,2,0,0.47,0.00,0.47,0.47,0.47,0.2,0.2,0.3,0.5,0.09,0.16,0.25,0.09,0.25,Zinédine Machach
187,fr FRA,MF,20,6,1,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.04,0.09,0.05,0.09,Quentin Boisgard
188,cv CPV,DF,25,2,1,155,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Steven Fortes
189,ma MAR,FW,18,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.23,0.00,0.23,0.23,0.23,Driss Khalid
190,uy URU,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Mauro Goicoechea
191,fr FRA,GK,24,34,34,"3,060",34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alphonse Areola
192,uy URU,FW,30,32,30,"2,581",28.7,28,6,25,3,5,3,0,0.98,0.21,1.19,0.87,1.08,23.4,19.8,6.0,25.8,0.82,0.21,1.03,0.69,0.90,Edinson Cavani
193,fr FRA,DF,21,28,27,"2,423",26.9,0,0,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,1.7,0.05,0.01,0.06,0.05,0.06,Presnel Kimpembe
194,fr FRA,MF,22,33,27,"2,362",26.2,1,5,1,0,0,2,0,0.04,0.19,0.23,0.04,0.23,1.4,1.4,3.7,5.1,0.05,0.14,0.19,0.05,0.19,Adrien Rabiot
195,ar ARG,FW,29,30,26,"2,111",23.5,11,6,11,0,0,1,0,0.47,0.26,0.72,0.47,0.72,12.1,12.1,7.8,19.9,0.51,0.33,0.85,0.51,0.85,Ángel Di María
196,br BRA,DF,23,26,25,"2,262",25.1,0,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,1.3,1.3,0.7,2.0,0.05,0.03,0.08,0.05,0.08,Marquinhos
197,br BRA,DF,32,25,24,"2,115",23.5,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Thiago Silva
198,fr FRA,FW,18,27,24,"2,094",23.3,13,8,13,0,0,2,0,0.56,0.34,0.90,0.56,0.90,14.0,14.0,8.1,22.1,0.60,0.35,0.95,0.60,0.95,Kylian Mbappé
199,br BRA,DF,34,25,23,"2,063",22.9,1,7,1,0,0,7,1,0.04,0.31,0.35,0.04,0.35,1.4,1.4,5.0,6.3,0.06,0.22,0.28,0.06,0.28,Dani Alves
200,br BRA,FW,25,20,20,"1,786",19.8,19,13,15,4,4,5,1,0.96,0.66,1.61,0.76,1.41,14.9,11.7,11.3,23.0,0.75,0.57,1.32,0.59,1.16,Neymar
201,it ITA,MF,24,22,20,"1,718",19.1,0,3,0,0,0,9,1,0.00,0.16,0.16,0.00,0.16,0.3,0.3,2.2,2.5,0.02,0.12,0.13,0.02,0.13,Marco Verratti
202,es ESP,DF,27,22,19,"1,716",19.1,2,4,2,0,0,4,0,0.10,0.21,0.31,0.10,0.31,0.4,0.4,2.1,2.5,0.02,0.11,0.13,0.02,0.13,Yuri Berchiche
203,de GER,"MF,FW",23,30,19,"1,704",18.9,4,5,4,0,0,1,0,0.21,0.26,0.48,0.21,0.48,3.7,3.7,4.5,8.2,0.20,0.24,0.44,0.20,0.44,Julian Draxler
204,fr FRA,DF,24,20,19,"1,704",18.9,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,1.3,1.3,1.6,2.9,0.07,0.08,0.15,0.07,0.15,Layvin Kurzawa
205,ar ARG,MF,21,33,18,"1,776",19.7,4,3,4,0,0,2,0,0.20,0.15,0.35,0.20,0.35,2.8,2.8,1.9,4.6,0.14,0.09,0.24,0.14,0.24,Giovani Lo Celso
206,be BEL,DF,25,24,16,"1,578",17.5,4,4,4,0,0,3,0,0.23,0.23,0.46,0.23,0.46,0.8,0.8,4.4,5.2,0.05,0.25,0.30,0.05,0.30,Thomas Meunier
207,ar ARG,"MF,FW",28,25,14,"1,347",15.0,4,5,4,0,0,2,0,0.27,0.33,0.60,0.27,0.60,2.0,2.0,3.8,5.8,0.13,0.25,0.39,0.13,0.39,Javier Pastore
208,it ITA,MF,34,19,14,"1,154",12.8,1,1,1,0,0,3,1,0.08,0.08,0.16,0.08,0.16,0.5,0.5,0.3,0.9,0.04,0.03,0.07,0.04,0.07,Thiago Motta
209,fr FRA,MF,32,10,8,606,6.7,0,1,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Lassana Diarra
210,fr FRA,"FW,MF",19,20,6,631,7.0,4,0,4,0,0,0,0,0.57,0.00,0.57,0.57,0.57,2.4,2.4,0.7,3.1,0.35,0.10,0.45,0.35,0.45,Christopher Nkunku
211,de GER,GK,27,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Kevin Trapp
212,us USA,FW,17,3,1,122,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.53,0.31,0.85,0.53,0.85,Timothy Weah
213,br BRA,FW,24,5,0,76,0.8,1,1,1,0,0,1,0,1.18,1.18,2.37,1.18,2.37,1.3,1.3,0.7,2.0,1.56,0.80,2.37,1.56,2.37,Lucas Moura
214,fr FRA,MF,30,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Blaise Matuidi
215,fr FRA,DF,18,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Stanley N'Soki
216,fr FRA,FW,17,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Yacine Adli
217,gf GUF,DF,26,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Kévin Rimane
218,pt POR,FW,20,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gonçalo Guedes
219,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Antoine Bernede
220,fr FRA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Callegari
221,fr FRA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Sébastien Cibois
222,fr FRA,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rémy Descamps
223,fr FRA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alec Georgen
224,fr FRA,"MF,FW",23,37,35,"3,102",34.5,10,7,7,3,3,3,0,0.29,0.20,0.49,0.20,0.41,8.8,6.5,8.7,15.1,0.26,0.25,0.51,0.19,0.44,Benjamin Bourigeaud
225,cz CZE,GK,24,34,34,"3,060",34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Tomáš Koubek
226,fr FRA,MF,26,34,34,"3,011",33.5,3,3,3,0,0,11,1,0.09,0.09,0.18,0.09,0.18,4.3,4.3,1.9,6.2,0.13,0.06,0.19,0.13,0.19,Benjamin André
227,fr FRA,DF,20,36,32,"2,919",32.4,2,2,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,2.6,2.6,0.2,2.7,0.08,0.01,0.08,0.08,0.08,Joris Gnagnon
228,ml MLI,DF,25,30,30,"2,637",29.3,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,1.3,1.8,0.02,0.05,0.06,0.02,0.06,Hamari Traoré
229,dz ALG,DF,22,29,26,"2,342",26.0,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,2.1,3.4,0.05,0.08,0.13,0.05,0.13,Ramy Bensebaini
230,fr FRA,"DF,MF",20,28,25,"2,315",25.7,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.6,0.8,0.01,0.02,0.03,0.01,0.03,Jérémy Gélin
231,tn TUN,"FW,MF",26,24,23,"1,918",21.3,9,2,6,3,4,8,1,0.42,0.09,0.52,0.28,0.38,7.8,4.6,3.8,8.4,0.36,0.18,0.54,0.22,0.39,Wahbi Khazri
