,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Abdoulaye Doucouré,"£ 120,000","£ 6,240,000","£ 6,240,000",M,27,Mali,Everton,Premier League,2020-2021
2,Alex Iwobi,"£ 120,000","£ 6,240,000","£ 6,240,000",F,24,Nigeria,Everton,Premier League,2020-2021
3,Bernard,"£ 120,000","£ 6,240,000","£ 6,240,000",F,28,Brazil,Everton,Premier League,2020-2021
4,Yerry Mina,"£ 120,000","£ 6,240,000","£ 6,240,000",D,26,Colombia,Everton,Premier League,2020-2021
5,André Gomes,"£ 112,308","£ 5,840,000","£ 5,840,000",M,27,Portugal,Everton,Premier League,2020-2021
6,Jordan Pickford,"£ 100,000","£ 5,200,000","£ 5,200,000",K,26,England,Everton,Premier League,2020-2021
7,Dominic Calvert-Lewin,"£ 100,000","£ 5,200,000","£ 5,200,000",F,23,England,Everton,Premier League,2020-2021
8,Gylfi Sigurdsson,"£ 100,000","£ 5,200,000","£ 5,200,000",F,31,Iceland,Everton,Premier League,2020-2021
9,Lucas Digne,"£ 90,000","£ 4,680,000","£ 4,680,000",D,27,France,Everton,Premier League,2020-2021
10,Richarlison,"£ 90,000","£ 4,680,000","£ 4,680,000",F,23,Brazil,Everton,Premier League,2020-2021
11,James Rodríguez,"£ 90,000","£ 4,680,000","£ 4,680,000",F,29,Colombia,Everton,Premier League,2020-2021
12,Michael Keane,"£ 80,000","£ 4,160,000","£ 4,160,000",D,27,England,Everton,Premier League,2020-2021
13,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,160,000",M,30,England,Everton,Premier League,2020-2021
14,Yannick Bolasie,"£ 75,000","£ 3,900,000","£ 3,900,000",F,31,Democratic Republic of the Congo,Everton,Premier League,2020-2021
15,Ben Godfrey,"£ 75,000","£ 3,900,000","£ 3,900,000",D,22,England,Everton,Premier League,2020-2021
16,Jean-Philippe Gbamin,"£ 75,000","£ 3,900,000","£ 3,900,000",M,25,Cote d'Ivoire,Everton,Premier League,2020-2021
17,Mason Holgate,"£ 70,000","£ 3,640,000","£ 3,640,000",D,23,England,Everton,Premier League,2020-2021
18,Seamus Coleman,"£ 70,000","£ 3,640,000","£ 3,640,000",D,32,Ireland,Everton,Premier League,2020-2021
19,Allan,"£ 70,000","£ 3,640,000","£ 3,640,000",M,29,Brazil,Everton,Premier League,2020-2021
20,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,120,000",F,29,Turkey,Everton,Premier League,2020-2021
21,Joshua King,"£ 45,000","£ 2,340,000","£ 2,340,000",F,29,Norway,Everton,Premier League,2020-2021
22,Muhamed Besic,"£ 30,000","£ 1,560,000","£ 1,560,000",M,28,Bosnia-Herzegovina,Everton,Premier League,2020-2021
23,Jonas Lössl,"£ 28,077","£ 1,460,000","£ 1,460,000",K,31,Denmark,Everton,Premier League,2020-2021
24,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,300,000",M,22,England,Everton,Premier League,2020-2021
25,Robin Olsen,"£ 15,250","£ 793,000","£ 793,000",K,30,Sweden,Everton,Premier League,2020-2021
26,Jonjoe Kenny,"£ 15,000","£ 780,000","£ 780,000",D,23,England,Everton,Premier League,2020-2021
27,Matthew Pennington,"£ 12,500","£ 650,000","£ 650,000",D,26,England,Everton,Premier League,2020-2021
28,Anthony Gordon,"£ 10,000","£ 520,000","£ 520,000",F,19,England,Everton,Premier League,2020-2021
29,Beni Baningime,"£ 8,077","£ 420,000","£ 420,000",M,22,Democratic Republic of the Congo,Everton,Premier League,2020-2021
30,João Virgínia,"£ 7,500","£ 390,000","£ 390,000",K,21,Portugal,Everton,Premier League,2020-2021
31,Jarrad Branthwaite,"£ 5,500","£ 286,000","£ 286,000",D,18,England,Everton,Premier League,2020-2021
32,Niels Nkounkou,"£ 4,500","£ 234,000","£ 234,000",D,19,France,Everton,Premier League,2020-2021
