,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,N'Golo Kanté,"£ 290,000","£ 15,080,000","£ 15,080,000",M,29,France,Chelsea,Premier League,2020-2021
2,Ben Chilwell,"£ 190,000","£ 9,880,000","£ 9,880,000",D,23,England,Chelsea,Premier League,2020-2021
3,Callum Hudson-Odoi,"£ 180,000","£ 9,360,000","£ 9,360,000",F,19,England,Chelsea,Premier League,2020-2021
4,Timo Werner,"£ 170,000","£ 8,840,000","£ 8,840,000",F,24,Germany,Chelsea,Premier League,2020-2021
5,Kepa,"£ 150,000","£ 7,800,000","£ 7,800,000",K,26,Spain,Chelsea,Premier League,2020-2021
6,César Azpilicueta,"£ 150,000","£ 7,800,000","£ 7,800,000",D,31,Spain,Chelsea,Premier League,2020-2021
7,Christian Pulisic,"£ 150,000","£ 7,800,000","£ 7,800,000",F,22,United States,Chelsea,Premier League,2020-2021
8,Kai Havertz,"£ 140,000","£ 7,280,000","£ 7,280,000",F,21,Germany,Chelsea,Premier League,2020-2021
9,Olivier Giroud,"£ 110,000","£ 5,720,000","£ 5,720,000",F,34,France,Chelsea,Premier League,2020-2021
10,Jorginho,"£ 110,000","£ 5,720,000","£ 5,720,000",M,28,Italy,Chelsea,Premier League,2020-2021
11,Thiago Silva,"£ 110,000","£ 5,720,000","£ 5,720,000",D,36,Brazil,Chelsea,Premier League,2020-2021
12,Reece James,"£ 100,000","£ 5,200,000","£ 5,200,000",D,20,England,Chelsea,Premier League,2020-2021
13,Hakim Ziyech,"£ 100,000","£ 5,200,000","£ 5,200,000",F,27,Morocco,Chelsea,Premier League,2020-2021
14,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,200,000",M,26,Croatia,Chelsea,Premier League,2020-2021
15,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,200,000",D,29,Spain,Chelsea,Premier League,2020-2021
16,Danny Drinkwater,"£ 100,000","£ 5,200,000","£ 5,200,000",M,30,England,Chelsea,Premier League,2020-2021
17,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,200,000",D,27,Germany,Chelsea,Premier League,2020-2021
18,Abdul Rahman Baba,"£ 86,000","£ 4,472,000","£ 4,472,000",D,26,Ghana,Chelsea,Premier League,2020-2021
19,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,160,000",D,24,Denmark,Chelsea,Premier League,2020-2021
20,Mason Mount,"£ 80,000","£ 4,160,000","£ 4,160,000",F,21,England,Chelsea,Premier League,2020-2021
21,Emerson,"£ 75,000","£ 3,900,000","£ 3,900,000",D,26,Italy,Chelsea,Premier League,2020-2021
22,Tammy Abraham,"£ 57,692","£ 3,000,000","£ 3,000,000",F,23,England,Chelsea,Premier League,2020-2021
23,Edouard Mendy,"£ 55,000","£ 2,860,000","£ 2,860,000",K,28,Senegal,Chelsea,Premier League,2020-2021
24,Kurt Zouma,"£ 40,000","£ 2,080,000","£ 2,080,000",D,25,France,Chelsea,Premier League,2020-2021
25,Charly Musonda Jr,"£ 40,000","£ 2,080,000","£ 2,080,000",F,24,Belgium,Chelsea,Premier League,2020-2021
26,Willy Caballero,"£ 35,000","£ 1,820,000","£ 1,820,000",K,39,Argentina,Chelsea,Premier League,2020-2021
27,Fikayo Tomori,"£ 14,423","£ 750,000","£ 750,000",D,22,England,Chelsea,Premier League,2020-2021
28,Billy Gilmour,"£ 5,000","£ 260,000","£ 260,000",M,19,Scotland,Chelsea,Premier League,2020-2021
29,Karlo Ziger,"£ 4,808","£ 250,000","£ 250,000",K,19,Croatia,Chelsea,Premier League,2020-2021
