,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Jamie Vardy,"£ 140,000","£ 7,280,000","£ 7,280,000",F,33,England,Leicester,Premier League,2020-2021
2,Kasper Schmeichel,"£ 130,000","£ 6,760,000","£ 6,760,000",K,33,Denmark,Leicester,Premier League,2020-2021
3,James Maddison,"£ 110,000","£ 5,720,000","£ 5,720,000",F,23,England,Leicester,Premier League,2020-2021
4,Jonny Evans,"£ 100,000","£ 5,200,000","£ 5,200,000",D,32,Northern Ireland,Leicester,Premier League,2020-2021
5,Islam Slimani,"£ 80,000","£ 4,160,000","£ 4,160,000",F,32,Algeria,Leicester,Premier League,2020-2021
6,Kelechi Iheanacho,"£ 80,000","£ 4,160,000","£ 4,160,000",F,24,Nigeria,Leicester,Premier League,2020-2021
7,Cengiz Ünder,"£ 77,500","£ 4,030,000","£ 4,030,000",F,23,Turkey,Leicester,Premier League,2020-2021
8,Wilfred Ndidi,"£ 75,000","£ 3,900,000","£ 3,900,000",M,23,Nigeria,Leicester,Premier League,2020-2021
9,Dennis Praet,"£ 75,000","£ 3,900,000","£ 3,900,000",M,26,Belgium,Leicester,Premier League,2020-2021
10,Ricardo Pereira,"£ 70,000","£ 3,640,000","£ 3,640,000",D,27,Portugal,Leicester,Premier League,2020-2021
11,Timothy Castagne,"£ 65,000","£ 3,380,000","£ 3,380,000",D,24,Belgium,Leicester,Premier League,2020-2021
12,Wes Morgan,"£ 60,000","£ 3,120,000","£ 3,120,000",D,36,Jamaica,Leicester,Premier League,2020-2021
13,Nampalys Mendy,"£ 55,000","£ 2,860,000","£ 2,860,000",M,28,France,Leicester,Premier League,2020-2021
14,Demarai Gray,"£ 55,000","£ 2,860,000","£ 2,860,000",F,24,England,Leicester,Premier League,2020-2021
15,Christian Fuchs,"£ 50,000","£ 2,600,000","£ 2,600,000",D,34,Austria,Leicester,Premier League,2020-2021
16,Ayoze Pérez,"£ 45,000","£ 2,340,000","£ 2,340,000",F,27,Spain,Leicester,Premier League,2020-2021
17,Caglar Söyüncü,"£ 45,000","£ 2,340,000","£ 2,340,000",D,24,Turkey,Leicester,Premier League,2020-2021
18,Marc Albrighton,"£ 45,000","£ 2,340,000","£ 2,340,000",M,30,England,Leicester,Premier League,2020-2021
19,Danny Ward,"£ 40,000","£ 2,080,000","£ 2,080,000",K,27,Wales,Leicester,Premier League,2020-2021
20,Youri Tielemans,"£ 35,000","£ 1,820,000","£ 1,820,000",M,23,Belgium,Leicester,Premier League,2020-2021
21,Eldin Jakupovic,"£ 23,077","£ 1,200,000","£ 1,200,000",K,36,Switzerland,Leicester,Premier League,2020-2021
22,Daniel Amartey,"£ 20,000","£ 1,040,000","£ 1,040,000",M,25,Ghana,Leicester,Premier League,2020-2021
23,Wesley Fofana,"£ 19,231","£ 1,000,000","£ 1,000,000",D,19,France,Leicester,Premier League,2020-2021
24,James Justin,"£ 10,000","£ 520,000","£ 520,000",D,22,England,Leicester,Premier League,2020-2021
25,Harvey Barnes,"£ 10,000","£ 520,000","£ 520,000",M,22,England,Leicester,Premier League,2020-2021
26,Luke Thomas,"£ 10,000","£ 520,000","£ 520,000",D,19,England,Leicester,Premier League,2020-2021
27,Hamza Choudhury,"£ 7,500","£ 390,000","£ 390,000",M,23,England,Leicester,Premier League,2020-2021
