,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Andrii Yarmolenko,"£ 115,000","£ 5,980,000","£ 5,980,000",F,30,Ukraine,West Ham,Premier League,2020-2021
2,Sébastien Haller,"£ 75,000","£ 3,900,000","£ 3,900,000",F,26,France,West Ham,Premier League,2020-2021
3,Jesse Lingard,"£ 75,000","£ 3,900,000","£ 3,900,000",F,28,England,West Ham,Premier League,2020-2021
4,Manuel Lanzini,"£ 70,000","£ 3,640,000","£ 3,640,000",F,27,Argentina,West Ham,Premier League,2020-2021
5,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,640,000",D,32,Italy,West Ham,Premier League,2020-2021
6,Michail Antonio,"£ 70,000","£ 3,640,000","£ 3,640,000",F,30,England,West Ham,Premier League,2020-2021
7,Issa Diop,"£ 66,923","£ 3,480,000","£ 3,480,000",D,23,France,West Ham,Premier League,2020-2021
8,Pablo Fornals,"£ 65,000","£ 3,380,000","£ 3,380,000",M,24,Spain,West Ham,Premier League,2020-2021
9,Tomas Soucek,"£ 65,000","£ 3,380,000","£ 3,380,000",M,25,Czech Republic,West Ham,Premier League,2020-2021
10,Lukasz Fabianski,"£ 65,000","£ 3,380,000","£ 3,380,000",K,35,Poland,West Ham,Premier League,2020-2021
11,Jarrod Bowen,"£ 60,000","£ 3,120,000","£ 3,120,000",F,23,England,West Ham,Premier League,2020-2021
12,Declan Rice,"£ 60,000","£ 3,120,000","£ 3,120,000",M,21,England,West Ham,Premier League,2020-2021
13,Saïd Benrahma,"£ 55,000","£ 2,860,000","£ 2,860,000",F,25,Algeria,West Ham,Premier League,2020-2021
14,Aaron Cresswell,"£ 50,000","£ 2,600,000","£ 2,600,000",D,30,England,West Ham,Premier League,2020-2021
15,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,600,000",M,33,England,West Ham,Premier League,2020-2021
16,Craig Dawson,"£ 45,000","£ 2,340,000","£ 2,340,000",D,30,England,West Ham,Premier League,2020-2021
17,Fabián Balbuena,"£ 40,000","£ 2,080,000","£ 2,080,000",D,29,Paraguay,West Ham,Premier League,2020-2021
18,Robert Snodgrass,"£ 40,000","£ 2,080,000","£ 2,080,000",F,33,Scotland,West Ham,Premier League,2020-2021
19,Ryan Fredericks,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,England,West Ham,Premier League,2020-2021
20,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,080,000",D,26,Democratic Republic of the Congo,West Ham,Premier League,2020-2021
21,Vladimir Coufal,"£ 35,000","£ 1,820,000","£ 1,820,000",D,28,Czech Republic,West Ham,Premier League,2020-2021
22,Darren Randolph,"£ 35,000","£ 1,820,000","£ 1,820,000",K,33,Ireland,West Ham,Premier League,2020-2021
23,Ben Johnson,"£ 20,000","£ 1,040,000","£ 1,040,000",D,20,England,West Ham,Premier League,2020-2021
24,Frederik Alves,"£ 15,385","£ 800,000","£ 800,000",D,21,Denmark,West Ham,Premier League,2020-2021
25,David Martin,"£ 8,000","£ 416,000","£ 416,000",K,34,England,West Ham,Premier League,2020-2021
