,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Gareth Bale,"£ 600,000","£ 31,200,000","£ 31,200,000",F,31,Wales,Tottenham,Premier League,2020-2021
2,Tanguy Ndombélé,"£ 200,000","£ 10,400,000","£ 10,400,000",M,23,France,Tottenham,Premier League,2020-2021
3,Harry Kane,"£ 200,000","£ 10,400,000","£ 10,400,000",F,27,England,Tottenham,Premier League,2020-2021
4,Heung-min Son,"£ 140,000","£ 7,280,000","£ 7,280,000",F,28,South Korea,Tottenham,Premier League,2020-2021
5,Hugo Lloris,"£ 100,000","£ 5,200,000","£ 5,200,000",K,33,France,Tottenham,Premier League,2020-2021
6,Dele Alli,"£ 100,000","£ 5,200,000","£ 5,200,000",F,24,England,Tottenham,Premier League,2020-2021
7,Pierre-Emile Höjbjerg,"£ 100,000","£ 5,200,000","£ 5,200,000",M,25,Denmark,Tottenham,Premier League,2020-2021
8,Lucas Moura,"£ 90,000","£ 4,680,000","£ 4,680,000",F,28,Brazil,Tottenham,Premier League,2020-2021
9,Eric Dier,"£ 85,000","£ 4,420,000","£ 4,420,000",D,26,England,Tottenham,Premier League,2020-2021
10,Toby Alderweireld,"£ 80,000","£ 4,160,000","£ 4,160,000",D,31,Belgium,Tottenham,Premier League,2020-2021
11,Erik Lamela,"£ 80,000","£ 4,160,000","£ 4,160,000",F,28,Argentina,Tottenham,Premier League,2020-2021
12,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,160,000",M,31,France,Tottenham,Premier League,2020-2021
13,Steven Bergwijn,"£ 75,000","£ 3,900,000","£ 3,900,000",F,23,Netherlands,Tottenham,Premier League,2020-2021
14,Serge Aurier,"£ 70,000","£ 3,640,000","£ 3,640,000",D,27,Cote d'Ivoire,Tottenham,Premier League,2020-2021
15,Giovani Lo Celso,"£ 70,000","£ 3,640,000","£ 3,640,000",M,24,Argentina,Tottenham,Premier League,2020-2021
16,Matt Doherty,"£ 65,000","£ 3,380,000","£ 3,380,000",D,28,Ireland,Tottenham,Premier League,2020-2021
17,Davinson Sánchez,"£ 65,000","£ 3,380,000","£ 3,380,000",D,24,Colombia,Tottenham,Premier League,2020-2021
18,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,120,000",D,30,England,Tottenham,Premier League,2020-2021
19,Ben Davies,"£ 60,000","£ 3,120,000","£ 3,120,000",D,27,Wales,Tottenham,Premier League,2020-2021
20,Sergio Reguilón,"£ 53,000","£ 2,756,000","£ 2,756,000",D,23,Spain,Tottenham,Premier League,2020-2021
21,Gedson Fernandes,"£ 50,769","£ 2,640,000","£ 2,640,000",M,21,Portugal,Tottenham,Premier League,2020-2021
22,Harry Winks,"£ 50,000","£ 2,600,000","£ 2,600,000",M,24,England,Tottenham,Premier League,2020-2021
23,Joe Hart,"£ 45,000","£ 2,340,000","£ 2,340,000",K,33,England,Tottenham,Premier League,2020-2021
24,Japhet Tanganga,"£ 25,000","£ 1,300,000","£ 1,300,000",D,21,England,Tottenham,Premier League,2020-2021
25,Jack Clarke,"£ 25,000","£ 1,300,000","£ 1,300,000",F,19,England,Tottenham,Premier League,2020-2021
26,Paulo Gazzaniga,"£ 20,000","£ 1,040,000","£ 1,040,000",K,28,Argentina,Tottenham,Premier League,2020-2021
27,Joe Rodon,"£ 9,615","£ 500,000","£ 500,000",D,22,Wales,Tottenham,Premier League,2020-2021
28,Carlos Vinícius,"£ 7,500","£ 390,000","£ 390,000",F,25,Brazil,Tottenham,Premier League,2020-2021
29,Alfie Whiteman,"£ 2,500","£ 130,000","£ 130,000",K,22,England,Tottenham,Premier League,2020-2021
