,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Aymeric Laporte,"€ 156,269","€ 8,126,000","€ 8,549,567",D,22,France,Athletic Club,La Liga,2016-2017
2,Raúl García,"€ 106,231","€ 5,524,000","€ 5,811,938",M,29,Spain,Athletic Club,La Liga,2016-2017
3,Iñaki Williams,"€ 67,904","€ 3,531,000","€ 3,715,053",F,22,Spain,Athletic Club,La Liga,2016-2017
4,Óscar de Marcos,"€ 47,346","€ 2,462,000","€ 2,590,331",D,27,Spain,Athletic Club,La Liga,2016-2017
5,Markel Susaeta,"€ 44,827","€ 2,331,000","€ 2,452,503",F,28,Spain,Athletic Club,La Liga,2016-2017
6,Iker Muniain,"€ 40,346","€ 2,098,000","€ 2,207,358",F,23,Spain,Athletic Club,La Liga,2016-2017
7,Ander Iturraspe,"€ 39,788","€ 2,069,000","€ 2,176,846",M,27,Spain,Athletic Club,La Liga,2016-2017
8,Aritz Aduriz,"€ 29,346","€ 1,526,000","€ 1,605,543",F,35,Spain,Athletic Club,La Liga,2016-2017
9,Gorka Iraizoz,"€ 27,904","€ 1,451,000","€ 1,526,633",K,35,Spain,Athletic Club,La Liga,2016-2017
10,Mikel Balenziaga,"€ 23,885","€ 1,242,000","€ 1,306,739",D,28,Spain,Athletic Club,La Liga,2016-2017
11,Kepa,"€ 19,558","€ 1,017,000","€ 1,070,011",K,21,Spain,Athletic Club,La Liga,2016-2017
12,Mikel San José,"€ 18,346","€ 954,000","€ 1,003,727",M,27,Spain,Athletic Club,La Liga,2016-2017
13,Iñigo Lekue,"€ 17,346","€ 902,000","€ 949,017",D,23,Spain,Athletic Club,La Liga,2016-2017
14,Mikel Rico,"€ 17,058","€ 887,000","€ 933,235",M,31,Spain,Athletic Club,La Liga,2016-2017
15,Eneko Bóveda,"€ 15,750","€ 819,000","€ 861,690",D,27,Spain,Athletic Club,La Liga,2016-2017
16,Gorka Elustondo,"€ 15,692","€ 816,000","€ 858,534",M,29,Spain,Athletic Club,La Liga,2016-2017
17,Iago Herrerín,"€ 12,962","€ 674,000","€ 709,132",K,28,Spain,Athletic Club,La Liga,2016-2017
18,Borja Viguera,"€ 11,904","€ 619,000","€ 651,265",F,29,Spain,Athletic Club,La Liga,2016-2017
19,Mikel Vesga,"€ 11,750","€ 611,000","€ 642,848",M,23,Spain,Athletic Club,La Liga,2016-2017
20,Enric Saborit,"€ 9,615","€ 500,000","€ 526,062",D,24,Spain,Athletic Club,La Liga,2016-2017
21,Unai López,"€ 6,615","€ 344,000","€ 361,931",M,20,Spain,Athletic Club,La Liga,2016-2017
22,Asier Villalibre,"€ 3,981","€ 207,000","€ 217,790",F,18,Spain,Athletic Club,La Liga,2016-2017
23,Unai Simón,€ 654,"€ 34,000","€ 35,772",K,19,Spain,Athletic Club,La Liga,2016-2017
24,Yeray Álvarez,€ 0,€ 0,€ 0,D,21,Spain,Athletic Club,La Liga,2016-2017
25,Alex Remiro,€ 0,€ 0,€ 0,K,21,Spain,Athletic Club,La Liga,2016-2017
26,Beñat Etxebarria,€ 0,€ 0,€ 0,M,29,Spain,Athletic Club,La Liga,2016-2017
27,Gorka Santamaría,€ 0,€ 0,€ 0,F,20,Spain,Athletic Club,La Liga,2016-2017
28,Javi Eraso,€ 0,€ 0,€ 0,M,26,Spain,Athletic Club,La Liga,2016-2017
29,Kike Sola,€ 0,€ 0,€ 0,F,30,Spain,Athletic Club,La Liga,2016-2017
30,Markel Etxeberria,€ 0,€ 0,€ 0,D,21,Spain,Athletic Club,La Liga,2016-2017
31,Óscar Gil,€ 0,€ 0,€ 0,D,21,Spain,Athletic Club,La Liga,2016-2017
32,Sabin Merino,€ 0,€ 0,€ 0,F,24,Spain,Athletic Club,La Liga,2016-2017
33,Urtzi Iriondo,€ 0,€ 0,€ 0,D,21,Spain,Athletic Club,La Liga,2016-2017
34,Xabier Etxeita,€ 0,€ 0,€ 0,D,28,Spain,Athletic Club,La Liga,2016-2017
35,Ager Aketxe,€ 0,€ 0,€ 0,M,22,Spain,Athletic Club,La Liga,2016-2017
