,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Romelu Lukaku,"£ 325,000","£ 16,900,000","£ 16,900,000",F,28,Belgium,Chelsea,Premier League,2021-2022
2,N'Golo Kanté,"£ 290,000","£ 15,080,000","£ 15,080,000",M,30,France,Chelsea,Premier League,2021-2022
3,Timo Werner,"£ 271,923","£ 14,140,000","£ 14,140,000",F,25,Germany,Chelsea,Premier League,2021-2022
4,Saúl Ñíguez,"£ 198,269","£ 10,310,000","£ 10,310,000",M,27,Spain,Chelsea,Premier League,2021-2022
5,Ben Chilwell,"£ 190,000","£ 9,880,000","£ 9,880,000",D,25,England,Chelsea,Premier League,2021-2022
6,Callum Hudson-Odoi,"£ 180,000","£ 9,360,000","£ 9,360,000",F,21,England,Chelsea,Premier League,2021-2022
7,Kai Havertz,"£ 150,000","£ 7,800,000","£ 7,800,000",F,22,Germany,Chelsea,Premier League,2021-2022
8,César Azpilicueta,"£ 150,000","£ 7,800,000","£ 7,800,000",D,32,Spain,Chelsea,Premier League,2021-2022
9,Christian Pulisic,"£ 150,000","£ 7,800,000","£ 7,800,000",F,23,United States,Chelsea,Premier League,2021-2022
10,Kepa Arrizabalaga,"£ 150,000","£ 7,800,000","£ 7,800,000",K,27,Spain,Chelsea,Premier League,2021-2022
11,Ruben Loftus-Cheek,"£ 120,000","£ 6,240,000","£ 6,240,000",M,26,England,Chelsea,Premier League,2021-2022
12,Malang Sarr,"£ 120,000","£ 6,240,000","£ 6,240,000",D,23,France,Chelsea,Premier League,2021-2022
13,Thiago Silva,"£ 110,000","£ 5,720,000","£ 5,720,000",D,37,Brazil,Chelsea,Premier League,2021-2022
14,Jorginho,"£ 110,000","£ 5,720,000","£ 5,720,000",M,30,Italy,Chelsea,Premier League,2021-2022
15,Mateo Kovacic,"£ 100,000","£ 5,200,000","£ 5,200,000",M,27,Croatia,Chelsea,Premier League,2021-2022
16,Marcos Alonso,"£ 100,000","£ 5,200,000","£ 5,200,000",D,31,Spain,Chelsea,Premier League,2021-2022
17,Hakim Ziyech,"£ 100,000","£ 5,200,000","£ 5,200,000",F,28,Morocco,Chelsea,Premier League,2021-2022
18,Reece James,"£ 100,000","£ 5,200,000","£ 5,200,000",D,22,England,Chelsea,Premier League,2021-2022
19,Antonio Rüdiger,"£ 100,000","£ 5,200,000","£ 5,200,000",D,28,Germany,Chelsea,Premier League,2021-2022
20,Ross Barkley,"£ 96,154","£ 5,000,000","£ 5,000,000",M,28,England,Chelsea,Premier League,2021-2022
21,Andreas Christensen,"£ 80,000","£ 4,160,000","£ 4,160,000",D,25,Denmark,Chelsea,Premier League,2021-2022
22,Mason Mount,"£ 80,000","£ 4,160,000","£ 4,160,000",F,23,England,Chelsea,Premier League,2021-2022
23,Edouard Mendy,"£ 55,000","£ 2,860,000","£ 2,860,000",K,29,Senegal,Chelsea,Premier League,2021-2022
24,Lewis Baker,"£ 43,269","£ 2,250,000","£ 2,250,000",M,26,England,Chelsea,Premier League,2021-2022
25,Charly Musonda Jr,"£ 40,000","£ 2,080,000","£ 2,080,000",F,25,Belgium,Chelsea,Premier League,2021-2022
26,Marcus Bettinelli,"£ 35,000","£ 1,820,000","£ 1,820,000",K,29,England,Chelsea,Premier League,2021-2022
27,Trevoh Chalobah,"£ 35,000","£ 1,820,000","£ 1,820,000",D,22,England,Chelsea,Premier League,2021-2022
28,Kenedy,"£ 25,000","£ 1,300,000","£ 1,300,000",M,25,Brazil,Chelsea,Premier League,2021-2022
