,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Kurt Zouma,"£ 125,000","£ 6,500,000","£ 6,500,000",D,27,France,West Ham,Premier League,2021-2022
2,Alphonse Areola,"£ 120,000","£ 6,240,000","£ 6,240,000",K,28,France,West Ham,Premier League,2021-2022
3,Andrii Yarmolenko,"£ 115,000","£ 5,980,000","£ 5,980,000",F,32,Ukraine,West Ham,Premier League,2021-2022
4,Michail Antonio,"£ 85,000","£ 4,420,000","£ 4,420,000",F,31,Jamaica,West Ham,Premier League,2021-2022
5,Angelo Ogbonna,"£ 70,000","£ 3,640,000","£ 3,640,000",D,33,Italy,West Ham,Premier League,2021-2022
6,Winston Reid,"£ 70,000","£ 3,640,000","£ 3,640,000",D,33,New Zealand,West Ham,Premier League,2021-2022
7,Manuel Lanzini,"£ 70,000","£ 3,640,000","£ 3,640,000",F,28,Argentina,West Ham,Premier League,2021-2022
8,Nikola Vlasic,"£ 70,000","£ 3,640,000","£ 3,640,000",F,24,Croatia,West Ham,Premier League,2021-2022
9,Issa Diop,"£ 66,923","£ 3,480,000","£ 3,480,000",D,25,France,West Ham,Premier League,2021-2022
10,Pablo Fornals,"£ 65,000","£ 3,380,000","£ 3,380,000",F,25,Spain,West Ham,Premier League,2021-2022
11,Tomas Soucek,"£ 65,000","£ 3,380,000","£ 3,380,000",M,26,Czech Republic,West Ham,Premier League,2021-2022
12,Lukasz Fabianski,"£ 65,000","£ 3,380,000","£ 3,380,000",K,36,Poland,West Ham,Premier League,2021-2022
13,Jarrod Bowen,"£ 60,000","£ 3,120,000","£ 3,120,000",F,25,England,West Ham,Premier League,2021-2022
14,Declan Rice,"£ 60,000","£ 3,120,000","£ 3,120,000",M,23,England,West Ham,Premier League,2021-2022
15,Saïd Benrahma,"£ 55,000","£ 2,860,000","£ 2,860,000",F,26,Algeria,West Ham,Premier League,2021-2022
16,Aaron Cresswell,"£ 50,000","£ 2,600,000","£ 2,600,000",D,32,England,West Ham,Premier League,2021-2022
17,Mark Noble,"£ 50,000","£ 2,600,000","£ 2,600,000",M,34,England,West Ham,Premier League,2021-2022
18,Craig Dawson,"£ 45,000","£ 2,340,000","£ 2,340,000",D,31,England,West Ham,Premier League,2021-2022
19,Arthur Masuaku,"£ 40,000","£ 2,080,000","£ 2,080,000",D,28,Democratic Republic of the Congo,West Ham,Premier League,2021-2022
20,Ryan Fredericks,"£ 40,000","£ 2,080,000","£ 2,080,000",D,29,England,West Ham,Premier League,2021-2022
21,Vladimir Coufal,"£ 35,000","£ 1,820,000","£ 1,820,000",D,29,Czech Republic,West Ham,Premier League,2021-2022
22,Darren Randolph,"£ 35,000","£ 1,820,000","£ 1,820,000",K,34,Ireland,West Ham,Premier League,2021-2022
23,Alex Kral,"£ 20,769","£ 1,080,000","£ 1,080,000",M,23,Czech Republic,West Ham,Premier League,2021-2022
24,Ben Johnson,"£ 20,000","£ 1,040,000","£ 1,040,000",D,22,England,West Ham,Premier League,2021-2022
25,David Martin,"£ 8,000","£ 416,000","£ 416,000",K,36,England,West Ham,Premier League,2021-2022
