,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Raphinha,"£ 63,462","£ 3,300,000","£ 3,300,000",F,25,Brazil,Leeds,Premier League,2021-2022
2,Rodrigo,"£ 57,692","£ 3,000,000","£ 3,000,000",F,30,Spain,Leeds,Premier League,2021-2022
3,Daniel James,"£ 50,000","£ 2,600,000","£ 2,600,000",F,24,Wales,Leeds,Premier League,2021-2022
4,Robin Koch,"£ 46,154","£ 2,400,000","£ 2,400,000",D,25,Germany,Leeds,Premier League,2021-2022
5,Junior Firpo,"£ 42,308","£ 2,200,000","£ 2,200,000",D,25,Dominican Republic,Leeds,Premier League,2021-2022
6,Patrick Bamford,"£ 35,000","£ 1,820,000","£ 1,820,000",F,28,England,Leeds,Premier League,2021-2022
7,Kalvin Phillips,"£ 30,000","£ 1,560,000","£ 1,560,000",M,26,England,Leeds,Premier League,2021-2022
8,Illan Meslier,"£ 21,923","£ 1,140,000","£ 1,140,000",K,21,France,Leeds,Premier League,2021-2022
9,Diego Llorente,"£ 21,923","£ 1,140,000","£ 1,140,000",D,28,Spain,Leeds,Premier League,2021-2022
10,Adam Forshaw,"£ 20,000","£ 1,040,000","£ 1,040,000",M,30,England,Leeds,Premier League,2021-2022
11,Joe Gelhardt,"£ 16,538","£ 860,000","£ 860,000",F,19,England,Leeds,Premier League,2021-2022
12,Jack Harrison,"£ 15,000","£ 780,000","£ 780,000",F,25,England,Leeds,Premier League,2021-2022
13,Kristoffer Klaesson,"£ 10,962","£ 570,000","£ 570,000",K,21,Norway,Leeds,Premier League,2021-2022
14,Stuart Dallas,"£ 8,077","£ 420,000","£ 420,000",D,30,Northern Ireland,Leeds,Premier League,2021-2022
15,Luke Ayling,"£ 8,077","£ 420,000","£ 420,000",D,30,England,Leeds,Premier League,2021-2022
16,Mateusz Klich,"£ 7,692","£ 400,000","£ 400,000",M,31,Poland,Leeds,Premier League,2021-2022
17,Pascal Struijk,"£ 7,115","£ 370,000","£ 370,000",D,22,Netherlands,Leeds,Premier League,2021-2022
18,Liam Cooper,"£ 6,538","£ 340,000","£ 340,000",D,30,Scotland,Leeds,Premier League,2021-2022
19,Crysencio Summerville,"£ 5,769","£ 300,000","£ 300,000",F,20,Netherlands,Leeds,Premier League,2021-2022
20,Tyler Roberts,"£ 3,462","£ 180,000","£ 180,000",F,23,Wales,Leeds,Premier League,2021-2022
21,Charlie Cresswell,"£ 2,115","£ 110,000","£ 110,000",D,19,England,Leeds,Premier League,2021-2022
22,Jamie Shackleton,"£ 1,538","£ 80,000","£ 80,000",M,22,England,Leeds,Premier League,2021-2022
23,Sam Greenwood,"£ 1,346","£ 70,000","£ 70,000",F,20,England,Leeds,Premier League,2021-2022
24,Liam McCarron,£ 769,"£ 40,000","£ 40,000",D,20,Scotland,Leeds,Premier League,2021-2022
