,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Cristiano Ronaldo,"£ 515,000","£ 26,780,000","£ 26,780,000",F,36,Portugal,Manchester United,Premier League,2021-2022
2,David de Gea,"£ 375,000","£ 19,500,000","£ 19,500,000",K,31,Spain,Manchester United,Premier League,2021-2022
3,Jadon Sancho,"£ 350,000","£ 18,200,000","£ 18,200,000",F,21,England,Manchester United,Premier League,2021-2022
4,Raphaël Varane,"£ 340,000","£ 17,680,000","£ 17,680,000",D,28,France,Manchester United,Premier League,2021-2022
5,Paul Pogba,"£ 290,000","£ 15,080,000","£ 15,080,000",M,28,France,Manchester United,Premier League,2021-2022
6,Edinson Cavani,"£ 250,000","£ 13,000,000","£ 13,000,000",F,34,Uruguay,Manchester United,Premier League,2021-2022
7,Anthony Martial,"£ 250,000","£ 13,000,000","£ 13,000,000",F,25,France,Manchester United,Premier League,2021-2022
8,Bruno Fernandes,"£ 240,000","£ 12,480,000","£ 12,480,000",F,27,Portugal,Manchester United,Premier League,2021-2022
9,Marcus Rashford,"£ 200,000","£ 10,400,000","£ 10,400,000",F,24,England,Manchester United,Premier League,2021-2022
10,Harry Maguire,"£ 190,000","£ 9,880,000","£ 9,880,000",D,28,England,Manchester United,Premier League,2021-2022
11,Juan Mata,"£ 160,000","£ 8,320,000","£ 8,320,000",F,33,Spain,Manchester United,Premier League,2021-2022
12,Luke Shaw,"£ 150,000","£ 7,800,000","£ 7,800,000",D,26,England,Manchester United,Premier League,2021-2022
13,Victor Lindelöf,"£ 120,000","£ 6,240,000","£ 6,240,000",D,27,Sweden,Manchester United,Premier League,2021-2022
14,Donny van de Beek,"£ 120,000","£ 6,240,000","£ 6,240,000",M,24,Netherlands,Manchester United,Premier League,2021-2022
15,Fred,"£ 120,000","£ 6,240,000","£ 6,240,000",M,28,Brazil,Manchester United,Premier League,2021-2022
16,Nemanja Matic,"£ 120,000","£ 6,240,000","£ 6,240,000",M,33,Serbia,Manchester United,Premier League,2021-2022
17,Dean Henderson,"£ 100,000","£ 5,200,000","£ 5,200,000",K,24,England,Manchester United,Premier League,2021-2022
18,Alex Telles,"£ 93,077","£ 4,840,000","£ 4,840,000",D,29,Brazil,Manchester United,Premier League,2021-2022
19,Aaron Wan-Bissaka,"£ 90,000","£ 4,680,000","£ 4,680,000",D,24,England,Manchester United,Premier League,2021-2022
20,Eric Bailly,"£ 80,000","£ 4,160,000","£ 4,160,000",D,27,Cote d'Ivoire,Manchester United,Premier League,2021-2022
21,Jesse Lingard,"£ 75,000","£ 3,900,000","£ 3,900,000",F,29,England,Manchester United,Premier League,2021-2022
22,Mason Greenwood,"£ 75,000","£ 3,900,000","£ 3,900,000",F,19,England,Manchester United,Premier League,2021-2022
23,Phil Jones,"£ 75,000","£ 3,900,000","£ 3,900,000",D,29,England,Manchester United,Premier League,2021-2022
24,Scott McTominay,"£ 60,000","£ 3,120,000","£ 3,120,000",M,25,Scotland,Manchester United,Premier League,2021-2022
25,Tom Heaton,"£ 45,000","£ 2,340,000","£ 2,340,000",K,35,England,Manchester United,Premier League,2021-2022
26,Lee Grant,"£ 30,000","£ 1,560,000","£ 1,560,000",K,39,England,Manchester United,Premier League,2021-2022
27,Amad Diallo,"£ 28,846","£ 1,500,000","£ 1,500,000",F,19,Cote d'Ivoire,Manchester United,Premier League,2021-2022
28,Diogo Dalot,"£ 25,000","£ 1,300,000","£ 1,300,000",D,22,Portugal,Manchester United,Premier League,2021-2022
29,Tahith Chong,"£ 20,000","£ 1,040,000","£ 1,040,000",F,22,Netherlands,Manchester United,Premier League,2021-2022
30,Anthony Elanga,"£ 5,000","£ 260,000","£ 260,000",F,19,Sweden,Manchester United,Premier League,2021-2022
