,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Jamie Vardy,"£ 140,000","£ 7,280,000","£ 7,280,000",F,35,England,Leicester,Premier League,2021-2022
2,Kasper Schmeichel,"£ 130,000","£ 6,760,000","£ 6,760,000",K,35,Denmark,Leicester,Premier League,2021-2022
3,James Maddison,"£ 110,000","£ 5,720,000","£ 5,720,000",F,25,England,Leicester,Premier League,2021-2022
4,Jonny Evans,"£ 100,000","£ 5,200,000","£ 5,200,000",D,34,Northern Ireland,Leicester,Premier League,2021-2022
5,Kelechi Iheanacho,"£ 80,000","£ 4,160,000","£ 4,160,000",F,25,Nigeria,Leicester,Premier League,2021-2022
6,Boubakary Soumaré,"£ 80,000","£ 4,160,000","£ 4,160,000",M,22,France,Leicester,Premier League,2021-2022
7,Ryan Bertrand,"£ 80,000","£ 4,160,000","£ 4,160,000",D,32,England,Leicester,Premier League,2021-2022
8,Patson Daka,"£ 75,000","£ 3,900,000","£ 3,900,000",F,23,Zambia,Leicester,Premier League,2021-2022
9,Wilfred Ndidi,"£ 75,000","£ 3,900,000","£ 3,900,000",M,25,Nigeria,Leicester,Premier League,2021-2022
10,Jannik Vestergaard,"£ 70,000","£ 3,640,000","£ 3,640,000",D,29,Denmark,Leicester,Premier League,2021-2022
11,Ricardo Pereira,"£ 70,000","£ 3,640,000","£ 3,640,000",D,28,Portugal,Leicester,Premier League,2021-2022
12,Timothy Castagne,"£ 65,000","£ 3,380,000","£ 3,380,000",D,26,Belgium,Leicester,Premier League,2021-2022
13,Nampalys Mendy,"£ 55,000","£ 2,860,000","£ 2,860,000",M,29,Senegal,Leicester,Premier League,2021-2022
14,Marc Albrighton,"£ 45,000","£ 2,340,000","£ 2,340,000",M,32,England,Leicester,Premier League,2021-2022
15,Ayoze Pérez,"£ 45,000","£ 2,340,000","£ 2,340,000",F,28,Spain,Leicester,Premier League,2021-2022
16,Caglar Söyüncü,"£ 45,000","£ 2,340,000","£ 2,340,000",D,25,Turkey,Leicester,Premier League,2021-2022
17,Harvey Barnes,"£ 40,000","£ 2,080,000","£ 2,080,000",M,24,England,Leicester,Premier League,2021-2022
18,Danny Ward,"£ 40,000","£ 2,080,000","£ 2,080,000",K,28,Wales,Leicester,Premier League,2021-2022
19,Ademola Lookman,"£ 39,231","£ 2,040,000","£ 2,040,000",F,24,England,Leicester,Premier League,2021-2022
20,Youri Tielemans,"£ 35,000","£ 1,820,000","£ 1,820,000",M,24,Belgium,Leicester,Premier League,2021-2022
21,James Justin,"£ 30,000","£ 1,560,000","£ 1,560,000",D,23,England,Leicester,Premier League,2021-2022
22,Filip Benkovic,"£ 30,000","£ 1,560,000","£ 1,560,000",D,24,Croatia,Leicester,Premier League,2021-2022
23,Eldin Jakupovic,"£ 23,077","£ 1,200,000","£ 1,200,000",K,37,Switzerland,Leicester,Premier League,2021-2022
24,Daniel Amartey,"£ 20,000","£ 1,040,000","£ 1,040,000",D,27,Ghana,Leicester,Premier League,2021-2022
25,Wesley Fofana,"£ 19,231","£ 1,000,000","£ 1,000,000",D,21,France,Leicester,Premier League,2021-2022
26,Luke Thomas,"£ 10,000","£ 520,000","£ 520,000",D,20,England,Leicester,Premier League,2021-2022
27,Kiernan Dewsbury-Hall,"£ 10,000","£ 520,000","£ 520,000",M,23,England,Leicester,Premier League,2021-2022
28,Hamza Choudhury,"£ 7,500","£ 390,000","£ 390,000",M,24,England,Leicester,Premier League,2021-2022
