,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Abdoulaye Doucouré,"£ 120,000","£ 6,240,000","£ 6,240,000",M,29,France,Everton,Premier League,2021-2022
2,Alex Iwobi,"£ 120,000","£ 6,240,000","£ 6,240,000",F,25,Nigeria,Everton,Premier League,2021-2022
3,Donny van de Beek,"£ 120,000","£ 6,240,000","£ 6,240,000",M,24,Netherlands,Everton,Premier League,2021-2022
4,Yerry Mina,"£ 120,000","£ 6,240,000","£ 6,240,000",D,27,Colombia,Everton,Premier League,2021-2022
5,André Gomes,"£ 112,308","£ 5,840,000","£ 5,840,000",M,28,Portugal,Everton,Premier League,2021-2022
6,Dele Alli,"£ 100,000","£ 5,200,000","£ 5,200,000",F,25,England,Everton,Premier League,2021-2022
7,Jordan Pickford,"£ 100,000","£ 5,200,000","£ 5,200,000",K,27,England,Everton,Premier League,2021-2022
8,Gylfi Sigurdsson,"£ 100,000","£ 5,200,000","£ 5,200,000",F,32,Iceland,Everton,Premier League,2021-2022
9,Dominic Calvert-Lewin,"£ 100,000","£ 5,200,000","£ 5,200,000",F,24,England,Everton,Premier League,2021-2022
10,Lucas Digne,"£ 90,000","£ 4,680,000","£ 4,680,000",D,28,France,Everton,Premier League,2021-2022
11,Richarlison,"£ 90,000","£ 4,680,000","£ 4,680,000",F,24,Brazil,Everton,Premier League,2021-2022
12,Michael Keane,"£ 80,000","£ 4,160,000","£ 4,160,000",D,29,England,Everton,Premier League,2021-2022
13,Salomón Rondón,"£ 80,000","£ 4,160,000","£ 4,160,000",F,32,Venezuela,Everton,Premier League,2021-2022
14,Fabian Delph,"£ 80,000","£ 4,160,000","£ 4,160,000",M,32,England,Everton,Premier League,2021-2022
15,Ben Godfrey,"£ 75,000","£ 3,900,000","£ 3,900,000",D,24,England,Everton,Premier League,2021-2022
16,Jean-Philippe Gbamin,"£ 75,000","£ 3,900,000","£ 3,900,000",M,26,Cote d'Ivoire,Everton,Premier League,2021-2022
17,Allan,"£ 70,000","£ 3,640,000","£ 3,640,000",M,31,Brazil,Everton,Premier League,2021-2022
18,Mason Holgate,"£ 70,000","£ 3,640,000","£ 3,640,000",D,25,England,Everton,Premier League,2021-2022
19,Cenk Tosun,"£ 60,000","£ 3,120,000","£ 3,120,000",F,30,Turkey,Everton,Premier League,2021-2022
20,Vitaliy Mykolenko,"£ 58,000","£ 3,016,000","£ 3,016,000",D,22,Ukraine,Everton,Premier League,2021-2022
21,Seamus Coleman,"£ 55,000","£ 2,860,000","£ 2,860,000",D,33,Ireland,Everton,Premier League,2021-2022
22,Asmir Begovic,"£ 45,000","£ 2,340,000","£ 2,340,000",K,34,Bosnia-Herzegovina,Everton,Premier League,2021-2022
23,Andros Townsend,"£ 40,000","£ 2,080,000","£ 2,080,000",F,30,England,Everton,Premier League,2021-2022
24,Anwar El Ghazi,"£ 30,962","£ 1,610,000","£ 1,610,000",F,26,Netherlands,Everton,Premier League,2021-2022
25,Nathan Patterson,"£ 28,000","£ 1,456,000","£ 1,456,000",D,20,Scotland,Everton,Premier League,2021-2022
26,Tom Davies,"£ 25,000","£ 1,300,000","£ 1,300,000",M,23,England,Everton,Premier League,2021-2022
27,Demarai Gray,"£ 25,000","£ 1,300,000","£ 1,300,000",F,25,England,Everton,Premier League,2021-2022
28,Jonjoe Kenny,"£ 15,000","£ 780,000","£ 780,000",D,24,England,Everton,Premier League,2021-2022
29,Jarrad Branthwaite,"£ 15,000","£ 780,000","£ 780,000",D,19,England,Everton,Premier League,2021-2022
30,Anthony Gordon,"£ 10,000","£ 520,000","£ 520,000",F,20,England,Everton,Premier League,2021-2022
31,Andy Lonergan,"£ 10,000","£ 520,000","£ 520,000",K,38,England,Everton,Premier League,2021-2022
