,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Wilfried Zaha,"£ 130,000","£ 6,760,000","£ 6,760,000",F,29,Cote d'Ivoire,Crystal Palace,Premier League,2021-2022
2,Christian Benteke,"£ 120,000","£ 6,240,000","£ 6,240,000",F,31,Belgium,Crystal Palace,Premier League,2021-2022
3,Odsonne Edouard,"£ 90,000","£ 4,680,000","£ 4,680,000",F,24,France,Crystal Palace,Premier League,2021-2022
4,Nathaniel Clyne,"£ 80,000","£ 4,160,000","£ 4,160,000",D,30,England,Crystal Palace,Premier League,2021-2022
5,Joachim Andersen,"£ 80,000","£ 4,160,000","£ 4,160,000",D,25,Denmark,Crystal Palace,Premier League,2021-2022
6,Luka Milivojevic,"£ 75,000","£ 3,900,000","£ 3,900,000",M,30,Serbia,Crystal Palace,Premier League,2021-2022
7,Vicente Guaita,"£ 75,000","£ 3,900,000","£ 3,900,000",K,35,Spain,Crystal Palace,Premier League,2021-2022
8,Cheikhou Kouyaté,"£ 65,000","£ 3,380,000","£ 3,380,000",M,32,Senegal,Crystal Palace,Premier League,2021-2022
9,Jairo Riedewald,"£ 55,000","£ 2,860,000","£ 2,860,000",M,25,Netherlands,Crystal Palace,Premier League,2021-2022
10,James McArthur,"£ 55,000","£ 2,860,000","£ 2,860,000",M,34,Scotland,Crystal Palace,Premier League,2021-2022
11,Marc Guehi,"£ 50,000","£ 2,600,000","£ 2,600,000",D,21,England,Crystal Palace,Premier League,2021-2022
12,James Tomkins,"£ 50,000","£ 2,600,000","£ 2,600,000",D,32,England,Crystal Palace,Premier League,2021-2022
13,Jean-Philippe Mateta,"£ 50,000","£ 2,600,000","£ 2,600,000",F,24,France,Crystal Palace,Premier League,2021-2022
14,Jeffrey Schlupp,"£ 50,000","£ 2,600,000","£ 2,600,000",M,29,Ghana,Crystal Palace,Premier League,2021-2022
15,Michael Olise,"£ 45,000","£ 2,340,000","£ 2,340,000",F,20,France,Crystal Palace,Premier League,2021-2022
16,Tyrick Mitchell,"£ 40,000","£ 2,080,000","£ 2,080,000",D,22,England,Crystal Palace,Premier League,2021-2022
17,Will Hughes,"£ 35,000","£ 1,820,000","£ 1,820,000",M,26,England,Crystal Palace,Premier League,2021-2022
18,Jack Butland,"£ 35,000","£ 1,820,000","£ 1,820,000",K,28,England,Crystal Palace,Premier League,2021-2022
19,Joel Ward,"£ 35,000","£ 1,820,000","£ 1,820,000",D,32,England,Crystal Palace,Premier League,2021-2022
20,Jordan Ayew,"£ 35,000","£ 1,820,000","£ 1,820,000",F,30,Ghana,Crystal Palace,Premier League,2021-2022
21,Eberechi Eze,"£ 30,000","£ 1,560,000","£ 1,560,000",F,23,England,Crystal Palace,Premier League,2021-2022
22,Conor Gallagher,"£ 30,000","£ 1,560,000","£ 1,560,000",M,21,England,Crystal Palace,Premier League,2021-2022
23,Nathan Ferguson,"£ 25,000","£ 1,300,000","£ 1,300,000",D,21,England,Crystal Palace,Premier League,2021-2022
24,Martin Kelly,"£ 25,000","£ 1,300,000","£ 1,300,000",D,31,England,Crystal Palace,Premier League,2021-2022
25,Jaroslaw Jach,"£ 17,500","£ 910,000","£ 910,000",D,27,Poland,Crystal Palace,Premier League,2021-2022
26,Remi Matthews,"£ 5,385","£ 280,000","£ 280,000",K,27,England,Crystal Palace,Premier League,2021-2022
