,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Moussa Sissoko,"£ 80,000","£ 4,160,000","£ 4,160,000",M,32,France,Watford,Premier League,2021-2022
2,Ismaïla Sarr,"£ 63,077","£ 3,280,000","£ 3,280,000",F,23,Senegal,Watford,Premier League,2021-2022
3,Danny Rose,"£ 60,000","£ 3,120,000","£ 3,120,000",D,31,England,Watford,Premier League,2021-2022
4,Tom Cleverley,"£ 50,000","£ 2,600,000","£ 2,600,000",M,32,England,Watford,Premier League,2021-2022
5,Joshua King,"£ 39,231","£ 2,040,000","£ 2,040,000",F,30,Norway,Watford,Premier League,2021-2022
6,Dan Gosling,"£ 35,000","£ 1,820,000","£ 1,820,000",M,32,England,Watford,Premier League,2021-2022
7,Ozan Tufan,"£ 33,077","£ 1,720,000","£ 1,720,000",M,26,Turkey,Watford,Premier League,2021-2022
8,Christian Kabasele,"£ 30,000","£ 1,560,000","£ 1,560,000",D,30,Belgium,Watford,Premier League,2021-2022
9,Ben Foster,"£ 30,000","£ 1,560,000","£ 1,560,000",K,38,England,Watford,Premier League,2021-2022
10,Adam Masina,"£ 27,885","£ 1,450,000","£ 1,450,000",D,28,Morocco,Watford,Premier League,2021-2022
11,Imrân Louza,"£ 27,500","£ 1,430,000","£ 1,430,000",M,22,Morocco,Watford,Premier League,2021-2022
12,William Troost-Ekong,"£ 27,500","£ 1,430,000","£ 1,430,000",D,28,Nigeria,Watford,Premier League,2021-2022
13,Hassane Kamara,"£ 26,538","£ 1,380,000","£ 1,380,000",D,27,Cote d'Ivoire,Watford,Premier League,2021-2022
14,Nicolas N'Koulou,"£ 24,615","£ 1,280,000","£ 1,280,000",D,31,Cameroon,Watford,Premier League,2021-2022
15,Craig Cathcart,"£ 23,462","£ 1,220,000","£ 1,220,000",D,32,Northern Ireland,Watford,Premier League,2021-2022
16,Kiko Femenía,"£ 22,500","£ 1,170,000","£ 1,170,000",D,31,Spain,Watford,Premier League,2021-2022
17,Juraj Kucka,"£ 22,115","£ 1,150,000","£ 1,150,000",M,34,Slovakia,Watford,Premier League,2021-2022
18,Marc Navarro,"£ 17,500","£ 910,000","£ 910,000",D,26,Spain,Watford,Premier League,2021-2022
19,Cucho Hernández,"£ 16,731","£ 870,000","£ 870,000",F,22,Colombia,Watford,Premier League,2021-2022
20,Oghenekaro Etebo,"£ 16,538","£ 860,000","£ 860,000",M,26,Nigeria,Watford,Premier League,2021-2022
21,Rob Elliot,"£ 16,346","£ 850,000","£ 850,000",K,35,Ireland,Watford,Premier League,2021-2022
22,Ken Sema,"£ 15,000","£ 780,000","£ 780,000",M,28,Sweden,Watford,Premier League,2021-2022
23,Emmanuel Dennis,"£ 15,000","£ 780,000","£ 780,000",F,24,Nigeria,Watford,Premier League,2021-2022
24,Edo Kayembe,"£ 14,808","£ 770,000","£ 770,000",M,23,Democratic Republic of the Congo,Watford,Premier League,2021-2022
25,Samuel Kalu,"£ 14,038","£ 730,000","£ 730,000",F,24,Nigeria,Watford,Premier League,2021-2022
26,João Pedro,"£ 12,500","£ 650,000","£ 650,000",F,20,Brazil,Watford,Premier League,2021-2022
27,Samir,"£ 11,731","£ 610,000","£ 610,000",D,27,Brazil,Watford,Premier League,2021-2022
28,Francisco Sierralta,"£ 9,423","£ 490,000","£ 490,000",D,24,Chile,Watford,Premier League,2021-2022
29,Ashley Fletcher,"£ 6,923","£ 360,000","£ 360,000",F,26,England,Watford,Premier League,2021-2022
30,Daniel Bachmann,"£ 3,269","£ 170,000","£ 170,000",K,27,Austria,Watford,Premier League,2021-2022
31,Jeremy Ngakia,"£ 2,500","£ 130,000","£ 130,000",D,21,England,Watford,Premier League,2021-2022
32,Yaser Asprilla,"£ 1,923","£ 100,000","£ 100,000",F,18,Colombia,Watford,Premier League,2021-2022
33,Kwadwo Baah,£ 962,"£ 50,000","£ 50,000",F,19,Germany,Watford,Premier League,2021-2022
