,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Adam Lallana,"£ 90,000","£ 4,680,000","£ 4,680,000",F,33,England,Brighton,Premier League,2021-2022
2,Lewis Dunk,"£ 75,000","£ 3,900,000","£ 3,900,000",D,30,England,Brighton,Premier League,2021-2022
3,Danny Welbeck,"£ 55,000","£ 2,860,000","£ 2,860,000",F,31,England,Brighton,Premier League,2021-2022
4,Adam Webster,"£ 55,000","£ 2,860,000","£ 2,860,000",D,27,England,Brighton,Premier League,2021-2022
5,Pascal Groß,"£ 50,000","£ 2,600,000","£ 2,600,000",M,30,Germany,Brighton,Premier League,2021-2022
6,Marc Cucurella,"£ 50,000","£ 2,600,000","£ 2,600,000",D,23,Spain,Brighton,Premier League,2021-2022
7,Jürgen Locadia,"£ 45,000","£ 2,340,000","£ 2,340,000",F,27,Netherlands,Brighton,Premier League,2021-2022
8,Leandro Trossard,"£ 40,000","£ 2,080,000","£ 2,080,000",F,27,Belgium,Brighton,Premier League,2021-2022
9,Solly March,"£ 40,000","£ 2,080,000","£ 2,080,000",M,27,England,Brighton,Premier League,2021-2022
10,Shane Duffy,"£ 40,000","£ 2,080,000","£ 2,080,000",D,30,Ireland,Brighton,Premier League,2021-2022
11,Joël Veltman,"£ 40,000","£ 2,080,000","£ 2,080,000",D,30,Netherlands,Brighton,Premier League,2021-2022
12,Tudor Baluta,"£ 35,192","£ 1,830,000","£ 1,830,000",M,22,Romania,Brighton,Premier League,2021-2022
13,Neal Maupay,"£ 35,000","£ 1,820,000","£ 1,820,000",F,25,France,Brighton,Premier League,2021-2022
14,Tariq Lamptey,"£ 35,000","£ 1,820,000","£ 1,820,000",D,21,England,Brighton,Premier League,2021-2022
15,Enock Mwepu,"£ 30,769","£ 1,600,000","£ 1,600,000",M,24,Zambia,Brighton,Premier League,2021-2022
16,Alexis Mac Allister,"£ 30,000","£ 1,560,000","£ 1,560,000",F,23,Argentina,Brighton,Premier League,2021-2022
17,Haydon Roberts,"£ 29,231","£ 1,520,000","£ 1,520,000",D,19,England,Brighton,Premier League,2021-2022
18,Yves Bissouma,"£ 25,000","£ 1,300,000","£ 1,300,000",M,25,Mali,Brighton,Premier League,2021-2022
19,Robert Sánchez,"£ 25,000","£ 1,300,000","£ 1,300,000",K,24,Spain,Brighton,Premier League,2021-2022
20,Aaron Connolly,"£ 23,077","£ 1,200,000","£ 1,200,000",F,21,Ireland,Brighton,Premier League,2021-2022
21,Jason Steele,"£ 20,000","£ 1,040,000","£ 1,040,000",K,31,England,Brighton,Premier League,2021-2022
22,Kjell Scherpen,"£ 20,000","£ 1,040,000","£ 1,040,000",K,21,Netherlands,Brighton,Premier League,2021-2022
23,Taylor Richards,"£ 15,000","£ 780,000","£ 780,000",M,20,England,Brighton,Premier League,2021-2022
24,Moisés Caicedo,"£ 15,000","£ 780,000","£ 780,000",M,20,Ecuador,Brighton,Premier League,2021-2022
25,Steven Alzate,"£ 15,000","£ 780,000","£ 780,000",M,23,Colombia,Brighton,Premier League,2021-2022
26,Dan Burn,"£ 15,000","£ 780,000","£ 780,000",D,29,England,Brighton,Premier League,2021-2022
27,Jakub Moder,"£ 10,000","£ 520,000","£ 520,000",M,22,Poland,Brighton,Premier League,2021-2022
28,Billy Arce,"£ 4,808","£ 250,000","£ 250,000",F,23,Ecuador,Brighton,Premier League,2021-2022
