,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,James Ward-Prowse,"£ 100,000","£ 5,200,000","£ 5,200,000",M,27,England,Southampton,Premier League,2021-2022
2,Fraser Forster,"£ 90,000","£ 4,680,000","£ 4,680,000",K,33,England,Southampton,Premier League,2021-2022
3,Theo Walcott,"£ 75,000","£ 3,900,000","£ 3,900,000",F,32,England,Southampton,Premier League,2021-2022
4,Oriol Romeu,"£ 65,000","£ 3,380,000","£ 3,380,000",M,30,Spain,Southampton,Premier League,2021-2022
5,Stuart Armstrong,"£ 65,000","£ 3,380,000","£ 3,380,000",M,29,Scotland,Southampton,Premier League,2021-2022
6,Mohamed Elyounoussi,"£ 60,000","£ 3,120,000","£ 3,120,000",F,27,Norway,Southampton,Premier League,2021-2022
7,Shane Long,"£ 60,000","£ 3,120,000","£ 3,120,000",F,35,Ireland,Southampton,Premier League,2021-2022
8,Nathan Redmond,"£ 60,000","£ 3,120,000","£ 3,120,000",F,27,England,Southampton,Premier League,2021-2022
9,Jan Bednarek,"£ 60,000","£ 3,120,000","£ 3,120,000",D,25,Poland,Southampton,Premier League,2021-2022
10,Adam Armstrong,"£ 55,000","£ 2,860,000","£ 2,860,000",F,24,England,Southampton,Premier League,2021-2022
11,Ibrahima Diallo,"£ 55,000","£ 2,860,000","£ 2,860,000",M,22,France,Southampton,Premier League,2021-2022
12,Moussa Djenepo,"£ 55,000","£ 2,860,000","£ 2,860,000",F,23,Mali,Southampton,Premier League,2021-2022
13,Alex McCarthy,"£ 50,000","£ 2,600,000","£ 2,600,000",K,32,England,Southampton,Premier League,2021-2022
14,Jack Stephens,"£ 45,000","£ 2,340,000","£ 2,340,000",D,28,England,Southampton,Premier League,2021-2022
15,Lyanco,"£ 35,000","£ 1,820,000","£ 1,820,000",D,25,Brazil,Southampton,Premier League,2021-2022
16,Ché Adams,"£ 30,000","£ 1,560,000","£ 1,560,000",F,25,Scotland,Southampton,Premier League,2021-2022
17,Romain Perraud,"£ 30,000","£ 1,560,000","£ 1,560,000",D,24,France,Southampton,Premier League,2021-2022
18,Mohammed Salisu,"£ 25,000","£ 1,300,000","£ 1,300,000",D,22,Ghana,Southampton,Premier League,2021-2022
19,Harry Lewis,"£ 21,154","£ 1,100,000","£ 1,100,000",K,24,England,Southampton,Premier League,2021-2022
20,Kyle Walker-Peters,"£ 20,000","£ 1,040,000","£ 1,040,000",D,24,England,Southampton,Premier League,2021-2022
21,Will Smallbone,"£ 17,308","£ 900,000","£ 900,000",M,21,Ireland,Southampton,Premier League,2021-2022
22,Willy Caballero,"£ 17,115","£ 890,000","£ 890,000",K,40,Argentina,Southampton,Premier League,2021-2022
23,Nathan Tella,"£ 12,500","£ 650,000","£ 650,000",F,22,England,Southampton,Premier League,2021-2022
24,Sam McQueen,"£ 8,077","£ 420,000","£ 420,000",D,26,England,Southampton,Premier League,2021-2022
25,Tino Livramento,"£ 8,000","£ 416,000","£ 416,000",D,19,England,Southampton,Premier League,2021-2022
26,Armando Broja,"£ 6,538","£ 340,000","£ 340,000",F,20,Albania,Southampton,Premier League,2021-2022
27,Yan Valery,"£ 1,923","£ 100,000","£ 100,000",D,22,France,Southampton,Premier League,2021-2022
28,Thierry Small,£ 385,"£ 20,000","£ 20,000",D,17,England,Southampton,Premier League,2021-2022
