,Player,Gross P/W(IN GBP),Gross P/Y(IN GBP),Adj. Gross(IN GBP),Pos. DFKM,Age,Country,Team,League,Season
1,Virgil van Dijk,"£ 220,000","£ 11,440,000","£ 11,440,000",D,30,Netherlands,Liverpool,Premier League,2021-2022
2,Thiago,"£ 200,000","£ 10,400,000","£ 10,400,000",M,30,Spain,Liverpool,Premier League,2021-2022
3,Mohamed Salah,"£ 200,000","£ 10,400,000","£ 10,400,000",F,29,Egypt,Liverpool,Premier League,2021-2022
4,Trent Alexander-Arnold,"£ 180,000","£ 9,360,000","£ 9,360,000",D,23,England,Liverpool,Premier League,2021-2022
5,Fabinho,"£ 180,000","£ 9,360,000","£ 9,360,000",M,28,Brazil,Liverpool,Premier League,2021-2022
6,Roberto Firmino,"£ 180,000","£ 9,360,000","£ 9,360,000",F,30,Brazil,Liverpool,Premier League,2021-2022
7,Alisson,"£ 150,000","£ 7,800,000","£ 7,800,000",K,29,Brazil,Liverpool,Premier League,2021-2022
8,Jordan Henderson,"£ 140,000","£ 7,280,000","£ 7,280,000",M,31,England,Liverpool,Premier League,2021-2022
9,James Milner,"£ 140,000","£ 7,280,000","£ 7,280,000",M,36,England,Liverpool,Premier League,2021-2022
10,Naby Keïta,"£ 120,000","£ 6,240,000","£ 6,240,000",M,26,Guinea,Liverpool,Premier League,2021-2022
11,Alex Oxlade-Chamberlain,"£ 120,000","£ 6,240,000","£ 6,240,000",M,28,England,Liverpool,Premier League,2021-2022
12,Andrew Robertson,"£ 100,000","£ 5,200,000","£ 5,200,000",D,27,Scotland,Liverpool,Premier League,2021-2022
13,Sadio Mané,"£ 100,000","£ 5,200,000","£ 5,200,000",F,29,Senegal,Liverpool,Premier League,2021-2022
14,Joel Matip,"£ 100,000","£ 5,200,000","£ 5,200,000",D,30,Cameroon,Liverpool,Premier League,2021-2022
15,Diogo Jota,"£ 90,000","£ 4,680,000","£ 4,680,000",F,25,Portugal,Liverpool,Premier League,2021-2022
16,Joe Gomez,"£ 75,000","£ 3,900,000","£ 3,900,000",D,24,England,Liverpool,Premier League,2021-2022
17,Takumi Minamino,"£ 75,000","£ 3,900,000","£ 3,900,000",F,27,Japan,Liverpool,Premier League,2021-2022
18,Ibrahima Konaté,"£ 70,000","£ 3,640,000","£ 3,640,000",D,22,France,Liverpool,Premier League,2021-2022
19,Nathaniel Phillips,"£ 65,000","£ 3,380,000","£ 3,380,000",D,24,England,Liverpool,Premier League,2021-2022
20,Divock Origi,"£ 60,000","£ 3,120,000","£ 3,120,000",F,26,Belgium,Liverpool,Premier League,2021-2022
21,Adrián,"£ 60,000","£ 3,120,000","£ 3,120,000",K,35,Spain,Liverpool,Premier League,2021-2022
22,Loris Karius,"£ 60,000","£ 3,120,000","£ 3,120,000",K,28,Germany,Liverpool,Premier League,2021-2022
23,Luis Díaz,"£ 56,000","£ 2,912,000","£ 2,912,000",F,25,Colombia,Liverpool,Premier League,2021-2022
24,Konstantinos Tsimikas,"£ 50,000","£ 2,600,000","£ 2,600,000",D,25,Greece,Liverpool,Premier League,2021-2022
25,Neco Williams,"£ 25,000","£ 1,300,000","£ 1,300,000",D,20,Wales,Liverpool,Premier League,2021-2022
26,Harvey Elliott,"£ 15,000","£ 780,000","£ 780,000",F,18,England,Liverpool,Premier League,2021-2022
27,Curtis Jones,"£ 10,000","£ 520,000","£ 520,000",M,21,England,Liverpool,Premier League,2021-2022
28,Rhys Williams,"£ 10,000","£ 520,000","£ 520,000",D,20,England,Liverpool,Premier League,2021-2022
29,Caoimhin Kelleher,"£ 10,000","£ 520,000","£ 520,000",K,23,Ireland,Liverpool,Premier League,2021-2022
