,firstName,middleName,lastName,currentTeamId,weight,height,foot,country,cou_code,role,city,name,officialName,wyId
2547,Ben,,Chilwell,1631,77,178,left,England,,Defender,Leicester,Leicester City,Leicester City FC,1631.0
2548,Hólmar Örn,,Eyjólfsson,9218,86,190,right,Iceland,IS,Defender,,,,
2549,Anderson,,Santamaría Bardales,15414,76,183,right,Peru,PE,Defender,,,,
2550,Edgar Yoel,,Bárcenas Herrera,789,75,175,right,Panama,PA,Midfielder,,,,
2551,Henrik,,Dalsgaard,1669,79,192,right,Denmark,DK,Defender,,,,
2552,Frederik,,Rønnow,2462,77,190,right,Denmark,DK,Goalkeeper,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
2553,Felipe Abdiel,,Baloy Ramírez,null,90,184,right,Panama,PA,Defender,,,,
2554,Mihály,,Korhut,13271,76,181,left,Hungary,HU,Defender,,,,
2555,Moussa,,Wagué,759,70,177,right,Senegal,SN,Defender,,,,
2556,David,,Edwards,1637,78,183,right,England,,Midfielder,,,,
2557,Raúl Mario,,Ruidíaz Misitich,8067,65,167,right,Peru,PE,Forward,,,,
2558,Ashkan,,Dejagah,10788,78,181,right,Iran,IR,Midfielder,,,,
2559,Ben,,Woodburn,1636,72,174,right,England,,Forward,,,,
2560,Florent,,Hadergjonaj,1673,73,182,right,Switzerland,CH,Defender,"Huddersfield, West Yorkshire",Huddersfield Town,Huddersfield Town FC,1673.0
2561,Abdullah Ibrahim,,Al Mayouf,16467,92,187,right,Saudi Arabia,SA,Goalkeeper,,,,
2562,Yasser Abdullah,,Al Mosailem,16465,88,186,right,Saudi Arabia,SA,Goalkeeper,,,,
2563,Mansour Althaqfi,,Al Harbi,16469,68,173,left,Saudi Arabia,SA,Defender,,,,
2564,Taisir Jabir,,Al Jassim,16474,69,169,right,Saudi Arabia,SA,Midfielder,,,,
2565,Omar Ibrahim Omar Othman,,Hawsawi,16470,76,185,right,Saudi Arabia,SA,Defender,,,,
2566,Niall,,McGinn,8518,75,183,right,Northern Ireland,,Midfielder,,,,
2567,Muhannad,,Asiri Abu Radiah,16465,79,185,right,Saudi Arabia,SA,Forward,,,,
2568,Daniel,,Akpeyi,16418,80,186,right,Nigeria,NG,Goalkeeper,,,,
2569,Salman Mohammed,,Al Faraj,16467,63,179,left,Saudi Arabia,SA,Midfielder,,,,
2570,Yahya Sulaiman,,Al Shehri,16470,60,164,left,Saudi Arabia,SA,Midfielder,,,,
2571,Yasir Gharsan,,Al Shahrani,16467,63,170,right,Saudi Arabia,SA,Defender,,,,
2572,Mamadou,,Sakho,1628,83,187,left,France,FR,Defender,London,Crystal Palace,Crystal Palace FC,1628.0
2573,Dominik,,Livaković,9417,79,187,right,Croatia,HR,Goalkeeper,,,,
2574,David,,Ospina Ramírez,3187,76,183,right,Colombia,CO,Goalkeeper,Castel Volturno,Napoli,SSC Napoli,3187.0
2575,Idrissa Gana,,Gueye,1623,72,174,right,Senegal,SN,Midfielder,Liverpool,Everton,Everton FC,1623.0
2576,Eden,,Hazard,1610,74,173,right,Belgium,BE,Forward,London,Chelsea,Chelsea FC,1610.0
2577,Connor,,Roberts,10531,71,175,right,Wales,,Defender,Swansea,Swansea City,Swansea City AFC,10531.0
2578,Frederik August,,Albrecht Schram,7497,85,195,right,Iceland,IS,Goalkeeper,,,,
2579,Kurt Happy,,Zouma,1623,85,190,right,France,FR,Defender,Liverpool,Everton,Everton FC,1623.0
2580,Samúel Kári,,Fridjónsson,7092,76,181,right,Iceland,IS,Midfielder,,,,
2581,David Alberto,,Guzmán Pérez,8113,79,178,right,Costa Rica,CR,Midfielder,,,,
2582,Rafael,,Márquez Álvarez,null,75,184,right,Mexico,MX,Defender,,,,
2583,Abdullah Ibrahim,,Otayf,16467,66,177,right,Saudi Arabia,SA,Midfielder,,,,
2584,Claudiu Andrei,,Keșerü,9311,71,178,left,Romania,RO,Forward,,,,
2585,Mohamed Amine,,Ben Amor,16231,75,184,right,Tunisia,TN,Midfielder,,,,
2586,Ghilane,,Chaalali,16232,72,179,right,Tunisia,TN,Midfielder,,,,
2587,Saman,,Ghoddos,3789,75,176,right,Sweden,SE,Forward,Amiens,Amiens SC,Amiens SC,3789.0
2588,Gabriel Enrique,,Gómez Girón,12401,76,189,right,Panama,PA,Midfielder,,,,
2589,Aníbal Cesis,,Godoy,7851,75,182,left,Panama,PA,Midfielder,,,,
2590,Johan Alberto,,Venegas Ulloa,16834,77,183,right,Costa Rica,CR,Midfielder,,,,
2591,Leonel,,Moreira Ledezma,16843,74,179,right,Costa Rica,CR,Goalkeeper,,,,
2592,Francisco Javier,,Calvo Quesada,8095,77,180,left,Costa Rica,CR,Defender,,,,
2593,Roy,,Carroll,10847,80,188,right,Northern Ireland,,Goalkeeper,,,,
2594,Cheikh,,N'Doye,3799,90,192,right,Senegal,SN,Midfielder,Angers,Angers,Angers SCO,3799.0
2595,Luis Carlos,,Ovalle Victoria,17924,72,178,left,Panama,PA,Defender,,,,
2596,Anice,,Badri,16232,70,177,right,France,FR,Forward,,,,
2597,Alex Raúl,,Rodríguez Ledezma,17916,84,197,right,Panama,PA,Goalkeeper,,,,
2598,Davinson,,Sánchez Mina,1624,79,187,right,Colombia,CO,Defender,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
2599,Vahid,,Amiri,4488,75,179,left,Iran,IR,Midfielder,,,,
2600,Joe,,Gomez,1612,77,188,right,England,,Defender,Liverpool,Liverpool,Liverpool FC,1612.0
2601,Youssouf,,Sabaly,3772,67,173,right,France,FR,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
2602,Danny,,Vuković,5081,96,188,right,Australia,AU,Goalkeeper,,,,
2603,Josh,,Risdon,22318,70,167,right,Australia,AU,Defender,,,,
2604,Mathew,,Ryan,1651,82,184,right,Australia,AU,Goalkeeper,"Brighton, East Sussex",Brighton & Hove Albion,Brighton & Hove Albion FC,1651.0
2605,Rándall,,Azofeifa Corrales,16843,82,183,right,Costa Rica,CR,Midfielder,,,,
2606,Robbie,,Keane,null,72,176,right,Ireland Republic,IE,Forward,,,,
2607,Gabriel Andrei,,Torje,4513,65,169,right,Romania,RO,Midfielder,,,,
2608,Hattan,,Bahbir,16472,66,170,right,Saudi Arabia,SA,Midfielder,,,,
2609,Rafał,,Kurzawa,3789,73,182,left,Poland,PL,Midfielder,Amiens,Amiens SC,Amiens SC,3789.0
2610,Dimitri,,Petratos,8313,78,175,right,Australia,AU,Midfielder,,,,
2611,Renato Júnior,,Luz Sanches,2444,70,176,right,Portugal,PT,Midfielder,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
2612,Hyun-Woo,,Cho,14772,75,189,right,Korea Republic,KR,Goalkeeper,,,,
2613,Jordan,,Leborgne,null,63,173,right,Guadeloupe,GP,Midfielder,,,,
2614,Genki,,Haraguchi,2455,68,177,right,Japan,JP,Midfielder,Hannover,Hannover 96,Hannover 96,2455.0
2615,Hiroki,,Sakai,3771,70,183,right,Japan,JP,Defender,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
2616,Mikael,,Lustig,8508,77,189,right,Sweden,SE,Defender,,,,
2617,Sung-Yeung,,Ki,1613,75,186,right,Korea Republic,KR,Midfielder,Newcastle upon Tyne,Newcastle United,Newcastle United FC,1613.0
2618,Steven,,Davis,1619,72,173,right,Northern Ireland,,Midfielder,"Southampton, Hampshire",Southampton,Southampton FC,1619.0
2619,Kyle,,Lafferty,8509,70,193,right,Northern Ireland,,Forward,,,,
2620,Gen,,Shōji,12800,74,182,right,Japan,JP,Defender,,,,
2621,Jules,,Iloki,null,69,172,right,France,FR,Midfielder,,,,
2622,Darren,,Randolph,1620,80,185,right,Ireland Republic,IE,Goalkeeper,,,,
2623,Andreas,,Granqvist,6718,84,192,right,Sweden,SE,Defender,,,,
2624,Ryota,,Oshima,12812,64,168,right,Japan,JP,Midfielder,,,,
2625,Tarek,,Hamed,27533,74,179,right,Egypt,EG,Midfielder,,,,
2626,Khadim,,N'Diaye,19644,78,191,right,Senegal,SN,Goalkeeper,,,,
2627,Alan,,Mannus,8152,84,188,right,Canada,CA,Goalkeeper,,,,
2628,Motaz Ali Hassan,,Hawsawi,16465,79,180,right,Saudi Arabia,SA,Defender,,,,
2629,Birkir Már,,Sævarsson,7735,74,187,right,Iceland,IS,Defender,,,,
2630,Daniel,,Arzani,8508,73,171,right,Australia,AU,Midfielder,,,,
2631,Aaron,,Mooy,1673,68,174,right,Australia,AU,Midfielder,"Huddersfield, West Yorkshire",Huddersfield Town,Huddersfield Town FC,1673.0
2632,Young-Gwon,,Kim,58945,74,184,left,Korea Republic,KR,Defender,,,,
2633,Min-Woo,,Kim,14777,66,174,left,Korea Republic,KR,Midfielder,,,,
2634,Wataru,,Endo,5082,75,178,right,Japan,JP,Defender,,,,
2635,Aleksandar,,Mitrović,1616,82,189,right,Serbia,RS,Forward,,,,
2636,Woo-Young,,Jung,16449,78,186,right,Korea Republic,KR,Midfielder,,,,
2637,Jackson,,Irvine,1672,80,189,right,Australia,AU,Midfielder,,,,
2638,Tomoaki,,Makino,12799,77,182,right,Japan,JP,Defender,,,,
2639,Erick Javier,,Davis Grajales,14390,78,179,left,Panama,PA,Defender,,,,
2640,Oualid,,El Hajjam,3789,73,181,right,France,FR,Defender,Amiens,Amiens SC,Amiens SC,3789.0
2641,Ikechukwu,,Ezenwa,16786,69,185,right,Nigeria,NG,Goalkeeper,,,,
2642,Karim,,Achahbar,null,70,182,left,France,FR,Forward,,,,
2643,Adolfo Abdiel,,Machado,7944,71,182,right,Panama,PA,Defender,,,,
2644,Daniel,,Colindres Solera,null,76,180,right,Costa Rica,CR,Forward,,,,
2645,Patrick Alberto,,Pemberton Bernard,16835,75,178,right,Costa Rica,CR,Goalkeeper,,,,
2646,Mohammed,,Al Burayk,16467,61,173,right,Saudi Arabia,SA,Defender,,,,
2647,Serigne Modou Kara,,Mbodji,3770,85,192,right,Senegal,SN,Defender,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
2648,Nilson Evair,,Loyola Morales,15534,73,175,left,Peru,PE,Defender,,,,
2649,Orges,,Shehi,null,78,182,right,Albania,AL,Goalkeeper,,,,
2650,Ali,,Al Bulayhi,16467,83,182,left,Saudi Arabia,SA,Defender,,,,
2651,N'Golo,,Kanté,1610,68,168,right,France,FR,Midfielder,London,Chelsea,Chelsea FC,1610.0
2652,Munir,,Mohand Mohamedi,683,80,190,right,Spain,ES,Goalkeeper,Malaga,Málaga,Málaga Club de Fútbol,683.0
2653,Alban,,Hoxha,8675,83,188,right,Albania,AL,Goalkeeper,,,,
2654,Moussa,,Konaté,3789,78,181,right,Senegal,SN,Forward,Amiens,Amiens SC,Amiens SC,3789.0
2655,Tanguy,,Ndombèlé Alvaro,3766,76,181,right,France,FR,Midfielder,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
2656,Cenk,,Tosun,1623,78,183,right,Germany,DE,Forward,Liverpool,Everton,Everton FC,1623.0
2657,Richard,,Keogh,1647,87,188,right,England,,Defender,,,,
2658,Craig,,Cathcart,1644,73,188,right,Northern Ireland,,Defender,Watford,Watford,Watford FC,1644.0
2659,Aaron ,,Hughes,8510,71,183,right,Northern Ireland,,Defender,,,,
2660,Kevin,,Wimmer,2455,85,187,left,Austria,AT,Defender,Hannover,Hannover 96,Hannover 96,2455.0
2661,Michel Ndary,,Adopo,3713,0,187,right,France,FR,Midfielder,,,,
2662,Emanuel,,Ercolano,22302,0,0,null,Italy,IT,Defender,,,,
2663,Luis,,Ndreu,3724,0,0,right,Albania,AL,Midfielder,,,,
2664,Samuel,,Pizzignacco,3724,0,0,right,Italy,IT,Goalkeeper,,,,
2665,Andrea,,Donadello,3724,79,186,right,Italy,IT,Defender,,,,
2666,Giacomo,,Figliuzzi,3731,83,184,right,Italy,IT,Goalkeeper,,,,
2667,Ben Lhassine,,Kone,3713,0,0,left,C\u00f4te d'Ivoire,CI,Midfielder,,,,
2668,Gabriel,,Barbosa Avelino,23791,81,193,right,Brazil,BR,Forward,,,,
2669,Aldo,,Caiazza,31268,79,185,right,Italy,IT,Defender,,,,
2670,Erick Steven,,Ferigra Burnham,3185,80,188,right,Ecuador,EC,Defender,Torino,Torino,Torino FC,3185.0
2671,Alessio,,Miceli,3535,74,179,right,Italy,IT,Midfielder,,,,
2672,Lorenzo,,Peli,3715,0,0,right,Italy,IT,Forward,,,,
2673,Andrea,,Colpani,3715,0,0,left,Italy,IT,Midfielder,,,,
2674,Enrico,,Del Prato,3715,0,0,right,Italy,IT,Defender,,,,
2675,Frank,,Tsadjout,26542,0,0,left,Italy,IT,Forward,,,,
2676,Salvatore,,Elia,3252,0,0,right,Italy,IT,Forward,,,,
2677,Alessandro,,Fiordaliso,3230,0,0,right,Italy,IT,Defender,,,,
2678,Vincenzo,,Millico,3713,68,173,right,Italy,IT,Forward,,,,
2679,Thomas,,Bolis,3183,0,0,right,Italy,IT,Midfielder,,,,
2680,Luca,,Sparandeo,3219,0,0,left,Italy,IT,Defender,Benevento,Benevento,Benevento Calcio,3219.0
2681,Emanuele,,Torrasi,26542,0,180,right,Italy,IT,Midfielder,,,,
2682,Gabriel Alejandro,,Paletta,9142,80,190,right,Argentina,AR,Defender,,,,
2683,Daniele,,Gastaldello,3167,77,185,right,Italy,IT,Defender,,,,
2684,Gregory,,van der Wiel,14995,69,183,right,Netherlands,NL,Defender,,,,
2685,Karamoko,,Cissé,3194,78,184,right,Guinea,GN,Forward,Verona,Hellas Verona,Hellas Verona FC,3194.0
2686,Marcello,,Gazzola,3160,78,183,right,Italy,IT,Defender,,,,
2687,Fabio Giovanni,,Ceravolo,3160,73,180,right,Italy,IT,Forward,,,,
2688,Duje,,Čop,690,82,187,right,Croatia,HR,Forward,,,,
2689,Alejandro Damián,,González Hernández,12299,79,184,right,Uruguay,UY,Defender,,,,
2690,Daniele,,Gasparetto,3182,80,195,right,Italy,IT,Defender,,,,
2691,Mirko,,Eramo,3404,75,184,right,Italy,IT,Midfielder,,,,
2692,Domenico,,Maietta,3178,75,184,right,Italy,IT,Defender,,,,
2693,Michele,,Cremonesi,3179,78,183,right,Italy,IT,Defender,,,,
2694,Federico,,Melchiorri,3179,76,185,right,Italy,IT,Forward,,,,
2695,Oliver,,Kragl,3222,77,180,left,Germany,DE,Midfielder,,,,
2696,Michele,,Camporese,3222,75,186,right,Italy,IT,Defender,,,,
2697,Kristiano Samuel,,Armenteros Nunez Mendoza Jansson,8113,80,181,left,Sweden,SE,Forward,,,,
2698,Noë,,Dussenne,5187,85,191,right,Belgium,BE,Defender,,,,
2699,Saphir Sliti,,Taïder,8142,73,180,right,France,FR,Midfielder,,,,
2700,Gabriel,,Vasconcelos Ferreira,3179,90,193,right,Brazil,BR,Goalkeeper,,,,
2701,Michele,,Rigione,3165,82,185,right,Italy,IT,Defender,Verona,Chievo,AC Chievo Verona,3165.0
2702,Petar,,Brlek,6433,74,180,right,Croatia,HR,Midfielder,,,,
2703,Molla,,Wagué,3163,87,191,right,France,FR,Defender,Udine,Udinese,Udinese Calcio,3163.0
2704,Luca,,Mora,3205,80,183,left,Italy,IT,Midfielder,,,,
2705,Gianluca,,Di Chiara,3219,81,184,left,Italy,IT,Defender,Benevento,Benevento,Benevento Calcio,3219.0
2706,Luca,,Garritano,3311,67,172,right,Italy,IT,Midfielder,,,,
2707,Davide,,Zappacosta,1610,70,182,right,Italy,IT,Defender,London,Chelsea,Chelsea FC,1610.0
2708,Amato,,Ciciretti,3160,65,170,left,Italy,IT,Forward,,,,
2709,Mattia,,Aramu,3169,67,180,left,Italy,IT,Forward,,,,
2710,Dávid,,Ivan,3231,68,173,right,Slovakia,SK,Midfielder,,,,
2711,Mamadou Yaye,,Kanoute,3198,70,174,right,Senegal,SN,Forward,,,,
2712,George Alexandru,,Puşcaş,3171,80,188,right,Romania,RO,Forward,,,,
2713,Marios,,Oikonomou,12511,85,189,right,Greece,GR,Defender,,,,
2714,Yussif Raman,,Chibsah,3254,72,178,right,Ghana,GH,Midfielder,,,,
2715,Paweł,,Bochniewicz,13512,79,187,left,Poland,PL,Defender,,,,
2716,Samuel,,Gustafson,3194,79,186,right,Sweden,SE,Midfielder,Verona,Hellas Verona,Hellas Verona FC,3194.0
2717,Luca,,Vido,3179,75,182,right,Italy,IT,Forward,,,,
2718,Wesley,,Hoedt,1619,82,192,left,Netherlands,NL,Defender,"Southampton, Hampshire",Southampton,Southampton FC,1619.0
2719,Alessandro,,Bellemo,3309,77,182,right,Italy,IT,Midfielder,,,,
2720,Hermes Aristóteles,,Romero,3197,83,186,right,Venezuela,VE,Midfielder,Crotone,Crotone,FC Crotone,3197.0
2721,Fabio,,Della Giovanna,3282,75,185,left,Italy,IT,Defender,,,,
2722,Maxime,,Leverbe,3164,76,188,right,France,FR,Defender,Genova,Sampdoria,UC Sampdoria,3164.0
2723,Ćazim,,Suljić,3291,73,178,right,France,FR,Midfielder,,,,
2724,Tiago Daniel,,Rodrigues Dias,9686,67,175,left,Portugal,PT,Forward,,,,
2725,Vitja,,Valenčič,11953,76,177,right,Slovenia,SI,Midfielder,,,,
2726,Stefano,,Ciavattini,3170,0,0,right,Italy,IT,Defender,,,,
2727,Andrea,,Marcucci,31889,67,173,right,Italy,IT,Midfielder,,,,
2728,Gianluca,,Scamacca,23,85,195,right,Italy,IT,Forward,,,,
2729,Ianis,,Hagi,11797,68,178,left,Turkey,TR,Midfielder,,,,
2730,Nura,,Abdullahi,3158,72,180,right,Nigeria,NG,Defender,Roma,Roma,AS Roma,3158.0
2731,Filippo,,Melegoni,3199,74,186,right,Italy,IT,Midfielder,,,,
2732,Šimon,,Štefanec,3195,73,178,right,Slovakia,SK,Midfielder,,,,
2733,Ľubomír,,Tupta,3194,70,178,right,Slovakia,SK,Forward,Verona,Hellas Verona,Hellas Verona FC,3194.0
2734,Titas,,Krapikas,3710,85,195,right,Lithuania,LT,Goalkeeper,,,,
2735,Rafik,,Zekhnini,16,63,179,right,Norway,NO,Forward,,,,
2736,Luka,,Marković,26540,80,186,right,Serbia,RS,Forward,,,,
2737,Simone,,Palombi,3168,75,182,right,Italy,IT,Forward,,,,
2738,Petko,,Hristov,3182,78,191,right,Bulgaria,BG,Defender,,,,
2739,Mattia,,Del Favero,63044,84,190,right,Italy,IT,Goalkeeper,,,,
2740,Fabrizio,,Brignani,3207,75,192,right,Italy,IT,Defender,,,,
2741,Cristian,,Mutton,26379,75,184,right,Italy,IT,Forward,,,,
2742,Karlo,,Butić,3182,78,187,left,Croatia,HR,Forward,,,,
2743,Leonardo,,Marson,3304,92,194,left,Italy,IT,Goalkeeper,,,,
2744,Andrea,,Romagnoli,3414,78,180,right,Italy,IT,Goalkeeper,,,,
2745,Zinho,,Vanheusden,5083,80,187,right,Belgium,BE,Defender,,,,
2746,Ognjen,,Stijepović,3164,74,185,left,Montenegro,ME,Forward,Genova,Sampdoria,UC Sampdoria,3164.0
2747,Michael,,Kingsley Dogo,3179,70,176,right,Nigeria,NG,Midfielder,,,,
2748,Orji,,Okwonkwo,3166,72,178,right,Nigeria,NG,Forward,Bologna,Bologna,Bologna FC 1909,3166.0
2749,Raoul,,Bellanova,26542,78,185,right,Italy,IT,Defender,,,,
2750,Matteo,,Gabbia,3203,78,188,right,Italy,IT,Defender,,,,
2751,Gabriele,,Gori,3222,80,187,left,Italy,IT,Forward,,,,
2752,Andrea,,Pinamonti,3254,74,185,right,Italy,IT,Forward,,,,
2753,Marash,,Kumbulla,3726,0,185,right,Albania,AL,Defender,,,,
2754,Filip,,Vaško,3724,78,191,right,Slovakia,SK,Defender,,,,
2755,Michal,,Tomič,14368,76,182,right,Slovakia,SK,Defender,,,,
2756,Andreaw Rayan,,Gravillon,3199,75,188,right,Guadeloupe,GP,Defender,,,,
2757,Xian,,Emmers,3235,72,178,right,Switzerland,CH,Midfielder,,,,
2758,Juan Manuel,,Valencia Aponzá,3166,79,185,right,Colombia,CO,Midfielder,Bologna,Bologna,Bologna FC 1909,3166.0
2759,Domenico,,Coppola,3291,74,193,right,Italy,IT,Goalkeeper,,,,
2760,Manuel,,Ferrini,39972,75,188,right,Italy,IT,Defender,,,,
2761,Leonardo,,Loria,26540,92,195,right,Italy,IT,Goalkeeper,,,,
2762,Ferdinando,,Del Sole,3199,72,180,left,Italy,IT,Forward,,,,
2763,Emmanuel Delan Junior,,Latte Lath,3209,75,180,right,C\u00f4te d'Ivoire,CI,Forward,,,,
2764,Federico,,Brancolini,3702,76,184,right,Italy,IT,Goalkeeper,,,,
2765,Giuseppe,,Cuomo,3197,79,190,right,Italy,IT,Defender,Crotone,Crotone,FC Crotone,3197.0
2766,Giovanni,,Volpicelli,3219,69,175,right,Italy,IT,Midfielder,Benevento,Benevento,Benevento Calcio,3219.0
2767,Federico,,Ravaglia,3282,88,196,right,Italy,IT,Goalkeeper,,,,
2768,Manuel,,De Luca,3244,80,190,right,Italy,IT,Forward,,,,
2769,Dejan,,Kulusevski,3715,0,0,left,Sweden,SE,Forward,,,,
2770,Lorenzo,,Valeau,3188,74,180,left,Italy,IT,Defender,,,,
2771,Alessandro,,Guarnone,3502,75,185,right,Italy,IT,Goalkeeper,,,,
2772,Giuseppe,,Borello,3291,60,167,left,Italy,IT,Midfielder,,,,
2773,Emanuel,,Vignato,3165,67,175,right,Italy,IT,Forward,Verona,Chievo,AC Chievo Verona,3165.0
2774,Alessio,,Donnarumma,3354,72,174,right,Italy,IT,Midfielder,,,,
2775,Oliva Christian,,Rutjens,3465,0,0,right,Spain,ES,Defender,,,,
2776,Vincenzo,,Pinto,24101,0,0,right,Italy,IT,Forward,,,,
2777,Nicolò,,Zaniolo,3158,79,190,left,Italy,IT,Midfielder,Roma,Roma,AS Roma,3158.0
2778,Gianluca,,Frabotta,3414,70,176,left,Italy,IT,Defender,,,,
2779,Michele,,Cerofolini,3311,80,188,right,Italy,IT,Goalkeeper,,,,
2780,Alessandro,,Buongiorno,3435,80,191,left,Italy,IT,Defender,,,,
2781,Andrea,,Tessiore,3231,63,177,right,Italy,IT,Midfielder,,,,
2782,Pedro,,Lomba Neto,3162,62,172,left,Portugal,PT,Forward,Formello,Lazio,SS Lazio,3162.0
2783,Flippo,,Pavoni,3221,83,186,right,Italy,IT,Goalkeeper,,,,
2784,Raul Marian,,Oprut,60557,78,184,left,Romania,RO,Defender,,,,
2785,Giacomo,,Boccafoglia,3679,75,180,right,Italy,IT,Defender,,,,
2786,Riccardo,,Daga,3173,78,192,right,Italy,IT,Goalkeeper,Cagliari,Cagliari,Cagliari Calcio,3173.0
2787,Gergely,,Hutvágner,3710,78,192,left,Hungary,HU,Goalkeeper,,,,
2788,Franck Alain,,Djoulou Zohoki,3713,82,185,right,C\u00f4te d'Ivoire,CI,Forward,,,,
2789,Marco,,Pissardo,23351,80,185,right,Italy,IT,Goalkeeper,,,,
2790,Eddy Anthony,,Salcedo Mora,3721,72,188,right,Italy,IT,Forward,,,,
2791,Riccardo,,Sottil,3176,70,180,right,Italy,IT,Forward,Firenze,Fiorentina,ACF Fiorentina,3176.0
2792,Luca,,Ranieri,3222,74,185,left,Italy,IT,Defender,,,,
2793,Andrea,,Danzi,3194,68,175,right,Italy,IT,Midfielder,Verona,Hellas Verona,Hellas Verona FC,3194.0
2794,Pasquale,,Giannotti,26410,64,171,right,Italy,IT,Midfielder,,,,
2795,Alessio,,Riccardi,31889,0,0,right,Italy,IT,Midfielder,,,,
2796,Thomas,,Candeloro,6418,80,195,right,Switzerland,CH,Goalkeeper,,,,
2797,Devid Eugene,,Bouah,31889,0,0,right,Italy,IT,Defender,,,,
2798,Michael,,Scarf,3217,81,187,left,Ghana,GH,Defender,,,,
2799,Manuel,,Lombardoni,3213,0,0,right,Italy,IT,Defender,,,,
2800,Salvatore,,Esposito,26442,0,0,right,Italy,IT,Midfielder,,,,
2801,Pio Francesco,,Russo,3275,0,0,right,Italy,IT,Midfielder,,,,
2802,Lorenzo,,Bruzzi,63189,0,0,left,Italy,IT,Goalkeeper,,,,
2803,Alexander,,Kert Molberg,39813,0,0,right,Denmark,DK,Defender,,,,
2804,Francesco,,Latella,3731,69,182,right,Italy,IT,Goalkeeper,,,,
2805,Nicolò,,Cabras,3700,0,0,right,Italy,IT,Goalkeeper,,,,
2806,Luca,,Seri,26442,0,0,right,Italy,IT,Goalkeeper,,,,
2807,Luca,,Gagliano,3700,0,0,left,Italy,IT,Forward,,,,
2808,Riccardo,,Ladinetti,3700,0,0,right,Italy,IT,Midfielder,,,,
2809,Manuel,,Gasparini,3724,0,0,,Italy,IT,Goalkeeper,,,,
2810,Joe,,Hart,1646,83,194,right,England,,Goalkeeper,"Burnley, Lancashire",Burnley,Burnley FC,1646.0
2811,Orestis,,Karnezis,3187,84,190,right,Greece,GR,Goalkeeper,Castel Volturno,Napoli,SSC Napoli,3187.0
2812,Manolo,,Gabbiadini,1619,81,186,left,Italy,IT,Forward,"Southampton, Hampshire",Southampton,Southampton FC,1619.0
2813,Gerard,,Deulofeu Lázaro,1644,73,177,right,Spain,ES,Forward,Watford,Watford,Watford FC,1644.0
2814,Mario,,Lemina,1619,76,184,right,Gabon,GA,Midfielder,"Southampton, Hampshire",Southampton,Southampton FC,1619.0
2815,Luca,,Zanimacchia,63044,68,178,right,Italy,IT,Forward,,,,
2816,Fernando,,Llorente Torres,1624,90,195,right,Spain,ES,Forward,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
2817,Lukas,,Podolski,12804,80,180,left,Poland,PL,Forward,,,,
2818,Angelo,,Obinze Ogbonna,1633,86,191,left,Italy,IT,Defender,London,West Ham United,West Ham United FC,1633.0
2819,José,,Holebas,1644,81,185,left,Germany,DE,Defender,Watford,Watford,Watford FC,1644.0
2820,Matteo,,Darmian,1611,70,182,right,Italy,IT,Defender,Manchester,Manchester United,Manchester United FC,1611.0
2821,Jean-François,,Gillet,5083,78,181,right,Belgium,BE,Goalkeeper,,,,
2822,Stefano,,Okaka Chuka,1644,90,186,right,Italy,IT,Forward,Watford,Watford,Watford FC,1644.0
2823,Miguel Ángel,,Britos Cabrera,1644,85,188,right,Uruguay,UY,Defender,Watford,Watford,Watford FC,1644.0
2824,Matias Ezequiel,,Schelotto,1651,79,187,right,Argentina,AR,Defender,"Brighton, East Sussex",Brighton & Hove Albion,Brighton & Hove Albion FC,1651.0
2825,Pedro ,,Mba Obiang Avomo,1633,75,185,right,Spain,ES,Midfielder,London,West Ham United,West Ham United FC,1633.0
2826,Kyle,,Taylor,1659,0,0,,England,,Midfielder,"Bournemouth, Dorset",AFC Bournemouth,AFC Bournemouth,1659.0
2827,Maarten,,Stekelenburg,1623,92,197,right,Netherlands,NL,Goalkeeper,Liverpool,Everton,Everton FC,1623.0
2828,Zlatan,,Ibrahimović,7847,95,195,right,Sweden,SE,Forward,,,,
2829,Aaron ,,Lennon,1646,63,165,right,England,,Midfielder,"Burnley, Lancashire",Burnley,Burnley FC,1646.0
2830,Peter,,Crouch,1639,84,201,right,England,,Forward,Stoke-on-Trent,Stoke City,Stoke City FC,1639.0
2831,Wayne,,Rooney,7852,83,176,right,England,,Forward,,,,
2832,Theo ,,Walcott,1623,68,176,right,England,,Forward,Liverpool,Everton,Everton FC,1623.0
2833,Petr,,Čech,1609,90,196,left,Czech Republic,CZ,Goalkeeper,London,Arsenal,Arsenal FC,1609.0
2834,Luis Antonio,,Valencia Mosquera,1611,78,181,right,Ecuador,EC,Defender,Manchester,Manchester United,Manchester United FC,1611.0
2835,Francesc,,Fàbregas i Soler,1610,74,175,right,Spain,ES,Midfielder,London,Chelsea,Chelsea FC,1610.0
2836,Artur,,Boruc,1659,87,193,right,Poland,PL,Goalkeeper,"Bournemouth, Dorset",AFC Bournemouth,AFC Bournemouth,1659.0
