,firstName,middleName,lastName,currentTeamId,weight,height,foot,country,cou_code,role,city,name,officialName,wyId
0,Harun,,Tekin,4502,78,187,right,Turkey,TR,Goalkeeper,,,,
1,Malang,,Sarr,3775,73,182,left,France,FR,Defender,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
2,Over,,Mandanda,3772,72,176,,France,FR,Goalkeeper,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
3,Alfred John Momar,,N'Diaye,683,82,187,right,France,FR,Midfielder,Malaga,Málaga,Málaga Club de Fútbol,683.0
4,Ibrahima,,Konaté,2975,84,192,right,France,FR,Defender,Leipzig,RB Leipzig,Rasen Ballsport Leipzig,2975.0
5,Jasper,,Cillessen,676,83,185,right,Netherlands,NL,Goalkeeper,Barcelona,Barcelona,FC Barcelona,676.0
6,Toby,,Alderweireld,1624,91,187,right,Belgium,BE,Defender,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
7,Jan,,Vertonghen,1624,88,189,left,Belgium,BE,Defender,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
8,Alexander,,Djiku,3783,74,182,right,France,FR,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
9,Christian ,,Dannemann Eriksen,1624,76,180,right,Denmark,DK,Midfielder,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
10,Marcel,,Sabitzer,2975,74,177,right,Austria,AT,Midfielder,Leipzig,RB Leipzig,Rasen Ballsport Leipzig,2975.0
11,Kolbeinn,,Sigþórsson,3770,84,186,right,Iceland,IS,Forward,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
12,Charles,,Traoré,3795,74,180,left,Mali,ML,Defender,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
13,Niklas,,Moisander,2443,75,183,left,Finland,FI,Defender,Bremen,Werder Bremen,SV Werder Bremen,2443.0
14,Charlison,,Benschop,2455,91,191,right,Cura\u00e7ao,CW,Forward,Hannover,Hannover 96,Hannover 96,2455.0
15,Johann ,,Berg Guðmunds­son,1646,77,186,left,Iceland,IS,Midfielder,"Burnley, Lancashire",Burnley,Burnley FC,1646.0
16,Przemysław,,Tytoń,677,83,194,right,Poland,PL,Goalkeeper,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
17,Marcelo Antônio,,Guedes Filho,3766,85,191,right,Brazil,BR,Defender,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
18,Jetro,,Willems,2462,65,169,left,Netherlands,NL,Defender,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
19,Ali Adnan Kadhim,,Al Tameemi,3163,78,186,left,Iraq,IQ,Defender,Udine,Udinese,Udinese Calcio,3163.0
20,Kevin,,Strootman,3158,78,186,left,Netherlands,NL,Midfielder,Roma,Roma,AS Roma,3158.0
21,Memphis,,Depay,3766,78,176,right,Netherlands,NL,Forward,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
22,Dries,,Mertens,3187,61,169,right,Belgium,BE,Forward,Castel Volturno,Napoli,SSC Napoli,3187.0
23,Ola,,Toivonen,3780,78,192,right,Sweden,SE,Forward,Toulouse,Toulouse,Toulouse FC,3780.0
24,Stefan,,de Vrij,3162,78,189,right,Netherlands,NL,Defender,Formello,Lazio,SS Lazio,3162.0
25,Karim,,El Ahmadi Al Aroos,16469,78,179,right,Netherlands,NL,Midfielder,,,,
26,John,,Guidetti,696,79,185,right,Sweden,SE,Forward,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
27,Volkan,,Babacan,4535,86,192,right,Turkey,TR,Goalkeeper,,,,
28,Jeffrey,,Gouweleeuw,2481,78,188,right,Netherlands,NL,Defender,Augsburg,Augsburg,FC Augsburg,2481.0
29,Filip,,Đuričić,3219,72,181,right,Serbia,RS,Midfielder,Benevento,Benevento,Benevento Calcio,3219.0
30,Peter,,Pekarík,2457,70,176,right,Slovakia,SK,Defender,Berlin,Hertha BSC,Hertha BSC,2457.0
31,Jagoš,,Vuković,3194,93,195,left,Serbia,RS,Defender,Verona,Hellas Verona,Hellas Verona FC,3194.0
32,Nordin,,Amrabat,16470,77,178,right,Netherlands,NL,Forward,,,,
33,Christian,,Kouakou Yao,3783,72,182,right,C\u00f4te d'Ivoire,CI,Forward,Caen,Caen,Stade Malherbe Caen,3783.0
34,Roberto José,,Rosales Altuve,683,71,175,right,Venezuela,VE,Defender,Malaga,Málaga,Málaga Club de Fútbol,683.0
35,Nacer,,Chadli,1627,80,187,right,Belgium,BE,Midfielder,West Bromwich,West Bromwich Albion,West Bromwich Albion FC,1627.0
36,Robin,,Gosens,3172,76,183,left,Germany,DE,Defender,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
37,Yacine,,Bammou,3770,78,188,right,France,FR,Forward,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
38,Florian,,Le Joncour,3783,86,193,left,France,FR,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
39,André,,Ramalho Silva,8743,78,182,right,Brazil,BR,Defender,,,,
40,Davide,,Borsellini,3163,69,180,left,Italy,IT,Goalkeeper,Udine,Udinese,Udinese Calcio,3163.0
41,Leon-Aderemi,,Balogun,1651,81,190,right,Germany,DE,Defender,"Brighton, East Sussex",Brighton & Hove Albion,Brighton & Hove Albion FC,1651.0
42,Godfred,,Donsah,3166,70,175,right,Ghana,GH,Midfielder,Bologna,Bologna,Bologna FC 1909,3166.0
43,Hyun-Jun,,Suk,3795,82,190,right,Korea Republic,KR,Forward,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
44,Dušan,,Tadić,9,76,181,left,Serbia,RS,Midfielder,,,,
45,Bram,,Nuytinck,3163,80,190,left,Netherlands,NL,Defender,Udine,Udinese,Udinese Calcio,3163.0
46,Lasse,,Schöne,9,78,177,right,Denmark,DK,Midfielder,,,,
47,Ablie,,Jallow,3777,56,166,left,Gambia,GM,Midfielder,Metz,Metz,FC Metz,3777.0
48,Bogdan Sorin,,Stancu,4502,75,183,right,Romania,RO,Forward,,,,
49,Gregor,,Kobel,2482,90,194,right,Switzerland,CH,Goalkeeper,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
50,Denis Lemi,,Zakaria Lako Lado,2454,80,191,right,Switzerland,CH,Midfielder,M\u00f6nchengladbach,Borussia M'gladbach,Borussia VfL Mönchengladbach,2454.0
51,Marten,,de Roon,3172,76,185,right,Netherlands,NL,Midfielder,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
52,Alex,,Iwobi,1609,75,180,right,Nigeria,NG,Midfielder,London,Arsenal,Arsenal FC,1609.0
53,Lorenzo,,Pellegrini,3158,77,186,right,Italy,IT,Midfielder,Roma,Roma,AS Roma,3158.0
54,Mohamed Salim,,Fares,3194,75,183,left,France,FR,Forward,Verona,Hellas Verona,Hellas Verona FC,3194.0
55,Otávio Henrique,,Passos Santos,3772,73,176,right,Brazil,BR,Midfielder,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
56,Hernán Darío,,Toledo,714,72,180,right,Argentina,AR,Forward,Las Palmas de Gran Canaria,Las Palmas,UD Las Palmas,714.0
57,Maya,,Yoshida,1619,78,189,right,Japan,JP,Defender,"Southampton, Hampshire",Southampton,Southampton FC,1619.0
58,Bryan,,Passi,3787,78,189,right,France,FR,Defender,Montpellier,Montpellier,Montpellier HSC,3787.0
59,Hamza,,Mendyl,2449,73,179,left,Morocco,MA,Defender,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
60,Anthony,,Caci,3779,70,184,right,France,FR,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
61,Miguel Ángel,,Guerrero Martín,712,77,182,right,Spain,ES,Forward,Legan\u00e9s,Leganés,CD Leganés,712.0
62,Róbert,,Mazáň,692,75,180,left,Slovakia,SK,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
63,Martin,,Terrier,3779,71,183,right,France,FR,Forward,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
64,Théodore,,Efouba Ayissi,,75,184,right,Cameroon,CM,Defender,,,,
65,Tyronne,,Ebuehi,9607,72,187,right,Netherlands,NL,Defender,,,,
66,Patrick,,Burner,3775,65,170,right,Martinique,MQ,Defender,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
67,Samuel,,Grandsir,3795,64,168,right,France,FR,Forward,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
68,Víctor,,López Ibáñez,696,0,0,right,Spain,ES,Defender,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
69,Jean Michaël,,Seri,3775,65,168,right,C\u00f4te d'Ivoire,CI,Midfielder,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
70,Gerard,,Gumbau Garriga,712,77,187,left,Spain,ES,Midfielder,Legan\u00e9s,Leganés,CD Leganés,712.0
71,Pablo,,Maffeo Becerra,756,68,173,right,Spain,ES,Defender,Girona,Girona,Girona FC,756.0
72,Artur,,Jędrzejczyk,13505,78,189,right,Poland,PL,Defender,,,,
73,Maciej,,Rybus,13887,75,173,left,Poland,PL,Defender,,,,
74,Marcin,,Kamiński,2445,82,192,left,Poland,PL,Defender,Stuttgart,Stuttgart,VfB Stuttgart 1893,2445.0
75,Karim,,Onisiwo,2460,76,188,right,Austria,AT,Midfielder,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
76,Artjoms,,Rudņevs,,81,183,left,Latvia,LV,Forward,,,,
77,Łukasz,,Skorupski,3158,83,190,right,Poland,PL,Goalkeeper,Roma,Roma,AS Roma,3158.0
78,Paweł,,Olkowski,2463,76,184,right,Poland,PL,Defender,K\u00f6ln,Köln,1. FC Köln,2463.0
79,Arkadiusz,,Milik,3187,78,186,left,Poland,PL,Forward,Castel Volturno,Napoli,SSC Napoli,3187.0
80,Préjuce Niguimbé,,Nakoulma,,72,178,right,Burkina Faso,BF,Forward,,,,
81,Gianluca,,Pegolo,3315,76,183,left,Italy,IT,Goalkeeper,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
82,Mariusz,,Stępiński,3165,72,183,right,Poland,PL,Forward,Verona,Chievo,AC Chievo Verona,3165.0
83,Duje,,Ćaleta-Car,3771,89,192,right,Croatia,HR,Defender,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
84,Edvinas,,Gertmonas,3774,92,192,right,Lithuania,LT,Goalkeeper,Rennes,Rennes,Stade Rennais FC,3774.0
85,Hrvoje,,Milić,,74,183,left,Croatia,HR,Defender,,,,
86,Jonathan,,Klinsmann,2457,70,194,right,United States,US,Goalkeeper,Berlin,Hertha BSC,Hertha BSC,2457.0
87,Francesco,,Vicari,3204,80,190,right,Italy,IT,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
88,Alex,,Ferrari,3194,70,183,right,Italy,IT,Defender,Verona,Hellas Verona,Hellas Verona FC,3194.0
89,Emil,,Berggreen,2460,88,194,right,Denmark,DK,Forward,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
90,Igor,,Lewczuk,3772,88,189,right,Poland,PL,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
91,Cheick,,Keita,3166,76,182,left,France,FR,Defender,Bologna,Bologna,Bologna FC 1909,3166.0
92,Carlos,,Calderón López,698,69,182,right,Spain,ES,Midfielder,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
93,Thiago,,Rangel Cionek,3204,80,183,right,Brazil,BR,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
94,Rodrigo,,Bentancur Colmán,3159,73,185,right,Uruguay,UY,Midfielder,Torino,Juventus,Juventus FC,3159.0
95,Bernardo,,Fernandes da Silva Junior,2975,76,186,left,Brazil,BR,Defender,Leipzig,RB Leipzig,Rasen Ballsport Leipzig,2975.0
96,Rafał,,Gikiewicz,2453,81,190,right,Poland,PL,Goalkeeper,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
97,Alessandro,,Deiola,3173,85,190,right,Italy,IT,Midfielder,Cagliari,Cagliari,Cagliari Calcio,3173.0
98,Nadiem,,Amiri,2482,73,180,right,Germany,DE,Midfielder,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
99,Yeray,,Álvarez López,678,78,183,right,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
100,Íñigo,,Lekue Martínez,678,73,180,right,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
101,Ali,,Gabr,27533,84,193,right,Egypt,EG,Defender,,,,
102,Pere,,Pons Riera,756,70,177,right,Spain,ES,Midfielder,Girona,Girona,Girona FC,756.0
103,Federico Nicolás,,Cartabia,677,65,169,left,Argentina,AR,Midfielder,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
104,Bartosz,,Bereszyński,3164,77,183,right,Poland,PL,Defender,Genova,Sampdoria,UC Sampdoria,3164.0
105,Ólafur Ingi,,Skúlason,7727,81,183,right,Iceland,IS,Midfielder,,,,
106,Dominik,,Kohr,2446,79,183,right,Germany,DE,Midfielder,Leverkusen,Bayer Leverkusen,TSV Bayer 04 Leverkusen,2446.0
107,Piotr,,Zieliński,3187,75,180,right,Poland,PL,Midfielder,Castel Volturno,Napoli,SSC Napoli,3187.0
108,Jemerson,,de Jesus Nascimento,19830,77,184,right,Brazil,BR,Defender,Monaco,Monaco,AS Monaco FC,19830.0
109,Youri,,Tielemans,19830,72,176,right,Belgium,BE,Midfielder,Monaco,Monaco,AS Monaco FC,19830.0
110,Timothy,,Castagne,3172,80,185,right,Belgium,BE,Defender,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
111,Kenny,,Tete,3766,71,180,right,Netherlands,NL,Defender,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
112,Viktor,,Fischer,7452,71,180,right,Denmark,DK,Forward,,,,
113,Riechedly,,Bazoer,2451,74,184,right,Netherlands,NL,Midfielder,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
114,Oussama,,Tannane,3782,80,177,left,Netherlands,NL,Forward,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
115,Presnel,,Kimpembe,3767,67,183,left,France,FR,Defender,Paris,PSG,Paris Saint-Germain FC,3767.0
116,Kingsley,,Coman,2444,71,178,right,France,FR,Forward,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
117,Gabriel,,Barbosa Almeida,5655,73,178,left,Brazil,BR,Forward,,,,
118,Mamadou,,Sissako,3795,71,171,right,France,FR,Forward,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
119,Şener,,Özbayraklı,4487,71,171,right,Turkey,TR,Defender,,,,
120,Andrey,,Semenov,13898,86,190,right,Russia,RU,Defender,,,,
121,Yoel,,Armougom,3783,71,173,left,Reunion,RE,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
122,Kévin Lucien,,Zohi,3779,70,177,right,C\u00f4te d'Ivoire,CI,Forward,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
123,Igor,,Zubeldía Elorza,687,79,180,right,Spain,ES,Midfielder,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
124,George,,Gope-Fenepej,3789,74,182,right,New Caledonia,NC,Forward,Amiens,Amiens SC,Amiens SC,3789.0
125,Pierluigi,,Gollini,3172,80,188,right,Italy,IT,Goalkeeper,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
126,Ezequiel,,Ponce Martínez,3776,78,178,right,Argentina,AR,Forward,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
127,Enrico,,Bearzotti,3194,70,180,right,Italy,IT,Midfielder,Verona,Hellas Verona,Hellas Verona FC,3194.0
128,Emiliano,,Viviano,3164,90,195,left,Italy,IT,Goalkeeper,Genova,Sampdoria,UC Sampdoria,3164.0
129,Maximiliano,,Gómez González,692,87,186,right,Uruguay,UY,Forward,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
130,Moctar El Hacen,,El Id,695,79,181,right,Mauritania,MR,Midfielder,Valencia,Levante,Levante UD,695.0
131,Thomas,,Strakosha,3162,78,186,right,Greece,GR,Goalkeeper,Formello,Lazio,SS Lazio,3162.0
132,Marcus,,Coco,3785,78,184,right,Guadeloupe,GP,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
133,Joel,,Pohjanpalo,2446,83,185,right,Finland,FI,Forward,Leverkusen,Bayer Leverkusen,TSV Bayer 04 Leverkusen,2446.0
134,Miguel Ángel,,Trauco Saavedra,5654,67,175,left,Peru,PE,Defender,,,,
135,Vincent,,Laurini,3176,72,173,right,France,FR,Defender,Firenze,Fiorentina,ACF Fiorentina,3176.0
136,Firmin Ndombe,,Mubele,3780,67,170,right,Congo DR,CD,Forward,Toulouse,Toulouse,Toulouse FC,3780.0
137,Antonín,,Barák,3163,86,190,left,Czech Republic,CZ,Midfielder,Udine,Udinese,Udinese Calcio,3163.0
138,Manuel,,Akanji,2447,85,187,right,Switzerland,CH,Defender,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
139,Samuel ,,Castillejo Azuaga,682,67,182,left,Spain,ES,Midfielder,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
140,Filip,,Manojlović,698,82,197,right,Serbia,RS,Goalkeeper,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
141,Rubén,,Sobrino Pozuelo,696,73,185,right,Spain,ES,Forward,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
142,Vasili,,Berezutski,,87,189,right,Russia,RU,Defender,,,,
143,Julio César,,Villalba Gaona,2454,65,174,right,Paraguay,PY,Forward,M\u00f6nchengladbach,Borussia M'gladbach,Borussia VfL Mönchengladbach,2454.0
144,Onyinye Wilfred,,Ndidi,1631,80,187,right,Nigeria,NG,Midfielder,Leicester,Leicester City,Leicester City FC,1631.0
145,Abdullahi,,Shehu,4502,72,181,right,Nigeria,NG,Defender,,,,
146,Tomáš,,Hubočan,4488,70,184,right,Slovakia,SK,Defender,,,,
147,Bruno Eduardo,,Regufe Alves,3160,83,187,right,Portugal,PT,Defender,,,,
148,Achraf,,Hakimi Mouh,2447,68,179,right,Spain,ES,Defender,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
149,Eloi,,Amagat Arimany,756,72,180,right,Spain,ES,Midfielder,Girona,Girona,Girona FC,756.0
150,Vicente,,Guaita Panadero,698,81,190,right,Spain,ES,Goalkeeper,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
151,Jordi,,Alba Ramos,676,68,170,left,Spain,ES,Defender,Barcelona,Barcelona,FC Barcelona,676.0
152,Antonio,,Barragán Fernández,684,76,183,right,Spain,ES,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
153,Igor,,Akinfeev,13886,82,186,right,Russia,RU,Goalkeeper,,,,
154,Adil,,Rami,3771,90,190,right,France,FR,Defender,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
155,Víctor,,Ruíz Torre,682,78,185,left,Spain,ES,Defender,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
156,Sabin,,Merino Zuloaga,678,75,187,right,Spain,ES,Forward,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
157,Éver Maximiliano David,,Banega,680,71,174,right,Argentina,AR,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
158,Juan,,Bernat Velasco,2444,67,170,left,Spain,ES,Defender,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
159,Sergio,,Canales Madrazo,687,74,180,left,Spain,ES,Midfielder,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
160,Daniel,,Parejo Muñoz,674,74,182,right,Spain,ES,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
161,Cristian,,Portugués Manzanera,756,75,178,right,Spain,ES,Midfielder,Girona,Girona,Girona FC,756.0
162,Keisuke,,Honda,8311,76,182,left,Japan,JP,Midfielder,,,,
163,Mehmet,,Topal,4487,82,187,right,Turkey,TR,Midfielder,,,,
164,Aritz,,Aduriz Zubeldia,678,78,182,right,Spain,ES,Forward,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
165,Francisco,,Alcácer García,676,71,175,right,Spain,ES,Forward,Barcelona,Barcelona,FC Barcelona,676.0
166,Pablo Daniel,,Piatti,691,63,163,left,Argentina,AR,Forward,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
167,Antonio,,Adán Garrido,684,88,191,left,Spain,ES,Goalkeeper,Sevilla,Real Betis,Real Betis Balompié,684.0
168,Fernando,,Pacheco Flores,696,81,186,left,Spain,ES,Goalkeeper,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
169,Dalbert Henrique,,Chagas Estevão,3161,74,181,left,Brazil,BR,Defender,Milano,Internazionale,FC Internazionale Milano,3161.0
170,Ahmed,,Musa,16470,66,171,right,Nigeria,NG,Forward,,,,
171,José Ignacio,,Fernández Iglesias,675,76,180,right,Spain,ES,Defender,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
172,Sergio,,Ramos García,675,82,184,right,Spain,ES,Defender,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
173,Ricardo Alberto,,Silveira de Carvalho,,78,183,right,Portugal,PT,Defender,,,,
174,Pedro Filipe,,Teodósio Mendes,3787,78,186,right,Switzerland,CH,Defender,Montpellier,Montpellier,Montpellier HSC,3787.0
175,Raphaël,,Varane,675,81,191,right,France,FR,Defender,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
176,Marcelo,,Vieira da Silva Júnior,675,80,174,left,Brazil,BR,Defender,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
177,Niklas,,Süle,2444,97,195,right,Germany,DE,Defender,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
178,José María,,Callejón Bueno,3187,73,178,right,Spain,ES,Forward,Castel Volturno,Napoli,SSC Napoli,3187.0
179,Lassana,,Diarra,3767,67,173,right,France,FR,Midfielder,Paris,PSG,Paris Saint-Germain FC,3767.0
180,Esteban Félix,,Granero Molina,691,78,180,right,Spain,ES,Midfielder,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
181,Sami,,Khedira,3159,85,189,right,Germany,DE,Midfielder,Torino,Juventus,Juventus FC,3159.0
182,Mesut,,Özil,1609,76,180,left,Germany,DE,Midfielder,London,Arsenal,Arsenal FC,1609.0
183,Nuri,,Şahin,2447,73,180,left,Germany,DE,Midfielder,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
184,Karim,,Benzema,675,81,185,right,France,FR,Forward,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
185,Cristiano Ronaldo,,dos Santos Aveiro,3159,83,187,right,Portugal,PT,Forward,Torino,Juventus,Juventus FC,3159.0
186,Gonzalo Gerardo,,Higuaín,3157,82,184,right,France,FR,Forward,Milano,Milan,AC Milan,3157.0
187,Juan Francisco,,Moreno Fuertes,677,69,180,right,Spain,ES,Defender,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
188,Oier,,Olazábal Paredes,695,85,189,left,Spain,ES,Goalkeeper,Valencia,Levante,Levante UD,695.0
189,Felipe Salvador,,Caicedo Corozo,3162,84,183,left,Ecuador,EC,Forward,Formello,Lazio,SS Lazio,3162.0
190,Daniel,,Alves da Silva,3767,70,172,right,Brazil,BR,Defender,Paris,PSG,Paris Saint-Germain FC,3767.0
191,Marc,,Bartra Aregall,684,73,184,right,Spain,ES,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
192,Andreu,,Fontàs Prat,692,89,186,left,Spain,ES,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
193,Sergi,,Gómez Solà,692,77,185,right,Spain,ES,Defender,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
194,Martín,,Montoya Torralbo,674,73,175,right,Spain,ES,Defender,Valencia,Valencia,Valencia Club de Fútbol,674.0
195,Marc,,Muniesa Martínez,756,72,179,left,Spain,ES,Defender,Girona,Girona,Girona FC,756.0
196,Alessio,,Cragno,3173,80,183,right,Italy,IT,Goalkeeper,Cagliari,Cagliari,Cagliari Calcio,3173.0
197,Rafael,,Alcântara do Nascimento,3161,71,174,left,Brazil,BR,Midfielder,Milano,Internazionale,FC Internazionale Milano,3161.0
198,Thiago,,Alcântara do Nascimento,2444,70,174,right,Spain,ES,Midfielder,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
199,Sergio,,Busquets i Burgos,676,76,189,right,Spain,ES,Midfielder,Barcelona,Barcelona,FC Barcelona,676.0
200,Sergi,,Roberto Carnicer,676,68,178,right,Spain,ES,Defender,Barcelona,Barcelona,FC Barcelona,676.0
201,Filippo,,Costa,3204,68,176,left,Italy,IT,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
202,Jonathan,,dos Santos Ramírez,7847,68,172,right,Mexico,MX,Midfielder,,,,
203,Andrés,,Iniesta Luján,12804,68,171,right,Spain,ES,Midfielder,,,,
204,Daniele,,Rugani,3159,78,188,right,Italy,IT,Defender,Torino,Juventus,Juventus FC,3159.0
205,Leonardo,,Capezzi,3164,72,178,right,Italy,IT,Midfielder,Genova,Sampdoria,UC Sampdoria,3164.0
206,Cristian,,Tello Herrera,684,72,178,right,Spain,ES,Forward,Sevilla,Real Betis,Real Betis Balompié,684.0
207,Lionel Andrés,,Messi Cuccittini,676,72,170,left,Argentina,AR,Forward,Barcelona,Barcelona,FC Barcelona,676.0
208,Alberto,,Grassi,3204,75,184,right,Italy,IT,Midfielder,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
209,Artem,,Dzyuba,13885,91,196,right,Russia,RU,Forward,,,,
210,José Andrés,,Guardado Hernández,684,67,169,left,Mexico,MX,Midfielder,Sevilla,Real Betis,Real Betis Balompié,684.0
211,Alexandr,,Samedov,13888,75,177,right,Russia,RU,Midfielder,,,,
212,Kepa,,Arrizabalaga Revuelta,1610,84,189,right,Spain,ES,Goalkeeper,London,Chelsea,Chelsea FC,1610.0
213,Raúl,,Fernández-Cavada Mateos,695,88,196,right,Spain,ES,Goalkeeper,Valencia,Levante,Levante UD,695.0
214,Gorka,,Iraizoz Moreno,756,89,191,right,Spain,ES,Goalkeeper,Girona,Girona,Girona FC,756.0
215,Riccardo,,Piscitelli,,80,185,right,Italy,IT,Goalkeeper,,,,
216,Jonás ,,Ramalho Chimeno,756,68,181,right,Spain,ES,Defender,Girona,Girona,Girona FC,756.0
217,Enric,,Saborit Teixidor,678,73,187,left,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
218,Mikel,,San José Domínguez,678,79,187,right,Spain,ES,Midfielder,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
219,Ander,,Iturraspe Derteano,678,77,187,right,Spain,ES,Midfielder,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
220,Javier,,Martínez Aginaga,2444,81,190,right,Spain,ES,Midfielder,M\u00fcnchen,Bayern München,FC Bayern München,2444.0
221,Markel,,Susaeta Laskurain,678,66,179,right,Spain,ES,Midfielder,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
222,Óscar,,de Marcos Arana,678,78,182,right,Spain,ES,Defender,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
223,Ibai,,Gómez Pérez,696,72,177,right,Spain,ES,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
224,Iker,,Muniain Goñi,678,63,169,right,Spain,ES,Forward,Bilbao,Athletic Club,Athletic Club Bilbao,678.0
