,Player,Gross P/W(IN EUR),Gross P/Y(IN EUR),Adj. Gross(IN EUR),Pos. DFKM,Age,Country,Team,League,Season
1,Moses Simon,"€ 34,615","€ 1,800,000","€ 1,800,000",F,25,Nigeria,Nantes,Ligue 1,2020-2021
2,Kalifa Coulibaly,"€ 28,846","€ 1,500,000","€ 1,500,000",F,29,Mali,Nantes,Ligue 1,2020-2021
3,Nicolas Pallois,"€ 25,385","€ 1,320,000","€ 1,320,000",D,33,France,Nantes,Ligue 1,2020-2021
4,Jean-Kévin Augustin,"€ 23,077","€ 1,200,000","€ 1,200,000",F,23,France,Nantes,Ligue 1,2020-2021
5,Andrei Girotto,"€ 20,769","€ 1,080,000","€ 1,080,000",D,28,Brazil,Nantes,Ligue 1,2020-2021
6,Alban Lafont,"€ 19,615","€ 1,020,000","€ 1,020,000",K,21,France,Nantes,Ligue 1,2020-2021
7,Dennis Appiah,"€ 18,462","€ 960,000","€ 960,000",D,28,France,Nantes,Ligue 1,2020-2021
8,Ludovic Blas,"€ 18,462","€ 960,000","€ 960,000",F,22,France,Nantes,Ligue 1,2020-2021
9,Anthony Limbombe,"€ 17,308","€ 900,000","€ 900,000",F,26,Belgium,Nantes,Ligue 1,2020-2021
10,Renaud Emond,"€ 17,308","€ 900,000","€ 900,000",F,28,Belgium,Nantes,Ligue 1,2020-2021
11,Sébastien Corchia,"€ 17,308","€ 900,000","€ 900,000",D,29,France,Nantes,Ligue 1,2020-2021
12,Fábio,"€ 15,000","€ 780,000","€ 780,000",D,30,Brazil,Nantes,Ligue 1,2020-2021
13,Pedro Chirivella,"€ 13,846","€ 720,000","€ 720,000",M,23,Spain,Nantes,Ligue 1,2020-2021
14,Imran Louza,"€ 11,538","€ 600,000","€ 600,000",M,21,France,Nantes,Ligue 1,2020-2021
15,Mehdi Abeid,"€ 10,962","€ 570,000","€ 570,000",M,28,Algeria,Nantes,Ligue 1,2020-2021
16,Abdoulaye Touré,"€ 10,385","€ 540,000","€ 540,000",M,26,France,Nantes,Ligue 1,2020-2021
17,Charles Traoré,"€ 10,385","€ 540,000","€ 540,000",D,28,Mali,Nantes,Ligue 1,2020-2021
18,Jean-Charles Castelletto,"€ 10,385","€ 540,000","€ 540,000",D,25,Cameroon,Nantes,Ligue 1,2020-2021
19,Marcus Coco,"€ 9,231","€ 480,000","€ 480,000",F,24,France,Nantes,Ligue 1,2020-2021
20,Randal Kolo Muani,"€ 6,923","€ 360,000","€ 360,000",F,21,France,Nantes,Ligue 1,2020-2021
21,Abdoul Kader Bamba,"€ 6,154","€ 320,000","€ 320,000",F,26,France,Nantes,Ligue 1,2020-2021
22,Thomas Basila,"€ 5,577","€ 290,000","€ 290,000",D,21,France,Nantes,Ligue 1,2020-2021
23,Denis Petric,"€ 4,231","€ 220,000","€ 220,000",K,32,Serbia,Nantes,Ligue 1,2020-2021
24,Batista Mendy,"€ 2,308","€ 120,000","€ 120,000",M,20,France,Nantes,Ligue 1,2020-2021
25,Roli Pereira de Sa,"€ 1,154","€ 60,000","€ 60,000",F,23,France,Nantes,Ligue 1,2020-2021
26,Charly Jan,"€ 1,154","€ 60,000","€ 60,000",K,21,France,Nantes,Ligue 1,2020-2021
27,Bridge Ndilu,"€ 1,154","€ 60,000","€ 60,000",F,20,France,Nantes,Ligue 1,2020-2021
